series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,51664.562222552464,51661.201417295524,51656.726710047245,51650.79337007513,51642.967905758975,51632.71768574228,51619.40792002255,51602.3117760959,51580.63977133656,51553.59248614273,51520.43500721536,51480.58295408725,51433.68187573013,51379.65940739214,51318.73606162867,51251.39359628394,51178.31267177664,51100.29774949326,51018.20561089015,50932.887675719096,50845.14961981891,50755.7271180208,50665.27431864589,50574.36123439492,50483.47674898079,50393.03475820203,50303.381750338674,50214.804755229714,50127.53903751383,50041.77520599579,49957.66559701897,49875.32989993816,49794.86005384605,49716.32447518813
I,8.0,10.720805256942677,14.337848084663815,19.124160210003655,25.4196917093588,33.636336389302215,44.255195197889364,57.81092350870877,74.85805438735233,95.91669523019885,121.40083853915026,151.5408245841258,186.31863697451334,225.43561435454666,268.32411096965535,314.2006474368132,362.14552014916393,411.1888008206183,460.38583535807567,508.87290370048333,555.9011273046276,600.8515389183734,643.2362151798072,682.6904022163908,718.9596554532086,751.8848737957151,781.387091755415,807.4531195239416,830.1225876779121,849.4766121817167,865.6280921840063,878.7135418900924,888.886304630988,896.310978918436
IH,0.32,0.4532605118076073,0.6175876096078938,0.8307015513315047,1.1109030143058014,1.4794111191712418,1.961538089680291,2.5870689634184236,3.3897936095568353,4.405964773405656,5.6714838114277235,7.2178611522516904,9.067432581194115,11.2287789369521,13.693527162034107,16.435484557736327,19.41240428487868,22.569904963526312,25.84654292935152,29.178944474393887,32.506169506342715,35.77288504631031,38.93128958831622,41.94195978178351,44.7738880472011,47.403983833086244,49.816267287193014,52.00092515470379,53.95334322028549,55.673185167325045,57.16355557901062,58.43026329111512,59.48118789818884,60.32574450473045
IN,0.32,0.582258057450074,0.9060255449074258,1.3160529840351973,1.8435460930702838,2.5276777220877458,3.4170279844925893,4.570655062495474,6.05834668398713,7.959479152686474,10.35991012451394,13.346564493479697,16.999895726152893,21.385119322713884,26.543736611409944,32.487054442457406,39.19300024232776,46.60669614719518,54.64436951947866,63.199577791705856,72.15053647088688,81.36748115104606,90.71930388885634,100.07903739192481,109.32803464452914,118.35887993909273,127.0771759980567,135.4024003061276,143.26803252583994,150.621140709994,157.4215887795102,163.6409989186687,169.2615744743528,174.27486381831702
D,0.01,0.036739488192392755,0.07461434476600967,0.1262205216250045,0.1956346913851017,0.28846274774111264,0.4120836732185313,0.5759915625558275,0.7921693750565547,1.075423581923409,1.4435899664064682,1.9175042614346502,2.5206352397314142,3.278318072356906,4.216604952980716,5.360848415047655,6.734212306509667,8.356330291389254,10.242291876625623,12.402052281230521,14.84027116010408,17.556515959150232,20.5457304507241,23.79886407029099,27.303572002637274,31.044918411279927,35.00603799245864,39.16873015156795,43.513974289592014,48.02236423952619,52.674465731446766,57.45110391719721,62.333589340169624,67.30389096977311
R,0.0,0.21774194254992602,0.5494369212740849,1.021717210336813,1.6745412853676251,2.562648831877416,3.7584575846302823,5.3558073593831175,7.474087159949024,10.262173671522191,13.901392895605508,18.606513973919622,24.623746300737302,32.2249844737539,41.69818122771576,53.33459141647157,67.4144137929419,84.19274083648038,103.88757197878479,126.67106858555638,152.66449829159166,181.93668345678893,214.50536479886875,250.34072469715068,289.3703234240937,331.484808371259,376.54389918066676,424.38229218640896,474.81524732500617,527.6437142581113,582.6589232595263,639.6464145972334,698.3895123627105,758.6722691530803
G,8.0,11.360805256942676,15.835512505219228,21.768852477332175,29.594316793487614,39.84453681017973,53.15430252991106,70.2504464565616,91.92245121590186,118.96973640973657,152.12721533710388,191.97926846521142,238.88034682232902,292.9028151603234,353.82616092379584,421.1686262685261,494.2495507758219,572.2644730592094,654.3566116623163,739.67454683337,827.4126027335528,916.8351045316688,1007.2879039065724,1098.2009881575405,1189.0854735716696,1279.5274643504329,1369.18047221379,1457.7574673227498,1545.0231850386356,1630.7870165566733,1714.8966255335001,1797.2323226143067,1877.7021687064096,1956.2377473643367
H,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897,25475.971305842897
beta,21.430201976264172,21.430201976264172,21.29307460067827,21.113198604268952,20.879322502960637,20.578673293059243,20.19772228006495,19.723616197700657,19.146336128000677,18.46137642738512,17.672338366394214,16.79249199539412,15.844384870309899,14.857172574431953,13.86231153602666,12.888993894526205,11.960709303799412,11.093644811561482,10.296805719116437,9.57323809655438,8.921667598959424,8.338067158644348,7.816915866184982,7.352095884932712,6.9374714078211275,6.56722647061561,6.236036677432947,5.939134838476813,5.6723135162381855,5.431893132829185,5.214673684846427,5.017880854147607,4.83911259312756,4.676289332136926
