beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.0193234331669967,0.29190301508204003,0.6913933326015916,0.062373657929046346,0.11343558794821307,0.2,0.4472484516945548,0.02055601425041102,0.1808274662079098,0.2641950886548612,0.8400000000000001,2.8362361257917e-05,0.0008695442322935574,0.03333333333333333,1.1051018870382525,2021-03-22,0.03333333333333333,1.084349237671236,2021-07-04,0.00694462056654484,0.04845990006001831,0.999806121128009,0.9732101423620589
