beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
56.69881683226007,0.0473982233455271,0.1999311571382073,0.06652732373421685,0.046732629669062775,0.06665304728513011,0.026557877395045493,0.5000000176188641,1.8662273669737102,0.111606408375926,0.00861708371426681,0.9,0.6479206262974527,7.071923480079621,0.9964092856973382,0.9958636323008572
