series,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
S,7165.566791506433,7160.431817337289,7154.701270574269,7148.308115214649,7141.178274777299,7133.230018266717,7124.373324651161,7114.509234468234,7103.529200336343,7091.314451992915,7077.735396077639,7062.651076294148,7045.90872585149,7027.343451197038,7006.7780939257555,6984.023326209506,6958.87804382311,6931.130129365667,6900.557665883695,6866.930686836036,6830.013550950262,6789.568028459569,6745.357176662514,6697.15006571588,6644.727388033348,6587.887944838069,6526.455950131964,6460.289025502511,6389.286680311488,6313.398984576525,6232.635052515655,6147.070872239689,6056.855952806533,5962.218226619297,5863.466655619891,5760.991054159527,5655.258765085889,5546.808006334195,5436.2379320016225,5324.195704262459,5211.36112299488,5098.429577569819,4986.094240478707,4875.028493080521,4765.869549110674,4659.204125046292,4555.556814681721,4455.38158512103,4359.056554494109,4266.881968817758,4179.081091498621,4095.803570004994,4017.1307563229084,3943.0824282009303,3873.624377612559,3808.676388437715,3748.12020329466,3691.8071671387374,3639.5653225528863,3591.205811436148,3546.528505796817,3505.3268447652067,3467.3918957695246,3432.5156862742347,3400.4938704220062,3371.1278044413807,3344.226107826615,3319.6057858893305,3297.092984850211
I,14.0,15.634974169144119,17.45677738987877,19.485738402029217,21.744144238872167,24.25636468973616,27.04896713285781,30.150815532570405,33.593145781319386,37.40960767941814,41.636261674839126,46.31151603962026,51.47598747237324,57.172265258732175,63.444556215331936,70.33818487774785,77.89892104470779,86.17210524097317,95.20154241270174,105.02813585718495,115.68823777866324,127.21170082469008,139.6196274155728,152.92183150831272,167.11405131376742,182.1749816806037,198.06323096655865,214.7143478543714,232.03810608180157,249.91627529631427,268.20113853310636,286.7150341757951,305.25119506500187,323.57612248598855,341.43366286389727,358.5508486082867,374.6454255298538,389.43482789908376,402.64619525688545,414.0268741818273,423.35473690394974,430.4475981030234,435.1710356683795,437.4440241494714,437.24196208195116,434.5968956258456,429.59498208395445,422.3714661236569,413.1036302196637,402.00230834109914,389.30260857496137,375.25447792484835,360.1136721257218,344.13358221626936,327.5582372505736,310.61666711277417,293.51868547763604,276.4520502641495,259.58088228396326,243.04517282971076,226.96118526161393,211.4225499778208,196.50186147904756,182.2526056045757,168.71127005566007,155.8995185223708,143.82633550654367,132.49007356719255,121.88035621451371
R,0.0,3.5,7.40874354228603,11.772937889755722,16.644372490263027,22.08040854998107,28.14449972241511,34.90674150562956,42.444445388772166,50.84273183410201,60.19513375395655,70.60419917266633,82.18207818257139,95.05107505066469,109.34414136534774,125.20528041918072,142.78982663861768,162.26455689979463,183.80758321003793,207.60796881321338,233.8650027775096,262.7870622221754,294.5899874283479,329.4948942822411,367.7253521593193,409.5038649877612,455.0476104079121,504.56341814955175,558.2420051131446,616.251531633595,678.7306004576736,745.7808850909503,817.4596436348991,893.7724424011495,974.6664730226466,1060.024888738621,1149.6626008906926,1243.323957273156,1340.682664247927,1441.3442130621484,1544.8509316076052,1650.6896158335926,1758.3015153593485,1867.0942742764435,1976.4552803138113,2085.765770834299,2194.4149947407604,2301.813740261749,2407.4066067926633,2510.6825143475794,2611.1830914328543,2708.5087435765945,2802.322363057807,2892.3507810892374,2978.3841766433047,3060.2737359559483,3137.9279027341418,3211.307574103551,3280.4205866695884,3345.315807240579,3406.0771004480066,3462.81739676341,3515.6730342578653,3564.7984996276273,3610.361651028771,3652.5394685426863,3691.514348173279,3727.4709320499146,3760.593450441713
G,14.0,19.13497416914412,24.8655209321648,31.258676291784937,38.38851672913519,46.336773239717225,55.193466855272916,65.05755703819996,76.03759117009155,88.25233951352014,101.83139542879566,116.91571521228657,133.6580656549446,152.22334030939686,172.78869758067967,195.54346529692856,220.68874768332546,248.43666214076777,279.00912562273965,312.6361046703983,349.55324055617285,389.9987630468655,434.2096148439208,482.4167257905539,534.8394034730868,591.6788466683649,653.1108413744707,719.2777660039231,790.2801111949461,866.1678069299091,946.9317389907799,1032.4959192667452,1122.7108386999007,1217.3485648871379,1316.1001358865437,1418.5757373469075,1524.3080264205464,1632.7587851722399,1743.3288595048125,1855.3710872439756,1968.205668511555,2081.137213936616,2193.4725510277276,2304.5382984259145,2413.6972423957623,2520.3626664601443,2624.0099768247146,2724.1852063854058,2820.510237012327,2912.684822688678,3000.4857000078155,3083.763221501443,3162.4360351835285,3236.4843633055066,3305.942413893878,3370.8904030687218,3431.446588211777,3487.7596243676994,3540.0014689535506,3588.360980070289,3633.0382857096197,3674.23994674123,3712.1748957369123,3747.051105232202,3779.0729210844306,3808.438987065056,3835.3406836798217,3859.9610056171064,3882.473806656226
