series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10
S,20182835.01111843,20182835.01111843,20182832.69316429,20182828.880269557,20182823.909898072,20182817.875071563,20182810.739420224,20182802.391021956,20182792.666361004,20182781.359514505,20182768.223821223,20182752.9694808,20182735.258682523,20182714.698958054,20182690.835003316,20182663.138983916,20182630.999210656,20182593.706991833,20182550.441409424,20182500.251712862,20182442.036971107,20182374.522565827,20182296.23304443,20182205.46077877,20182100.229792833,20181978.254028324,20181836.889209792,20181673.077349,20181483.28278965,20181263.418536954,20181008.76143964,20180713.854593303,20180372.3951112,20179977.105161116,20179519.583892487,20178990.13757728,20178377.58496079,20177669.03446747,20176849.62953589,20175902.25797295,20174807.22083257,20173541.855953846,20172080.110962227,20170392.0602778,20168443.36053136,20166194.638821285,20163600.80853047,20160610.308061562,20157164.258966688,20153195.54169846,20148627.789777827,20143374.306775987,20137336.91538258,20130404.7542335,20122453.046342958,20113341.87312484,20102915.000199087,20090998.81538845,20077401.45518161,20061912.2127524,20044301.337165877,20024320.34785532,20001702.998354655,19976167.02555805,19947416.812002897,19915147.065415677,19879047.579276584,19838809.079212084,19794130.083782468,19744724.619014315,19690330.53160536,19630718.056905374,19565698.227094855,19495130.664636202,19418930.30540313,19337072.639106844,19249597.139403727,19156608.673531603,19058276.817591842,18954833.14236812,18846566.66015839,18733817.723058637,18616970.72995123,18496446.030945808,18372691.41672301,18246173.55201827,18117369.664982278,17986759.74529018,17854819.440780174,17722013.78079345,17588791.798316024,17455582.074950013,17322789.19378078,17190791.05544643,17059936.99154077,16930546.595856335,16802909.18666669,16677283.810989887,16553899.703367751,16432957.116072027,16314628.44390004,16199059.574107137,16086371.399956433,15976661.444404084,15870005.548258044,15766459.584526965,15666061.167472167,15568831.331009315,15474776.156546293,15383888.335092088,15296148.652555369,15211527.390613763,15129985.638428299,15051476.512859052,14975946.286766822,14903335.426518606,14833579.54100631,14766610.245389115,14702355.94342573,14640742.532714998,14581694.037447583,14592409.290123664,14605143.744179169,14619853.098921325,14636483.878137112,14654977.221400388,14675271.410523891,14697303.552504633,14721010.698293906,14746330.583011257
E,20.453578622164294,16.362862625732845,15.40824402078762,16.13948975000008,17.88196306959785,20.340396728279106,23.407968447321373,27.074772716851253,31.38447876485828,36.4144290915427,42.26723607298745,49.068128719272764,56.96530059507687,66.1319641902513,76.76952520957464,89.1116385447401,103.42908291819573,120.0354837788382,139.29396783425972,161.62486897586697,187.51463478934232,217.52611061485982,252.3104069950784,292.6205878998211,339.3274523644322,393.43772189276126,456.1149908157454,528.7038473762668,612.7576302163092,710.070348724439,822.7133668493642,953.0775288795943,1103.9214925340902,1278.4271294355656,1480.262955173966,1713.6566596585067,1983.4779214319735,2295.3328040838737,2655.671144323812,3071.9084430907396,3552.5638540015234,4107.415914682583,4747.677668745843,5486.192756282504,6337.653878508564,7318.844728601516,8448.905976367569,9749.625137641846,11245.749075333588,12965.3163789461,14940.004851374671,17205.486684264975,19801.780512017118,22773.58529536155,26170.57582397951,30047.633529276754,34464.97934959329,39488.16783198686,45187.89394729773,51639.55698612597,58922.52048870388,67119.00491795306,76312.55254245926,86586.01381574373,98019.02345629167,110684.96404876995,124647.45590618167,139956.46313183405,156644.1640738974,174720.79394416334,194170.72024078917,214949.04831047344,236979.06560043452,260150.8117875688,284321.0052035566,309314.4666781335,334927.06893225526,360930.1165639563,387075.94439115305,413104.4255891834,438750.0171874714,463748.94501508464,487846.1429523831,510801.6068797825,532395.8929338132,552434.571971804,570751.5372669789,587211.141915637,601709.2102335772,614173.0201718555,624560.3904474282,632858.0274183424,639079.2946879443,643261.5655860148,645463.3078201601,645761.0333569795,644246.2272876821,641022.3489395427,636201.9782492408,629904.1614346895,622251.9929430607,613370.4558724328,603384.5306918459,592417.5720818142,580589.945933325,568017.9127568585,554812.7397065903,541080.0208500378,526919.1839475883,512423.16160512617,497678.2050064473,482763.8193284703,467752.80122828286,452711.3603315392,437699.3083371537,422770.3010972681,407972.1207679665,393346.98680621944,378931.8861775003,364758.9146135655,350855.622107579,337245.35704791656,324337.94380175386,312037.1126898201,300275.0234902245,289002.7882394721,278184.1543285467,267791.29448643466,257802.0029424212,248197.8309119774
I,0.0,1.3224873872659793,2.108070294559693,2.6701144959201146,3.1636692765203875,3.668226089371447,4.227811287406392,4.870475726616131,5.617851855356677,6.4899398181074375,7.507620924969735,8.694110047995947,10.075937298487458,11.683749993484568,13.553082264055133,15.725171382278313,18.247868191575726,21.176675190589656,24.575940822695262,28.52023803353999,33.09595712189324,38.403146370944185,44.55763849164269,51.69350638497492,59.965898117572124,69.55430835592576,80.66635190904155,93.54211460201415,108.45916757425219,125.73834340745049,145.75038638788376,168.92360484431788,195.75267101983854,226.8087334599478,262.7510285265967,304.34020142422503,352.45357301760225,408.1026165861397,472.45293818552125,546.8470849363675,632.8305364785379,732.1812647418122,846.9432742476054,979.464556789011,1132.4399069943986,1308.959044193772,1512.5604648683736,1747.291400565983,2017.7741680122629,2329.2790580654114,2687.803701940397,3100.158557316028,3574.057750873521,4118.213972124111,4742.435409174561,5457.7218241949895,6276.355763077985,7211.983568459004,8279.67932424468,9495.983137846666,10878.90333939924,12447.870376529661,14223.628608379622,16228.051130389515,18483.86254493896,21014.255644302077,23842.390722089254,26990.77105843343,30480.495268999133,34330.39664759743,38556.09097974513,43168.96673303366,48175.163771329935,53574.59718468082,59360.08973891413,65516.67826674345,72021.1549918261,78841.89403309887,85938.99684699059,93264.7696889559,100764.52353023492,108377.66475482297,116039.02575800184,123680.37014524546,131231.9987226679,138624.3801905181,145789.7339619108,152663.5008202524,159185.64884996504,165301.7757654449,170963.98304447913,176131.51098267615,180771.13605115277,184857.34219325392,188372.28565417876,191305.57855443156,193653.91982841314,195420.60360917813,196614.93497436238,197251.5815274422,197349.8869172538,196933.169412906,196028.025324773,194663.65362100635,192871.21470982602,190683.233171425,188133.0513190877,185254.33790148143,182080.65405283144,178645.0767583717,174979.87861606362,171116.26151755778,167084.14100983637,162911.97749804964,158626.65007252083,154253.368552093,149815.61929726167,145335.14042805994,140831.9222550224,136324.22897194052,131828.63794537197,127360.09325028764,122931.9704294064,118581.38834265464,114331.59547374521,110196.66515282026,106184.61087678123,102299.45149516122,98542.57879617356,94913.66210579326
A,0.0,2.7682286091654715,4.621388014083185,6.103396563189652,7.490880465264687,8.93304256125882,10.519643513887306,12.314267176870498,14.37085518347552,16.742216760218163,19.484733983946416,22.66131538196046,26.343604811235604,30.613949031842658,35.56738643414144,41.3138057300058,47.980371746012906,55.71429424612576,64.68600980161999,75.092848869853,87.16326703002561,101.16172920852523,117.39434807906495,136.2153924704958,158.0347986205758,183.32683666968558,212.64010716593387,246.6090678776628,285.9673202469665,331.5629177659399,384.3759958361165,445.5390647124102,516.3603543625404,598.3506528899709,693.2541389101017,803.0837731650412,930.1618857683928,1077.1666725842056,1247.1853967806553,1443.7751784398345,1671.0323443875452,1933.6713992562834,2237.114762978581,2587.5944934008107,2992.267267146412,3459.3439158774936,3998.2347935451726,4619.712163208615,5336.090613934204,6161.426216757186,7111.734663502855,8205.22795469051,9462.568255313638,10907.136254586207,12565.309676776375,14466.74542323281,16644.656116256043,19136.068519296143,21982.04741920437,25227.864132094543,28923.083985666377,33121.542217140886,37881.17315012872,43263.65390854747,49333.822120209494,56158.82805334682,63806.98649892989,72346.30348355,81842.66832310855,92357.72282326038,103946.4460113881,116654.52304883329,130515.59825122535,145548.54085787246,161754.87426417044,179116.5309389216,197594.09316832304,217125.66266747957,237626.47057299988,258989.29604646796,281085.71104898263,303768.1161480883,326872.4829521976,350221.67766161263,373629.21064875013,396903.2406334767,419850.65894446516,442281.0882043249,464010.6482223221,484865.3670917931,504684.1445504559,523321.2048910537,540648.0058796178,556554.596576669,570950.4395590109,583764.7312220356,594946.2674537157,604462.9111928454,612300.7236279255,618462.8226122365,622968.0308835569,625849.3735100015,627152.479229546,626933.9345430526,625259.6330173184,622203.1556339132,617844.2114800521,612267.161844414,605559.6450128079,597811.3138588129,589112.6937493169,579554.1643535335,569225.0656472902,558212.9257121052,546602.8057962833,534476.7564794794,521913.3776046971,508987.47385297465,495769.7973776295,482326.8687314689,468720.8673604892,455009.58315486263,441246.4209012535,427533.2792464441,413945.7234877015,400540.2713884959,387359.44508562295,374435.3084703851,361791.9729326652,349447.3964748144
IH,0.0,0.0,0.0903807234327975,0.19572177955268028,0.29433580068942006,0.3844246103875153,0.47039310135133416,0.5577675237663202,0.6516232020626954,0.7563391103014893,0.8757846997483522,1.0135984462295236,1.1734463006459162,1.35923648438405,1.575297053852322,1.8265299759237124,2.1185549720329253,2.457853946153548,2.851924470496653,3.309449123077675,3.840486477875624,4.456689114707918,5.171554004726644,6.000710931606104,6.962255156512926,8.07713128467951,9.369576222246264,10.867630218401858,12.60372627435359,14.615369678861748,16.945921116250624,19.64549870638148,22.77201649832866,26.392379372380667,30.58385702969763,35.435662784188125,41.05076623073715,47.547972553547424,55.064305251330026,63.75773336738369,73.81028887112791,85.43162455592442,98.86306755878275,114.38222816650807,132.3082276567337,153.0076121213066,176.90102097354102,204.47067839864997,236.26877237801,272.92677781966967,315.16576612583094,363.80772118155016,419.78784876145386,484.16781974767093,558.1498238979623,643.0912263975798,740.519510111938,852.1470485826692,979.8850854392113,1125.8560937859859,1292.4034559363463,1482.097145741161,1697.7338251776462,1942.3295045955824,2219.102692855112,2531.44582126089,2882.882715707017,3277.010073942795,3717.4213391936173,4207.612097877898,4750.867195202526,5350.131147177495,6007.8650683724445,6725.8951090339715,7505.259123020694,8346.059747868167,9247.333036844597,10206.942034732165,11221.504098747093,12286.359301706962,13395.585004655553,14542.058852694576,15717.569317337842,16912.96980723566,18118.36961095097,19323.352777733813,20517.214653285664,21689.205233633875,22828.7687503324,23925.76984417738,24970.698159728992,25954.84501196679,26870.44775298003,27710.79943447489,28470.323187278245,29144.612326112427,29730.438478827462,30225.731010113326,30629.531664312693,30941.928714715432,31163.975015566935,31297.594253177882,31345.479431407486,31310.987250228947,31198.03158569746,31010.978791303427,30754.547043839877,30433.711474478998,30053.616374561705,29619.49535703581,29136.599995277087,28610.13715415923,28045.21497372032,27446.797261436437,26819.665891264525,26168.390691604014,25497.30622498487,24810.49481429867,24111.775148533354,23404.69580032938,22692.53300373554,21978.292069284616,21264.71185142268,20554.271727421743,19850.925434708217,19158.52139530558,18480.220799378065,17818.37794174597,17174.612971251678,16549.94693032681
IN,0.0,0.0,0.18202626149938841,0.46686531374724327,0.8207477953723434,1.2322311281825802,1.7011479524082158,2.2333955515654638,2.8385599371054906,3.5289247297865534,4.319167733070007,5.226412317362275,6.270477210919974,7.474254115437342,8.864184679167783,10.47082947304952,12.329532714112734,14.481192893121754,16.973153784697374,19.860233825358062,23.20591518231787,27.083717346012364,31.578783963465735,36.78971602585127,42.830689545103205,49.833901608511795,57.952395298084895,67.36332152348245,78.27170447615144,90.91478731462408,105.56704599870466,122.54597208101406,142.21873993098433,165.00989051585051,191.41018271383498,221.9867844117861,257.3949995679775,298.3917542146182,345.85109422151424,400.7819806817891,464.34870507393015,537.894285843851,622.9672505042571,721.3522522878287,835.1050169954281,966.5921626668517,1118.536480166681,1294.068304005949,1496.7836359457197,1730.8097040508408,2000.878640115879,2312.409929972196,2671.602222886088,3085.5349640624513,3562.2801210824814,4111.0239906312845,4742.198672807917,5467.6222610436425,6300.646089715536,7256.306484108587,8351.477349138322,9605.018605904414,11037.913948707754,12673.389686818204,14537.004629235369,16656.69918758034,19062.790285919124,21787.897504763685,24866.785423525453,28336.107659650144,32234.03992030211,36599.79270890928,41472.999268859865,46892.98082726337,52897.89893072698,59523.81311986694,66803.67064740493,74766.2625598664,83435.18637692317,92827.85907415186,102954.62459949976,113817.99754603878,125412.07902867858,137722.1727571864,150724.61949260623,164386.85738419517,178667.7049923476,193517.85390668007,208880.54940228668,224692.43097146976,240884.50003973182,257383.17974417112,274111.4311798282,290989.8917489667,307938.00385311263,324875.10579180607,341721.46102347516,358399.2065794078,374833.2061229419,390951.79768703686,406687.43033353676,421977.18773829483,436763.1999464218,450992.94722957275,464619.46211271815,477601.43724592234,489903.2479192042,501494.8987085952,512351.90405799967,522455.11260517576,531790.4848106084,540348.8330011871,548125.5323474044,555120.210598338,561336.4236417721,566781.3231700615,571465.3219422867,575401.7613609234,578606.5853427036,581098.0237702228,582896.2881710356,584023.2816892604,584502.3248932508,584357.8985018138,583618.8775272901,582316.4938738832,580483.0046657064,578150.8282439065,575351.9896393524,572117.7704685038
D,12217.0,12217.0,12217.0,12217.001252391947,12217.003964478894,12217.008043045344,12217.013369958731,12217.019888124434,12217.027617024225,12217.036646467885,12217.047126943966,12217.059262559424,12217.073307839017,12217.089568106032,12217.10840283938,12217.130231491197,12217.155541439424,12217.18489793363,12217.218956042147,12217.258474726017,12217.30433325945,12217.357550296783,12217.41930596039,12217.49096739811,12217.574118337327,12217.670593248704,12217.782516829118,12217.91234962257,12218.062940722528,12218.237588641632,12218.440111597603,12218.674928650576,12218.947153339857,12219.26270171092,12219.628416900005,12220.05221275784,12220.5432393505,12221.112073578068,12221.77093860602,12222.533956313613,12223.417437533131,12224.440215486184,12225.624028521273,12226.993959020352,12228.578936168917,12230.412311167504,12232.532514390125,12234.983804947191,12237.81712405636,12241.091064520202,12244.872969393102,12249.240173506249,12254.281401796585,12260.098338205305,12266.807378085647,12274.541575351557,12283.452792720043,12293.714059005975,12305.522131124093,12319.100249801595,12334.701066552836,12352.609704784687,12373.146899640997,12396.672139185523,12423.586703878984,12454.336472570114,12489.414332512571,12529.362000079771,12574.771030539108,12626.282772954513,12684.58701419956,12750.419058748525,12824.555012786443,12907.805085788834,13001.004791917583,13105.004026717736,13220.654107967073,13348.792996180031,13490.229040407436,13645.723716933246,13815.973930138816,14001.594515297758,14203.101614294545,14420.897583111628,14655.258034805493,14906.321528347726,15174.082290463684,15458.386215111317,15758.930235077625,16075.26501347082,16406.8007692673,16752.81593789378,17112.468279852466,17484.80798981344,17868.7923252838,18263.30126594225,18667.153728699446,19079.123895403925,19497.957255425474,19922.386019730893,20351.143622476557,20782.97808706006,21216.664093107804,21651.013636791293,22084.885227563314,22517.191608862213,22946.906028022917,23373.067111438973,23794.782425140314,24211.230818820008,24621.66366355018,25025.40510065695,25421.851422201475,25810.469702964958,26190.795800454252,26562.431833876737,26925.043245857272,27278.3555423948,27622.15079761602,27956.26400064046,28280.579312619324,28595.026292980998,28899.576145285093,29194.23802498095,29479.055443871875,29754.1267000997,30019.603418805214,30275.681029260817,30522.587583844335,30760.57358508983
R,0.0,0.0,0.3614234456018258,1.007587203882836,1.8992380961263136,3.0232613300443028,4.384942566950592,6.003108278235364,7.90735008268201,10.136686568943459,12.739205472101467,15.772388781512047,19.303940470557148,23.413017076243094,28.19181525432265,33.747506535288196,40.20453441856868,47.70730723117839,56.42333487118412,66.54687063422556,78.30313208502524,91.95318827111416,107.79961512450615,126.19303716708241,147.53969207236128,172.31017566732234,201.04954902102375,234.3890168300383,273.05941788605355,317.90680456371774,369.91042962331034,430.20350587576104,500.0971581691781,581.108048558795,674.9902253157007,783.7718255726845,909.7973509010432,1055.776335983025,1224.839343795449,1420.602347282275,1647.2406981464148,1909.5740386501302,2213.163682282006,2564.424173313384,2970.7509322297487,3440.6661011466836,3983.9849162784913,4612.005146725911,5337.7223407079155,6176.073798437646,7144.214326779266,8261.82690014296,9551.47132283557,11038.973819475294,12753.86012110715,14729.834003137004,17005.302293410223,19623.946020242307,22635.335518426207,26095.584860900133,30068.03784578984,34623.9738736945,39843.317367922355,45815.32895374273,52639.2505467599,60424.87005356597,69292.96495914836,79375.5782323768,90816.07545533574,103768.92973724767,118399.18173007936,134881.52678452022,153398.99062920807,174141.16920865717,197302.02724163377,223077.27281197373,251661.3504087208,283244.12031015375,318007.31577800435,356120.8889115537,397739.36923769675,442998.36480640614,492011.3331229451,544866.738917083,601625.6985304628,662320.1881927148,726951.8676053358,795491.5431112485,867879.2682233264,944025.0550454019,1023810.149369946,1107088.805760948,1193690.4870849063,1283422.4057214407,1376072.3207572668,1471411.506323424,1569197.8102295652,1669178.7284806878,1771094.4294351086,1874680.6706291914,1979671.5610815785,2085802.1317160584,2192810.686023536,2300440.911930521,2408443.7438525814,2516578.9709618245,2624616.5937281093,2732337.9357973128,2839536.5222798525,2946018.738601644,3051604.2863004454,3156126.45362775,3259432.2196400412,3361382.2107335906,3461850.5283908066,3560724.4663540907,3657904.134607713,3753302.006503094,3846842.4041723455,3938460.936093912,4028103.8993486627,4115727.657772551,4201298.005902994,4284789.527353803,4366191.85251734,4445506.960065257,4522746.715220719,4597930.787451648,4671084.955167287,4742239.751542868
G,939387.0,939388.3224873872,939389.3804772794,939390.3767434465,939391.4202904964,939392.5765023777,939393.8916716507,939395.4051839609,939397.1557844839,939399.1850419594,939401.5395259388,939404.2724406838,939407.4450875123,939411.1283496417,939415.4043098612,939420.3680734496,939426.1298533421,939432.8173704833,939440.5786242108,939449.585092907,939460.0354329007,939472.1597532466,939486.2245554507,939502.5384405213,939521.4587010733,939543.3989338411,939568.8378281535,939598.3293090155,939632.5142398127,939672.133919693,939718.0456448538,939771.2406417341,939832.86472397,939904.2420744756,939986.902609605,940082.6134445749,940193.4150485566,940321.6627543723,940470.0743716768,940641.7847436353,940840.4081848371,941070.1098412643,941335.6871195376,941642.662439197,941997.3886638016,942407.1686575139,942880.3904844486,943426.679806056,944057.071020879,944784.1986100026,945622.5099734962,946588.5007346545,947700.9730091667,948981.3164373905,950453.8108048704,952145.9477694599,954088.7675123385,956317.2039798243,958870.4297438212,961792.1883713142,965131.0985962539,968940.9106399904,973280.6909341657,978214.9075860191,983813.3856470112,990151.0991898433,997307.7670580208,1005367.2216569381,1014416.5259707385,1024544.8235710453,1035841.9198177559,1048396.60930454,1062294.7838267912,1077617.3751000382,1094438.2050257728,1112821.831200071,1132821.484485069,1154477.1972822852,1177814.2150070479,1202841.769540544,1229552.2734849947,1257920.9699665185,1287906.0470021702,1319449.2005450786,1352476.6083631746,1386900.2594241288,1422619.5712970493,1459523.2214231112,1497491.1165866475,1536396.4277811088,1576107.6239380573,1616490.446631861,1657409.777896652,1698731.363830361,1740323.3670154966,1782057.7304393195,1823811.3441994567,1865467.0136361187,1906914.2335621961,1948049.777983579,1988778.1181959375,2029011.6845351094,2068670.988493482,2107684.6225500014,2145989.1550499494,2183528.936955802,2220255.8364015585,2256128.9158323305,2291114.065193937,2325183.6032318454,2358315.8575275014,2390494.7324909745,2421709.2731776787,2451953.231528928,2481224.6404676894,2509525.4002214693,2536860.880297602,2563239.5397018357,2588672.567265364,2613173.5433224146,2636758.123452883,2659443.744563989,2681249.353222934,2702220.3944188636,2722396.088536469,2741811.2695477027,2760497.6104268106,2778484.440127022,2795799.288346011,2812468.249000838
H,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.5011118432,2018283.501111843,2018283.501111843,2018283.501111843,2018283.501111843,2018283.501111843,2018283.501111843,2018283.5011118432,2018283.501111843,2018283.501111843,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.5011118432,2018283.501111843,2018283.5011118432,2018283.5011118434,2018283.5011118432,2018283.5011118434,2018283.5011118432,2018283.5011118434,2018283.5011118434,2018283.5011118432,2018283.5011118432,2018283.5011118434,2018283.5011118436,2018283.5011118434,2018283.5011118434,2018283.5011118436,2018283.5011118434,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.501111844,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.501111844,2018283.501111844,2018283.501111844,2018283.5011118439,2018283.501111844,2018283.501111844,2018283.5011118443,2018283.5011118443,2018283.501111844,2018283.501111844,2018283.501111844,2018283.5011118439,2018283.501111844,2018283.5011118439,2018283.501111844,2018283.501111844,2018283.501111844,2018283.501111844,2018283.501111844,2018283.501111844,2018283.5011118439,2018283.501111844,2018283.5011118439,2018283.5011118439,2018283.501111844,2018283.501111844,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118436,2018283.5011118439,2018283.5011118436,2018283.5011118436,2018283.5011118439,2018283.5011118436,2018283.5011118434,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118436,2018283.5011118439,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118436,2018283.5011118439,2018283.5011118439,2018283.5011118439,2018283.5011118436,1951007.3844081159,1883731.2677043874,1816455.1510006594,1749179.0342969315,1681902.9175932035,1614626.8008894755,1547350.684185747,1480074.567482019,1412798.4507782913
