beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,metric3,r1,r2,r3
13.62117350939419,0.04,0.04,0.11246064051586317,0.019876782450697576,0.07798696575186041,0.07142631875912604,0.3478305795500558,0.6898251053061456,1.0254362290629773,0.05,0.9400000000000001,0.16442455872956843,0.3362777897751965,209.92198985998968,0.8656768471425828,0.5161315444666077,0.8029374762661232
11.518101847817757,0.04,0.04,0.11157293495913845,0.020919699781312237,0.19346434112224675,0.0,0.7934571531758141,0.20628729211215963,0.17908237055855167,0.04908210457293314,0.92,0.13671661578012265,0.29735486360647917,220.45720712746186,0.8940356028277558,0.4479630048366058,0.8222581855395443
10.766311255711406,0.04330277663562496,0.04103999319227658,0.10839278424523788,0.017717905487781672,0.18996296074766017,0.014169109209758508,0.7105554416798162,1.9999700878762485,0.4898763674060225,0.05,0.91,0.12398117713286082,0.36414008679996995,274.0390518260507,0.8877714012301011,0.4566044979022288,0.7812737567748511
11.771499390537885,0.049556952486481155,0.04,0.12750695845004179,0.019348822333485043,0.19839711749058692,0.07142857142857142,0.7358786100927919,1.9999219032079871,1.3340816489763443,0.04727410009449777,0.9,0.1358867953560737,0.3459481361907048,234.2691641803393,0.89059248121631,0.5384509687539203,0.782445214015653
14.441627867564593,0.04,0.04,0.1348722276653356,0.022756230422282336,0.04531226776491845,0.0036417320187208404,4.998259769564514,1.2555904717368007,1.4507862076145697,0.04746397275967988,0.93,0.15252407083768763,0.36032190660350655,225.44868065836602,0.8808490191456227,0.40743390896525045,0.7857100366405934
12.971956441908093,0.04,0.041439575706048164,0.10834989506169593,0.019957867044241434,0.14325453275306263,0.06767686257142398,0.7230286926375876,2.0,2.0,0.044598508499876205,0.91,0.167605519485622,0.33526419592288853,205.4421291283257,0.863307733161825,0.5147152700344582,0.7819945768357836
10.322878540133102,0.04014148850512908,0.04166338348097732,0.11653207426058437,0.02178194591861406,0.12020386558884885,0.0711945626946054,0.31785801075139186,1.9999948606398985,1.9999935495516727,0.05,0.91,0.14500937012171825,0.34619154715637573,176.43750641297848,0.8763326475206444,0.4647632660345702,0.7922802692869506
11.436753562493461,0.040126608905818366,0.04,0.11321840286291948,0.019509051877455285,0.11412065374086686,0.07142857142857142,0.3126290012346471,0.7998551112072066,0.7628504642911246,0.05,0.92,0.13092758804654342,0.5475530155512073,234.26940611569233,0.9035510423698686,0.5447504895996723,0.7548842690986487
11.608777100527039,0.0454125203411911,0.04,0.10983872334377862,0.018734741348425538,0.021937251009838475,0.07142857142857142,0.46753869938737286,1.034354944956584,2.0,0.046555703590495615,0.9,0.13525775039479035,0.3335855088085649,236.10467656992785,0.8870101088972363,0.4971549367462682,0.7976947518276525
11.335707843163783,0.04024551497664729,0.04,0.10066649415651303,0.017131449392356588,0.0826019703093146,0.07142857142857142,0.49631748614428295,2.0,2.0,0.049951546290872804,0.92,0.1821825203682096,0.3034256757935013,214.4988512252388,0.8664475431682914,0.5687430799099611,0.8076153072619505
14.418534421935012,0.04,0.04,0.09847702617836904,0.017777780226382902,0.025393142387804254,0.07142857142857142,0.48331200220778625,2.0,1.9318398306521638,0.05,0.9400000000000001,0.20303496394296963,0.4207804357637947,205.52885726697903,0.8799787858236419,0.6235393185639095,0.7919382719262275
9.89073915089747,0.04,0.04002379619272374,0.10881691750010593,0.019317440512424545,0.16109250219925247,0.07142857142857142,0.31294082269802215,0.765656110727239,0.8283797384661242,0.05,0.91,0.15322299738628184,0.3643419092948552,168.58448636197392,0.8735011178281964,0.5486298560938477,0.7892644767453402
11.495026643205174,0.04,0.04,0.12261739936578983,0.02059983534456355,0.1832468724936419,0.013965966444297722,1.5215249837456117,2.0,2.0,0.05,0.92,0.13399623967818242,0.2907050872266223,209.3750699542527,0.8925228273799437,0.48502696211288077,0.8031984018018292
10.459858189116673,0.04,0.04,0.12631754786439123,0.02139347738022808,0.18789695038286933,0.07140894601886716,0.16186045906615965,2.0,2.0,0.049275472854029875,0.91,0.12778519282290735,0.35777777370526426,192.79642133574458,0.8926067159275083,0.4375758972973045,0.758818325982739
14.939501102327785,0.04,0.04,0.08926884934286093,0.01562781249082322,0.06659663732211675,0.07142857142857142,0.032869989943777676,0.2586976395937748,2.0,0.048970737305292625,0.9400000000000001,0.18651311234563156,0.3445742040845513,227.67784925576802,0.9012008824133162,0.4985772015841857,0.7643318101680108
15.568888725176388,0.040288300824904054,0.04,0.10731159569415394,0.018034450426729704,0.16545612472469093,0.07142852737268537,0.6359485024405033,2.0,2.0,0.04080010096033997,0.9,0.1435097251047592,0.49252942706112807,171.50975162935634,0.8831485676968291,0.5724725413723899,0.7509775292846474
10.367179220192455,0.04,0.04,0.09906507015984835,0.017724241786608884,0.09519763083020355,0.07142857142857142,0.25704846172469265,0.6993040787143454,1.4067024919565136,0.04778634446124719,0.9,0.14741304959936596,0.423880558941953,182.27077580641904,0.8785390502220763,0.5011430668874809,0.751507497518923
17.227958336605457,0.04259774934348089,0.04,0.09175148667162769,0.015197331964466886,0.18417444379905187,0.07142857142857142,0.6896038570139439,1.3714861919079453,2.0,0.05,0.9500000000000001,0.27818501424812875,0.4919879629452234,218.17540269710432,0.8793489493016469,0.6241836143570338,0.7795999304928676
10.397343790428978,0.04,0.04,0.12372464009075558,0.021289304600261506,0.05576422688956107,0.07142663710766546,0.0,1.9984263099126984,1.9995729307434518,0.05,0.91,0.14906374379716855,0.37086229767391704,224.5614495984562,0.8860953198222914,0.43108827743251876,0.7837939712823223
10.938038491503288,0.04,0.04,0.1129303348404903,0.019690880396744482,0.14717281174623276,0.05118531480953812,0.0,2.0,1.9994189881866162,0.05,0.92,0.14095083521822224,0.34875394595713194,197.02436893275225,0.8731397531769285,0.41809880748369144,0.7951026485505917
9.800100517152078,0.04,0.04556196618698093,0.09753215823363846,0.018887294761224274,0.030338767308499562,0.004053301750254873,2.8652757659324215,1.0965423243020969,0.1,0.05,0.9,0.1349950491970411,0.6898366808975968,159.21997481402394,0.89540834856861,0.5263336865429091,0.7124774255276087
15.228583959482053,0.04,0.04,0.11348827695523106,0.017997993764259212,0.03381617313756751,0.07140325852260382,0.6137522510531377,1.975768745561986,1.999998124835335,0.04433871872027973,0.92,0.1780879527964412,0.7642532130806133,223.69473988313902,0.8588910051065759,0.4743951837088404,0.7611848811310433
10.167903504774927,0.04,0.04880840516373967,0.09649619970732329,0.01881714011246506,0.12514135102138862,0.07142857142857142,0.3060092090791436,0.4235807117681807,0.787742135411569,0.05,0.9,0.1397393824708513,0.3789805795420208,194.14292977228877,0.8818288396331626,0.5483192134071917,0.7666533055257505
11.848250136006389,0.04,0.04,0.10248371552390778,0.018726920695874606,0.17538449374309745,0.07142857142857142,0.0585648025611801,0.82907783758628,0.92898128104409,0.04526269761829877,0.9,0.13280758691797148,0.34668535546507306,217.5492204804123,0.8874907106476217,0.5072116000961278,0.7695194529986844
11.836951884305542,0.046067587435604664,0.04,0.12097693265019248,0.019218100058958118,0.1735659353131109,0.0,0.0,1.7523278360335142,1.7060302915070318,0.05,0.92,0.15620043934278266,0.36725627531754484,222.47460154682454,0.8730943824612889,0.48330239450447365,0.7741052907729606
11.597898340526145,0.04544620282815548,0.04,0.12724300269767722,0.02073905292192044,0.10068992129942594,0.012232519677345182,0.6908335043663733,1.2382360240712675,1.429926251257927,0.048663395669106844,0.91,0.12176581048222981,0.3444252712484109,215.0667477409801,0.8989698548306941,0.5045442246798156,0.7961634152743067
10.866726640185329,0.048991462352578605,0.04,0.12099897981765201,0.019032086424847,0.13396859669392272,0.07142857142857142,0.841285709683499,2.0,2.0,0.04997591553631149,0.91,0.11965572827407876,0.2951406584677406,232.0655157511327,0.9059753614757187,0.45806674026477057,0.8194689551149937
11.715333885412605,0.04279797643588608,0.04,0.10602646945691444,0.017211938679005005,0.10452694166152005,0.07142857142857142,0.4034510226526535,1.5501981029389582,0.3918714952368268,0.05,0.92,0.13837028189350273,0.44097590322604563,257.95738429289736,0.8881747180588239,0.4651702128970867,0.7142655944200782
11.076892696013603,0.04,0.04731902283102373,0.1155055352128918,0.022098911474280978,0.1944799956510226,0.07102210858936502,0.6799726397903643,2.0,2.0,0.049207941616303166,0.91,0.1241193733643888,0.3490388935349037,187.09021242004857,0.8806522241403575,0.4774430614709917,0.8019858536823177
13.426426091201623,0.04,0.04,0.1046387420533754,0.019216742279338755,0.1770209201046661,0.07142857142857142,0.6983966675948887,2.0,2.0,0.05,0.9400000000000001,0.1603465905901183,0.3524589833542002,199.35136756157505,0.8668905931116015,0.4655785490698052,0.7801924342911551
12.367660274505228,0.04,0.04,0.11205340860626689,0.019140491311945475,0.13378554279239335,0.07142857142857142,0.6252525630340104,2.0,2.0,0.05,0.93,0.1404443060798991,0.28873413946525395,208.6387628116539,0.8772864958555898,0.4859418939509891,0.8226931268843141
12.446286537502923,0.04064000402919626,0.04,0.11594219486865699,0.019333686828854682,0.1428655733826758,0.07142857142857142,0.788285418688951,2.0,2.0,0.045017368262387614,0.91,0.1436072601454584,0.4129211068864245,227.63973967805924,0.8762248568952373,0.48382870296762126,0.7434489561751331
