series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16
S,4273530.8776344005,4273422.350387663,4273324.208089264,4273228.463656908,4273130.306980732,4273026.687052375,4272915.512015445,4272795.196518304,4272664.404245586,4272521.900055788,4272366.463569484,4272196.837101344,4272011.692672534,4271809.609505002,4271589.057150364,4271348.381518063,4271085.792257596,4270799.350621357,4270486.957315529,4270146.340064268,4269775.040739343,4269370.401984128,4268929.553310295,4268449.396680904,4267926.59162227,4267357.539933316,4266738.370087638,4266064.921451858,4265332.728474798,4264537.005036242,4263672.629181839,4262734.128512085,4261715.666538187,4260611.030365543,4259413.620116049,4258116.4405522635,4256712.095418608,4255192.7850652905,4253550.307967488,4251776.066792809,4249861.079701118,4247795.997578885,4245571.127911416,4243176.465976413,4240601.733997202,4237836.428819345,4234869.878566937,4231691.308591545,4228289.916846264,4224654.958599676,4220775.840151795,4216642.220931103,4212244.123045526,4207572.047040765,4202617.092299197,4197371.080206161,4191826.6779339868,4185977.5204642424,4179818.3283015415,4173345.0182420444,4166554.804557978,4159446.2880531107,4152019.5306352307,4144276.1133369934,4136219.176086698,4127853.437971597,4119185.1972293705,4110222.3107268326,4100974.1532152975,4091451.55716608,4081666.734465534,4071633.1816680143,4061365.5708524142,4050879.628393214,4040192.0041351262,4029320.1335508595,4018282.0954681463,4007096.4678823245,3995782.184234643,3984358.392345964,3972844.317963457,3961259.1346171913,3949621.8412064244,3937951.1484531304,3926265.3750824775,3914582.354324618,3902919.351085521,3891292.989911105,3879719.193671668,3868213.132723926,3856789.184166303,3845460.900688731,3834240.988429731,3823141.2931889724,3812172.7943005576,3801345.6054483876,3790668.9816975426,3780151.332022103,3769800.2366277194,3759622.4683943014,3749624.0177982543,3739810.1207129043,3730185.2885285066,3720753.3400780447,3711517.4349007616,3702480.107421028,3693643.3016648977,3685008.406179984,3676576.2888655444,3668347.33145863,3660321.463458528,3652498.1953054005,3644876.650659955,3637455.5976591106,3630233.479048069,3623208.4411119972,3616378.3613508297,3609740.874858614,3603293.3993845424,3597033.15906645,3590957.206839301,3585062.4455312253,3579345.6476680753,3573803.4740145365,3568432.4908855236,3563229.1862662546,3558189.9847829696,3553311.261569002,3548589.355072847,3544020.5788561646,3539601.2324303314,3535327.6111803786,3531196.0154249207,3527202.758660105,3523344.1750347596,3519616.6261027963,3516016.5068976427,3512540.2513720067,3509184.3372447356,3505945.2902948544,3502819.688141195,3499804.1635442306,3496895.4072650475,3494090.170514547,3491385.2670243084,3488777.5747687686,3486264.0373667334,3483841.665188598,3481507.5361940595,3479258.7965235803,3477092.660865413,3475006.4126185467,3472997.4038706264,3471063.0552085857,3469200.855378528,3467408.3608102067,3465683.195020392,3464023.0479083247,3462425.6749555226,3460888.896341242,3459410.595984057,3457988.7205191776,3456621.2782203793,3455306.337874685,3454042.027617281,3452826.5337335104
E,49.08866522964561,146.9238032644641,213.06430922855373,262.4007420138643,303.4033431247559,340.9383308901318,377.852850085092,415.8673979562733,456.07869023416146,499.2433907587023,545.9385906941191,596.6529896326967,651.8391359518955,711.9438066999651,777.4261357842911,848.768894327724,926.48595997561,1011.1276786698137,1103.285070519379,1203.593406290325,1312.735439427715,1431.4444397628688,1560.5070937387727,1700.7662865272434,1853.1237493935234,2018.5425329564307,2198.049249014498,2392.736007795255,2603.7619624289587,2832.35435742485,3079.8089626362407,3347.4897586251695,3636.8277236817207,3949.3185574107597,4286.5191613468605,4650.042684259447,5041.5519296208295,5462.750916282393,5915.374382083047,6401.175025418503,6921.908293387311,7479.314548737773,8075.098483198906,8710.905693493767,9388.296399734874,10108.716364863069,10873.465168526109,11683.662098637062,12540.210047048675,13443.75792929808,14394.662287783844,15392.948877163182,16438.275162975286,17529.89478115706,18666.625098143613,19846.819069391655,21068.34260971735,22328.5586544192,23624.319000537896,24951.964870486077,26307.336936893196,27685.79529297351,29082.24955608255,30491.198966002314,31906.781999389616,33322.83468507002,34732.95648937758,36130.582363640664,37509.05932218615,38861.72576058697,40181.99163789564,41463.417636281265,42699.79147516697,43885.199688702465,45014.09336563618,46081.34658711988,47082.30656679126,48012.834784178165,48869.33869302046,49648.793867743254,50348.75671316109,50967.36809596183,51503.34845550407,51955.985112309514,52325.112613971,52611.08704064328,52814.75523807638,52937.41995875729,52980.80187544795,52946.99939102455,52838.44710897096,52657.87375499364,52408.260256543144,52092.798597644636,51714.85197492255,51277.916690047845,50785.58612645583,50241.51707593991,49649.39860496652,49012.92358216901,48335.762927955635,47621.54259467171,46873.82324118441,46096.08252879924,45291.69993560457,44463.94396310599,43615.96159171853,42750.76982966595,41871.249192418,40980.13894632471,40080.03394995358,39173.382929219995,38262.48802718885,37349.505475936,36436.44724566705,35525.18353502545,34617.44597586344,33714.831435427215,32818.80630869712,31930.711203339783,31051.765929225614,30183.074713626796,29325.631571951,28480.325772123364,27647.947338461006,26829.192548067196,26024.669379395786,25234.902878701996,24460.34041561381,23701.35680404667,22958.259269165625,22231.292245100707,21520.641991671742,20826.44102150927,20148.772331700096,19487.67343647042,18843.14019947756,18215.130466042785,17603.567497151435,17008.343208299088,16429.32121730037,15866.339706022687,15319.214101683985,14787.739583881103,14271.69342391213,13770.837163239636,13284.918638126812,12813.67385757914,12356.828741753216,11914.100727962139,11485.200251323973,11069.83210697458,10667.696700606624,10278.491193909167,9901.910551273473,9537.648493905139,9185.398367245138,8844.853927356668,8515.710051684122,8197.663379337675,7890.412885804627,7593.660396738288,7307.111045228864,7030.473676719568,6763.461205496192,6505.79092645056
I,208.71483976019655,186.3872309387299,179.94517606326804,183.05036440875702,192.18732515056791,205.43391684288866,221.76994207812126,240.68853069764964,261.9779074794394,285.59906560114393,311.6174415594531,340.1650146711603,371.4195664059431,405.59363695486115,442.9289808694306,483.69416005772314,528.1839453216799,576.7197782947095,629.6508717502719,687.3557089913579,750.2438049350128,818.7576477371956,893.3747701196565,974.6099150530655,1063.0172673330771,1159.1927243281978,1263.7761777073906,1377.4537743332887,1500.9601193133944,1635.0803777524377,1780.6522242213643,1938.5675804657049,2109.774072514095,2295.2761282257507,2496.135625579518,2713.471990857838,2948.4616345900176,3202.3366020514754,3476.3823047311157,3771.934190052245,4090.3731994575433,4433.119860561235,4801.626858362372,5197.369934531208,5621.83697362336,6076.515151864175,6562.876048959038,7082.358657183649,7636.350265531933,8226.165250356587,8853.021867683621,9518.017215598738,10222.100616487758,10966.045756396441,11750.422009479886,12575.565465768948,13441.550265916563,14348.160922288205,15294.866366525956,16280.796504375605,17304.722074362093,18365.038593889123,19459.755131795075,20586.488569151483,21742.463900787265,22924.52099124779,24129.128035152364,25352.40178942116,26590.134451212427,27837.8268591638,29090.727505550985,30343.876671911494,31592.154848383856,32830.334474033734,34053.13394665155,35255.27279885775,36431.526923779566,37576.78275705648,38686.089379724865,39754.70759440572,40778.1551398605,41752.24734038594,42673.13263038929,43537.32254458637,44341.715914747845,45083.617159554866,45760.74869049321,46371.257580289304,46913.71674859318,47387.1210107751,47790.878409019155,48124.797300314574,48389.069714054756,48584.25151385663,48711.239905395014,48771.24882625681,48765.78273695869,48696.6093062923,48565.731450993255,48375.359151212484,48127.88142110369,47825.83876956022,47471.89644108262,47068.818682076024,46619.44423451212,46126.66321759677,45593.39551943733,45022.570785117234,44417.11005532824,43779.90908092543,43113.82331349749,42421.6545502323,41706.13919289028,40969.93806540055,40215.62772225806,39445.69317028472,38662.521919170766,37868.39927127396,37065.504758161995,36255.90963008666,35441.57530473087,34624.35268294581,33805.982241580605,32988.094816708064,32172.212994391994,31359.753030465075,30552.02722545617,29750.246685698447,28955.524406662957,28168.87861960726,27391.2363476314,26623.4371221344,25866.236815413336,25120.311549707116,24386.261647328432,23664.61559062979,22955.83396439869,22260.313356865754,21578.390198834077,20910.344523500502,20256.403632343776,19616.74565500841,18991.502993425973,18380.765642497976,17784.584381529752,17202.97383226437,16635.91538083394,16083.359962236169,15545.230707069451,15021.425451234323,14511.819110145001,14016.265919704652,13534.601546893744,13066.645073313583,12612.20085542749,12171.060265559936,11743.003317958428,11327.800184402733,10925.212603968848,10534.995191628119,10156.896650391938,9790.66089170514,9436.02806875216,9092.735527274197,8760.51867840714,8439.111797943033
A,138.50075598915308,127.69198161367098,126.55979683341725,131.29732246403634,139.80573868463915,150.95057141861423,164.14360911360583,179.10802692026013,195.7466103064605,214.06801110451346,234.14568078626678,256.09521616421165,280.0620927685503,306.2152720653266,334.74414393092775,365.857376925069,399.78287376623643,436.76838060914724,477.08249585870396,521.0159346084296,568.882966199928,621.0229761333154,677.8021215646712,739.6150586076421,806.8867233627869,880.0741491194744,959.6683006667744,1046.1959037435802,1140.2212436944228,1242.3479025569438,1353.2203981880432,1473.5256826997402,1603.9944504760958,1745.402198444486,1898.5699731703864,2064.3647308670907,2243.699227744719,2437.5313495138175,2646.8627806283216,2872.736906403107,3116.2358349634624,3378.476421658788,3660.6051767696777,3963.791938802737,4289.222201205745,4638.087990779749,5011.577212232482,5410.861395956438,5837.081815833614,6291.333981056783,6774.6505506981375,7287.982771739905,7832.180599721387,8407.97172472387,9015.939792199451,9656.502175661288,10329.887723468575,11036.11496140893,11774.971282787223,12545.993694507495,13348.451707627371,14181.332961010257,15043.33214471568,15932.843744402657,16847.959059258214,17786.467855134648,18745.864904378035,19723.36153821299,20715.902201527537,21720.185859246467,22732.69196435069,23749.710566140962,24767.376019295625,25781.70365460392,26788.628694881085,27784.046647145613,28763.85437596348,29723.99106289306,30660.47828189934,31569.45846807104,32447.2311237432,33290.28618837967,34095.334092154655,34859.332113859935,35579.506767469175,36253.37204465007,36878.74343943301,37453.747773375355,37976.82892275858,38446.74962208561,38862.589579450476,39223.74018881173,39529.89616185778,39781.04442844019,39977.45067021181,40119.64385811215,40208.399161816786,40244.71958942663,40229.81669975553,40165.090708808966,40052.11028759855,39892.59232139127,39688.38187182964,39441.432553943094,39153.787510644914,38827.5611384962,38464.921690822,38068.074858080465,37639.24840100723,37180.67788968712,36694.593581468114,36183.208452585146,35648.70738250153,35093.237476259455,34518.89949847204,33927.74038287841,33321.74677348792,32702.839547114905,32072.8692623997,31433.612477067483,30786.768873041707,30133.959127950726,29476.723471401492,28816.52086500721,28154.72874641887,27492.64327940863,26831.48005427879,26172.375185429584,25516.38675572663,24864.49656029059,24217.61210542193,23576.568821517238,22942.13245198272,22315.0015832651,21695.810284168045,21085.130825576558,20483.476454551612,19891.304199467046,19309.017685428487,18736.969941632236,18175.46618458569,17624.766563218567,17085.08885386575,16556.61109490067,16039.47415244629,15533.784210094076,15039.615176925625,14557.011009363503,14085.987943484475,13626.536635416876,13178.624208322242,12742.196205236658,12317.178447727605,11903.478800914274,11500.988845910973,11109.585461190927,10729.132314738326,10359.481269166006,10000.473702230633,9651.941745382397,9313.70944314683,8985.593836257869,8667.405971547507,8358.951841653088,8060.033257631773,7770.448657576811
IH,0.0,17.513546308743184,27.429875937420526,33.56484606879355,37.955381073394506,41.677721454037375,45.295087467672104,49.1010248080481,53.25061208603374,57.83047566429674,62.89565805955883,68.48870397482393,74.64932846170097,81.41918501181813,88.84414869861234,96.97538792095827,105.86988391072518,115.59073024003868,126.2073732071121,137.79586598895142,150.43916554914534,164.22748028695585,179.258666994114,195.6386718883339,213.4820092362044,232.9122708098822,254.06265938761797,277.07653936157374,302.1079971137823,329.32240311427825,358.8969666784478,391.0212730043629,425.8977905121329,463.74233464548183,504.7844721930607,549.2678478706065,597.4504124101459,649.6045287756269,706.0169304273232,766.988502870365,832.833857148073,903.880661605481,980.4686963065109,1062.9485931214933,1151.680223918779,1247.0306997276887,1349.3719454405389,1459.0778178483604,1576.5207398132736,1702.0678304041458,1836.0765200528715,1978.889651351616,2130.830080039133,2292.1948069292876,2463.248689784763,2644.2178040356057,2835.282542210053,3036.570563229296,3248.1497233982586,3470.0211399451528,3702.112554178832,3944.272173574984,4196.263179251718,4457.759086370318,4728.340139238981,5007.49090984934,5294.599248147223,5588.95670484681,5889.760513776801,6196.117181731885,6507.047691070919,6821.494275595196,7138.328685453339,7456.361813890112,7774.35451943766,8091.029443295988,8405.083594527116,8715.201456290066,9020.06835525722,9318.383833738773,9608.874769655993,9890.308002735053,10161.50224522681,10421.339080948947,10668.772886202716,10902.83953877453,11122.663815438365,11327.465412844369,11516.56356025277,11689.380224252849,11845.441934583227,11984.380285828276,12105.931191688805,12209.932986481172,12296.323482444826,12365.136101415454,12416.495205651678,12450.610755382751,12467.772420336001,12468.343269511592,12452.753158226733,12421.491924381928,12375.10249742739,12314.174014022228,12239.335024244378,12151.24686174777,12050.597240755968,11938.094132464907,11814.459963496685,11680.42616965396,11536.728129486675,11384.100494179747,11223.272923052507,11054.96622755222,10879.888921026113,10698.734166752887,10512.177112674088,10320.872597946127,10125.453213784402,9926.527699036662,9724.67964944421,9520.466518567204,9314.418887804388,9107.039982770251,8898.80541344856,8690.163115968586,8481.533474500899,8273.309602599229,8065.857764284159,7859.517916237364,7654.604353620898,7451.4064432270225,7250.189428877139,7051.195295203473,6854.64367714778,6660.732803683848,6469.640465404174,6281.524996697269,6096.526264274311,5914.76665477777,5736.352055117172,5561.372820026825,5389.904722126586,5222.009880490124,5057.737664386864,4897.125569465738,4740.200064193382,4586.977404849172,4437.4644178174785,4291.659248306812,4149.552074969333,4011.1257901958434,3876.3566461239593,3745.214866623948,3617.6652257207,3493.66759307453,3373.177447280674,3256.146357860268,3142.5224369066286,3032.250761422307,2925.2737674367063,2821.5316170331503,2720.9625394400123,2623.503147354525,2529.088729671818,2437.6535217869573
IN,11.241198223034704,20.472713291985677,26.85128766645748,31.742547452101896,35.92659848136913,39.85474035798034,43.794065223235336,47.908967981729724,52.30715370190817,57.065666087345164,62.24567422022562,67.90093582592918,74.08270620128985,80.8426524584906,88.23465197563405,96.31597070882508,105.14810120841499,114.79741858338726,125.33574407305055,136.8408671259551,149.39705489819107,163.09556551487734,178.03517414580662,194.3227165899911,212.07365232083993,231.41264706176432,252.47417351035148,275.40312755789404,300.35545611191924,327.4987913320316,357.0130846766407,389.09123259253596,423.9396839361436,461.77901727958545,502.8444741198438,547.3864316779366,595.6707964599267,647.979297078134,704.6096520393181,765.8755853547849,832.1066599938347,903.64789648857,980.8591415324141,1064.1141493516238,1153.7993371512553,1250.3121752535449,1354.059172889532,1465.4534222227405,1584.9116663328236,1712.850861817298,1849.684213608256,1995.8166687325174,2151.6398671861116,2317.526561874027,2493.824535594418,2680.8500610944943,2878.8809699078893,3088.149416448606,3308.834444966701,3541.0544875961045,3784.859940852824,4040.2259845006524,4307.045819599407,4585.124510743624,4874.173620067456,5173.8068168132795,5483.53663568453,5802.772539698,6130.820419046254,6466.883627174718,6810.06561982036,7159.374223407938,7513.727517455325,7871.961273155085,8232.837848787118,8595.056403744227,8957.264258247407,9318.069196596236,9676.052489059419,10029.782391948595,10377.827877371283,10718.77234361727,11051.2270637651,11373.84414329106,11685.328776383618,11984.450614309426,12270.054086436905,12541.06754425457,12796.511129792749,13035.50330120147,13257.265978887823,13461.128304735515,13646.52903382782,13813.01760223704,13960.253935449335,14088.007079630677,14196.152752112042,14284.669918202027,14353.636508848027,14403.224397968066,14433.693759733096,14445.386925005627,14438.721852873694,14414.185328109988,14372.325988783541,14313.747280493775,14239.100425102048,14149.07748269609,14044.404576100422,13925.835337770633,13794.144629577795,13650.12257696493,13494.568950371427,13328.287918775908,13152.083192776807,12966.753567863023,12773.08887245183,12571.866319897379,12363.847258993886,12149.774313493894,11930.36889780409,11706.329093271868,11478.327867292115,11247.011615798941,11012.999008512199,10776.88011553448,10539.215793491227,10300.537309327216,10061.346180070952,9822.114207311392,9583.283685758503,9345.267766043786,9108.450952824975,8873.18972026083,8639.813227990015,8408.624121859055,8179.89940477779,7953.891364218607,7730.828544003778,7510.916749130356,7294.34007345479,7081.261941091279,6871.8261533628465,6666.157934077536,6464.364966780921,6266.538418458106,6072.753944922981,5883.0726738393505,5697.542161968614,5516.197323833073,5339.061329524671,5166.146469877865,4997.454987665279,4832.979873867988,4672.7056284217915,4516.608985149483,4364.659600859578,4216.820708827371,4073.049737077082,3933.298892057184,3797.515708447203,3665.643565955999,3537.6221740711035,3413.3880257983124,3292.874821492633,3176.0138639277156
D,5615.0,5615.0,5615.2408635039155,5615.618106120219,5616.079722876186,5616.6017225852465,5617.174915578125,5617.797858144143,5618.473143701542,5619.205498462056,5620.000840008312,5620.865842921728,5621.807766900298,5622.834417842448,5623.954174506357,5625.176046569313,5626.5097474267195,5627.965774135893,5629.555491478971,5631.291219331843,5633.18632352845,5635.255310808441,5637.513928546037,5639.979269938254,5642.6698852586305,5645.605899693463,5648.809138184585,5652.303257609368,5656.113886533228,5660.268772668963,5664.797938066631,5669.7338419329835,5675.1115508367675,5680.968915891465,5687.346756316678,5694.289048560136,5701.843119911193,5710.059845251229,5718.993845264821,5728.703684076939,5739.25206388578,5750.706013729856,5763.137069064845,5776.621438335851,5791.240152222118,5807.079190714562,5824.22958267583,5842.787472045272,5862.854144408314,5884.536007275659,5907.944517140307,5933.196046229898,5960.411681880397,5989.716951657245,6021.2414677730085,6055.118485024559,6091.484367420298,6130.477959903996,6172.239863110389,6216.911610900823,6264.634752501859,6315.549843367513,6369.795351351802,6427.5064873426945,6488.813972087735,6553.842753441595,6622.710690586329,6695.52722381473,6772.392050128636,6853.393826100411,6938.608920105597,7028.100236106796,7121.916130626111,7220.089443384665,7322.6366603386405,7429.557225552731,7540.833015597822,7656.427987032638,7776.288004135203,7900.340850503674,8028.496424563767,8160.647115514935,8296.668352924413,8436.419320129145,8579.743818907386,8726.471270592478,8876.41783696139,9029.387642860982,9185.17408163944,9343.56118401656,9504.325031028511,9667.235192083008,9832.056169914365,9998.548835282538,10166.471835562072,10335.582962860317,10505.640468934547,10676.40431589407,10847.637353427643,11019.106415046845,11190.58332754503,11361.845829508406,11532.67839625547,11702.872970004204,11872.229595359022,12040.556961362841,12207.672852369056,12373.404510853057,12537.588916006025,12700.072982540167,12860.713684591816,13019.378109945965,13175.943450032843,13330.296931274856,13482.335693401958,13631.966620316103,13779.106128981995,13923.67992166248,14065.622706612145,14204.877892101804,14341.39725837726,14475.140611866591,14606.075425647201,14734.176469873428,14859.425435552905,14981.810554749265,15101.326219984094,15217.972605315319,15331.75529128486,15442.684895657483,15550.776711616394,15656.050354840809,15758.529420666502,15858.241152323017,15955.216121050405,16049.487918724335,16141.092863460177,16230.069718524279,16316.459424753151,16400.304846567786,16481.650531570587,16560.54248362483,16637.02794924089,16711.155217028725,16782.973429920814,16852.53240982439,16919.882494323698,16985.07438502333,17048.159007100254,17109.187379614552,17168.210496117405,17225.27921508716,17280.44415972151,17333.755626614187,17385.263502848342,17435.017191044877,17483.065541912816,17529.45679385906,17574.238519226972,17617.4575767464,17659.160069792164,17699.391310062758,17738.195786306842,17775.6171377407,17811.69813181613,17846.480646014188
R,0.0,17.083430522122313,40.123695104797,67.28550816748387,97.75800347920769,131.27903767985282,167.88060861241135,207.7547687913638,251.18473050648726,298.5109301363085,350.11563879026653,406.417289067629,467.8698243791755,534.9646175668523,608.2337074727651,688.2537390293435,775.6503243969673,871.1027117126365,975.3487311858036,1089.1900269985263,1213.4975997227293,1349.2176892320404,1497.3780281998709,1659.0944940965176,1835.578184429034,2028.1429363182478,2238.213307494262,2467.333031344258,2717.173953609451,2989.5454525120776,3286.4043372973333,3609.8652121967025,3962.211283459093,4345.905576162259,4763.602514827131,5218.159807245909,5712.650554258367,6250.375489360361,6834.875230940878,7469.942406617085,8159.633483648118,8908.28011193473,9720.499756951305,10601.205369551262,11555.61380854395,12589.252701054496,13707.965395941423,14917.913638163625,16225.577568368322,17637.75263371715,19161.542984840493,20804.350931682944,22573.862039785567,24478.025470099692,26525.029201431094,28723.269826464762,31081.31668097514,33607.87015166185,36311.7141107345,39201.662543747414,42286.50056920792,45574.9201911758,49075.45127557538,52796.38839259586,56745.71431607443,60931.0211104481,65359.42986090533,70037.5102071349,74971.2009204266,80165.73281351721,85625.55528927372,91354.26781614394,97354.55756480631,103628.14435261737,110175.73392274321,116996.98043702582,124090.4588905482,131453.6479672305,139082.9236558624,146973.5637412271,155119.76308178864,163514.65938981564,172150.3690472136,181018.03232534722,190107.86723344374,199409.2311004596,208910.6889012421,218600.08727011553,228464.63310344948,238490.97563631984,248665.2908853591,258973.3673781045,269400.6921359844,279932.53594068735,290554.0369890587,301250.28212689166,312006.38494412997,322807.56011036114,333639.19342755567,344486.9071745835,355336.62041318533,366174.6040161794,376987.5302644429,387762.5169386035,398487.16590369266,409149.5962497717,419738.4721085,430243.02531474107,440653.073123702,450959.03122807055,461151.92234649917,471223.3806750741,481165.65250761056,490971.5933392936,500634.6617719322,510148.91053848504,519508.97496014327,528710.0591416676,537747.9202004118,546618.8508120273,555319.6603416784,563847.6548141493,572200.615959851,580376.7795567855,588374.8132712942,596193.7941831558,603833.1861635267,611292.8172575294,618572.857207112,625673.7952342869,632596.4181900565,639341.7891603599,645911.2266072453,652306.2841112284,658528.7307694582,664580.532293862,670463.8328438896,676180.93761978,681734.2962344224,687126.4868748405,692360.2012580358,697438.2303803794,702363.4510548494,707138.8132261793,711767.3280503169,716252.0567214873,720596.1000275424,724802.5886121134,728874.6739203499,732815.5198036546,736628.2947577868,740316.1647679786,743882.2867342368,747329.8024497725,750661.8331054712,753881.47429347,756991.791483215,759995.8159438049,762896.5410869853,765696.9192057858,768399.8585845252,771008.2209566704,773524.8192878756,775952.4158623761,778293.7206518047,780551.3899463917
G,173276.0,173282.4271357103,173301.66373988846,173329.56006226817,173363.91596034606,173403.6402928799,173448.279048308,173497.75098922683,173552.2001414222,173611.9141227049,173677.27962021582,173748.7588791338,173826.87812964496,173912.22285369592,174005.43702935887,174107.22474870415,174218.3533126,174339.65730346233,174472.04336001654,174616.49550273045,174774.0809275139,174945.95622258386,175133.3739825308,175337.68980210833,175560.36963428333,175802.9974949032,176067.2834911847,176355.07214372343,176668.35096214528,177009.25922297474,177380.09688477914,177783.33356013166,178221.6174463794,178697.78409759662,179214.86489848996,179776.0950775128,180384.92107126638,181045.00702574622,181760.24019263568,182534.73495131548,183372.83516042389,184279.11451774204,185258.37458521302,186315.64011856684,187456.15133006327,188685.3527102076,190008.87804197363,191432.53126115416,192962.26285092268,194604.1415092879,196364.32089619845,198249.00135338499,200264.38659461302,202416.6354859126,204711.80917252426,207155.81395851745,209754.3405018698,212512.8000466653,215436.25856842866,218529.36985124362,221796.3086386662,225240.70509718277,228865.58189437006,232673.2952184879,236665.48104810482,240843.0079176997,245205.93731843375,249753.49272523157,254484.0380569767,259395.0661629969,264483.1976946188,269744.19047491095,275172.95923272904,280763.60532850336,286509.4558777878,292403.1114820727,298436.50161080743,304600.9465482203,310887.22472569876,317285.6442057119,323786.11706535163,330378.23544394434,337051.34806612873,343794.6361247958,350597.18750233983,357448.0684186173,364336.3917147456,371251.3811086106,378182.4308863339,385119.1606202069,392051.46462456125,398969.5559742191,405864.00501365616,412725.77237755456,419546.23662425356,426317.21665246494,433030.98912859935,439680.30119759624,446258.37878492434,452758.9308222763,459176.14974538266,465504.7086203506,471739.75525603467,477876.90365521936,483912.2231478215,489842.22553584777,495663.8505633292,501374.45000567054,506971.7706525072,512453.9364368277,517819.42994135217,523067.07349134755,528196.0100216087,533205.6838844944,538095.8217459306,542866.4136973303,547517.6946935679,552050.1264105516,556464.3796006117,560761.3170098822,564941.9769090777,569007.5572775459,572959.4006701381,576798.9797872677,580527.8837604148,584147.8051582474,587660.5277123812,591067.9147565156,594371.8983681946,597574.4691986727,600677.6669732602,603683.5716419887,606594.2951584342,609411.9738630074,612138.761445881,614776.8224639628,617328.3263858657,619795.4421386346,622180.3331300397,624485.1527204793,626712.0401189427,628863.1166780201,630940.4825635958,632946.213775602,634882.359497017,636750.9397491452,638553.9433321247,640293.3260305184,641971.0090647801,643588.8777703312,645148.7804869097,646652.5276417779,648101.8910112858,649498.6031461644,650844.3569467912,652140.8053755003,653389.5612938126,654592.1974132381,655750.2463490374,656865.2007670441,657938.5136143168,658971.5984250407,659965.8296936958,660922.5433080972,661843.0370354507,662728.5710550821
H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
