beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
7.214236792895499,0.2,0.1,0.04,0.08709028510030357,0.04,0.5,0.044654754309867185,0.06003234682575145,1.3185989239872888,0.05,0.8,0.4094843238221067,0.7750860377835977,0.4193981316032202,0.9089326712442892,-0.16449741312381594,0.6431426081349549
