beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
17.564980430113337,0.2921339071119804,0.10231476007405417,0.12036596304962004,0.17904959902978768,0.2,0.13860973057172685,0.002853732285721909,0.15153981573000688,0.018092142298857042,0.8,3.3500561867697755e-05,0.0009237898512936863,0.07142857142857142,1.0231440994259293,2021-03-17,0.38946156840156587,0.03333333333333333,1.136748503396598,2021-07-17,0.005711617905025863,0.029204790542655488,0.9997001709071911,0.9844749136651945
