beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.5252572451602697,0.20000000136098336,0.6666155462857152,0.04003535756524485,0.19703633686762118,0.17727225236519908,0.05467240844177512,0.0024672289442703,0.17561086969048242,0.13266161929869533,0.8400000000000001,0.007965407239534188,0.0,0.03363651003632485,1.6816246724648352,2021-03-15,0.07142857142857142,0.19113277581100208,2021-07-23,0.10634478794368557,0.4822592350507617,0.9673857215604611,0.3595938879289269
