beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
19.005511356559186,0.20856020603514186,0.10008794873300177,0.19678020162388124,0.2,0.06470918579049327,0.5,0.006340171081043226,0.13570530627336286,0.024740511558494646,0.9900000000000002,0.00015317601095534233,0.000909567588743857,0.03335938432729237,3.1670541935755137,2021-03-15,0.06577299476610982,0.7281968695752712,2021-06-10,0.003388768012081504,0.010737558766587177,0.9998789951154844,0.9989231045078757
