series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11
S,866008.8011867785,865638.42290165,865399.8907248436,865205.0105716467,865023.1058289877,864843.0312925847,864660.7373069153,864474.8342783909,864284.9541578119,864091.1337120734,863893.5785841055,863692.570844932,863488.4310650127,863281.5012823656,863072.1360951151,862860.6970140403,862647.5482256493,862433.0530691233,862217.5709703631,862001.4547418962,861785.048217056,861568.6842057512,861352.6827627664,861137.3497577319,860922.9757326706,860709.8350298235,860498.1851698756,860288.266458865,860080.3018009942,859874.4966941717,859671.039385299,859470.1011629923,859271.836766452,859076.3848905052,858883.8687683415,858694.3968150634,858508.063316845,858324.9491521418,858145.1225330358,857968.639756345,857795.5459556088,857625.8758464234,948954.3312858249,1040259.9544989964,1131543.2109119296,1222802.885557808,1314036.5013624842,1405240.5683345976,1496410.6875501934,1587541.5487209135,1678626.8545104316,1769659.1944297662,1860629.8824738166,1951528.7673091055,2042344.0215699566,2133061.9169794885,2223666.5939435447,2314139.8374647703,2404460.875232505,2494606.218023598,2584549.5663788826,2674261.80996038,2763711.1459531877,2852863.3392976047,2941682.1397079965,3030129.858340388,3118168.091578064,3205758.562715901,3292864.03708876,3379449.255282912,3465481.8247186025,3548789.5136859515,3542146.689034518,3535174.7898223535,3527879.5582003477,3520304.201298085,3512502.058731661,3504528.109382691,3496435.685153772,3488274.8829763606,3480091.6998814316,3471927.577048741,3463819.2197553683,3455798.6150975237,3447893.190775779,3440126.0704699825,3432516.390629015,3425079.6513274135,3417828.080486383,3410770.9962894414,3403915.1571143577,3397265.0918588387,3390823.406284951,3384591.063078728,3378567.6348424545,3372751.530319845,3367140.194895113,3361730.286885876,3356517.8314321777,3351498.353921658,3346666.994924811,3342018.6085759257,3337547.8462486537,3333249.227258266,3329117.198188675,3325146.1823010147,3321330.620338518,3317665.003904472,3314143.902459003,3310761.9848583303,3307514.0362477824,3304394.971017732,3301399.8424395523,3298523.8495164076,3295762.341510509,3293110.8205439467,3290564.94261333,3288120.5173088633,3285773.506485102,3283520.0220930693,3281356.3233508277,3279278.8134015454,3277284.035583923,3275368.6694191457,3273529.5264008297,3271763.5456593,3270067.7895587473,3268439.439274887,3266875.790391583,3306852.33666588,3346854.923123234,3386883.607162075,3426937.2966709617,3467014.4106860966,3507113.2058646376,3547231.9322370477,3587368.9460139605,3627522.688013575,3667691.691627551,3707874.5801251507,3748070.059412693,3788276.90924523,3828493.974306998,3868720.155785639,3875929.8918244727,3874712.0939652775,3873523.3367795413,3872362.523981264,3871229.140535553,3870122.904642787,3869043.607578587,3867991.0425866665,3866964.9757079273,3865965.1360920626,3864991.2151148077,3864042.8692492363,3863119.724325504,3862221.3800940025,3861347.4146150635,3860497.3882850576,3859670.8474416863,3858867.3275510604,3858086.356004234,3857327.4545597094,3856590.1414698353,3855873.9333272316,3855178.3466642965,3854502.8993354593,3853847.1117085246,3853210.5076883733,3852592.6155935116,3851992.968903473,3851411.106892906,3850846.575166245,3850298.9261051607,3849767.71923953,3849252.5215513147,3848752.907719644,3848268.460314365,3847798.769944442,3847343.4353668476,3846902.0635608668,3846474.2697721887,3846059.6775305993,3845657.91864466,3845268.633176348,3844891.4693982713,3844526.0837357775,3844172.140695995,3843829.31278561,3843497.280418962,3843175.731817869
E,132.65177361800886,475.36417750981593,614.7543035128784,681.4211725081865,721.2085750321779,750.8677024321047,776.5605653771476,800.503962387922,823.4308116393107,845.5163576465893,866.7304198575191,886.9726840886678,906.125258267066,924.0733703561609,940.7136250935242,955.9572786988871,969.7314200837018,981.979191838158,992.6595080265685,1001.7464649763579,1009.2285406862956,1015.1076396090691,1019.398024129211,1022.1251672193132,1023.3245568117418,1023.0404792493782,1021.3248060627812,1018.2358050922012,1013.8369936604724,1008.1960481992514,1001.3837815357736,993.473196045125,984.5386181279437,974.6549170282719,963.8968088834865,952.3382451040937,940.051882708529,927.108633070134,913.5772846460351,899.5241946221034,885.0130439940536,870.1046503803126,854.8568327971402,865.6213294207475,896.5075806490682,944.5339560123236,1008.6027818368952,1088.8582327097856,1186.323346730884,1302.719161365816,1440.3948221213507,1602.3226888867275,1792.1307216810185,2014.1555608102997,2273.5054281836287,2576.1240851013204,2928.846978058441,3339.4393546167903,3816.604254015406,4369.946520323782,5009.878045372399,5747.450093495011,6594.101551985534,7561.317856243279,8660.204262829726,9900.988472049643,11292.479865665304,12841.523627371489,14552.495267956427,16426.882489368094,18462.995884153534,20655.83818082819,22990.67696543956,25167.635852804502,27213.900155931555,29113.52043465372,30843.741180817586,32384.91351422244,33723.133508183884,34850.632012977985,35765.36011482534,36470.25207304648,36972.36607991094,37282.006450522655,37411.8878255434,37376.37709828087,37190.83203078331,36871.04374142639,36432.78210301454,35891.437758117456,35261.75127947096,34557.61842298338,33791.95997848987,32976.645049267776,32122.457399718827,31239.09558868831,30335.198801091436,29418.391498255653,28495.34115985558,27571.824447034633,26652.798056443255,25742.471351264587,24844.378549662677,23961.448830918394,23096.07319543253,22250.16729885082,21425.229785182288,20622.395880880642,19842.48619249524,19086.050784611583,18353.408711123346,17644.683238935246,16959.833045376927,16298.679694257158,15660.931705020039,15046.205528481498,14454.043734030722,13883.930699287113,13335.306075827235,12807.576285144147,12300.124278545434,11812.317774036452,11343.516162953898,10893.076259622143,10460.357048875017,10044.7235690897,9645.550052506867,9262.22243009411,8894.140295034384,8540.718407045271,8234.966077775165,7966.883935806253,7729.707590554604,7518.572286487184,7329.790241531347,7160.4494248988585,7008.138959370132,6870.866173211225,6746.96141325558,6635.013371941444,6533.822447246389,6442.365377660187,6359.767384118891,6285.279628256142,6218.26064283168,6139.176781177637,6047.545992544401,5947.081352610315,5840.14028611337,5728.355317533504,5612.945416466638,5494.873355864063,5374.928315367475,5253.771774355047,5131.965027888419,5009.987209879119,4888.248168885376,4767.098355133614,4646.836818936115,4527.717904572878,4409.95696889752,4293.735325484122,4179.204548166536,4066.4902310625657,3955.695280506866,3846.902800396052,3740.1786226833437,3635.573527365391,3533.1251903769244,3432.8598928747815,3334.7940211885134,3238.935383083259,3145.2843628196442,3053.8349347326875,2964.575552631461,2877.489930198794,2792.5577257079935,2709.755142739203,2629.055457143786,2550.429479246576,2473.8459591715846,2399.271942208167,2326.6730802849916,2256.013904874164,2187.258065994528,2120.3685414104525,2055.3078196203255,1992.0380597888807,1930.5212313917448,1870.719236002535,1812.5940133565289,1756.107633565248
I,708.8549067651908,452.49217387064766,362.17136419412407,333.8496168723563,329.2778056591986,333.98753079754675,342.3951285694396,352.2889446386752,362.7509270212088,373.364846949701,383.91251790558937,394.25666099875434,404.29563933271174,413.9460168461791,423.13592216867926,431.8025952396306,439.891521996748,447.3561340992655,454.1576692711747,460.26503409168913,465.65461064117176,470.3099896063891,474.2216300035288,477.3864533699205,479.8073836322637,481.4928451435283,482.45623155980394,482.7153577515481,482.29190605003305,481.21087696902754,479.50005322152145,477.18948445520505,474.3109987247959,470.89774535619154,466.98377257624566,462.6036421107124,457.79208190964187,452.5836772538033,447.01259973016084,441.1123729360656,434.91567327351027,428.45416381646936,421.75835896401463,414.85751741660005,412.7151367911398,417.2197224757201,428.95084848205914,448.0521075200688,474.6371770841462,508.966639457562,551.5206973999616,603.0299200775565,664.4928711464818,737.1928207079748,822.7177886846434,922.9844410683642,1040.2645085815145,1177.2112607089293,1336.8826291676755,1522.756656166294,1738.7340588789568,1989.1219918266063,2278.592781751709,2612.1117858525513,2994.8298595202896,3431.938400142979,3928.4885559582017,4489.180675828226,5118.1348473171,5818.6576102445815,6593.022755488048,7442.284800860414,8366.141935273763,9361.647034774966,10370.739783750578,11363.499348707102,12318.883406377,13219.92792403476,14052.712044639004,14806.228861413654,15472.380630858532,16045.898081662586,16524.153403981625,16906.88617365619,17195.873271742355,17394.572906121328,17507.767598733193,17541.224696012334,17501.386944873542,17395.100519680323,17229.383774074187,17011.236914741363,16747.49064160705,16444.690417433103,16109.012257599183,15746.205616767955,15361.558962012878,14959.883854077863,14545.513725115059,14122.31397873582,13693.700500442643,13262.664121788093,12831.799009455071,12403.333338861848,11979.16095501709,11560.873019650504,11149.788894464296,10746.98571882239,10353.326310448476,9969.485154307718,9595.972352420145,9233.15549032238,8881.279438340607,8540.484151423403,8210.820563219691,7892.264691141103,7584.730081663641,7288.078731060264,7002.130617729489,6726.671979611041,6461.462464915656,6206.2412773815795,5960.732429161308,5724.649205744221,5497.697938415413,5279.581170920156,5070.000298449109,4868.6577489200645,4675.258768897691,4489.51286941466,4311.134980459009,4146.148522633427,3996.3102020471224,3861.4101182571476,3740.408609418272,3631.986386435374,3534.80108105367,3447.5904626422553,3369.2191324205905,3298.688825103413,3235.132484857403,3177.8019381209724,3126.0538200901706,3079.335856731772,3037.174359054877,2999.1631941622695,2961.3911857112544,2921.4085605957544,2878.43445891482,2832.4403057652885,2783.7152659327844,2732.662552676982,2679.706091071896,2625.249718961392,2569.661189642828,2513.267686322807,2456.3564990412597,2399.1778496102293,2341.9484513268426,2284.855157452404,2228.0584183940837,2171.695440446724,2115.8830191548027,2060.720056165867,2006.289783149664,1952.661721159389,1899.8934040956112,1848.0318932718571,1797.115107690653,1747.172992084622,1698.228542310411,1650.2987054061018,1603.395169567571,1557.5250574662568,1512.6915347065788,1468.8943437872201,1426.1302726671238,1384.3935659254125,1343.6762855271472,1303.968627348133,1265.2591988577628,1227.5352626967097,1190.7829503050043,1154.9874492459824,1120.133167424033,1086.2038770015363,1053.1828404760572,1021.0529210769553,989.7966793758403,959.3964577732149,929.8344543202044,901.0927871559352
A,78.83863036122558,76.50606808458505,81.47834720887214,89.03855431749405,97.50117501715039,106.24672311312217,115.04546931033165,123.81117795814642,132.50946790215392,141.12348196463543,149.64111189977956,158.05040297669333,166.3380800506861,174.489266078921,182.48765090671256,190.31582148594313,197.95563908275912,205.3886167334613,212.59627688849594,219.5604800227516,226.263719682348,232.68938172734278,238.82196685949899,244.64727644574384,250.15256236707205,255.32664221286913,260.15998162641324,264.64474599661224,268.77482398773935,272.54582560729386,275.95505763803055,279.0014793112747,281.68564108373795,284.00960930880933,285.9768794756259,287.59228053485754,288.8618726483113,289.79284049865015,290.39338408333487,290.67260869990554,290.6404156135114,290.3073946867298,289.6847200498097,288.7840496992755,288.1663630060773,288.2333771421861,289.2985748510739,291.6322404241749,295.49017782918725,301.1329934362115,308.8403555504818,318.92287228544876,331.73309867635925,347.6765075643297,367.2228585779256,390.91814446211436,419.3970994481018,453.39607022463554,493.7658496837904,541.4838470044201,597.6647190169067,663.5683356274689,740.6037296921174,830.3275361860835,934.4354126529207,1054.745107176158,1193.1702395718257,1351.684491110301,1532.2767166046267,1736.898409693656,1967.405839282608,2225.499891322454,2512.667073959131,2829.9901748469856,3172.222186750638,3535.0231080984445,3914.000840879762,4304.572489427918,4702.041555661429,5101.725212450079,5499.081478541286,5889.819510820776,6269.987373933368,6636.036194312042,6984.861839124881,7313.8264514753555,7620.762767788037,7903.964349851938,8162.164811223757,8394.508898348526,8600.517970295485,8780.052058667992,8933.27031736629,9060.59131483129,9162.654294253676,9240.282238132628,9294.447325679828,9326.23916466548,9336.836011003174,9327.479056018094,9299.44975867821,9254.050123671255,9192.585771797676,9116.351612752604,9026.619908431325,8924.630504308581,8811.583004559669,8688.630671189789,8556.875836688112,8417.366632145124,8271.094847189783,8118.994753598549,7961.942740300064,7800.757623224523,7636.201508648107,7468.981103099384,7299.749376357891,7129.107496487669,6957.606967167964,6785.751907807458,6614.001426085016,6442.772040696881,6272.440119269596,6103.344302689116,5935.78789257399,5770.041183358573,5606.343724524921,5444.906501999646,5285.914030681825,5129.526352551676,4975.880936884959,4825.795405793177,4679.825743215868,4538.350753478591,4401.6231801135045,4269.802431722163,4142.976814916957,4021.178596534555,3904.3963596973654,3792.5845733580163,3685.671192599496,3583.5637935443897,3486.1545730567163,3393.3244433977384,3304.9463913752875,3220.888232497284,3140.6185833871573,3063.6303835515423,2989.5268920590806,2917.986250501273,2848.741505574114,2781.5684235186313,2716.277377832099,2652.70748621086,2590.722084874936,2530.2050701232574,2471.0578528460164,2413.196778882093,2356.5509226883337,2301.0601907405735,2246.6736873925447,2193.3483058509933,2141.0475135335596,2089.740305858804,2039.4003062237389,1990.0049929380866,1941.5350364127314,1893.9737320606343,1847.3065162350756,1801.5205541522027,1756.6043901589899,1712.5476519425854,1669.340801356183,1626.9749254798853,1585.4415623596662,1544.7325565882704,1504.8399405217071,1465.7558374751488,1427.4723837225185,1389.9816665434669,1353.2756759274534,1317.3462678639366,1282.185137426067,1247.7838000979327,1214.1335800068043,1181.2256039059043,1149.050799913435,1117.5999001529747,1086.8634465615,1056.8317992365653,1027.4951467855738,998.8435182193653
IH,0.0,139.48861147533177,157.90142528454948,149.21774466054597,139.3578012209955,133.5907012971649,131.67049639772537,132.37701716030426,134.6727052000205,137.8647051675785,141.52907662902095,145.4136024351342,149.36675934351058,153.29374628724344,157.1313452229002,160.8342050792021,164.367587916685,167.70361772192834,170.81936949943082,173.6958984513468,176.3177337224015,178.6725904338386,180.75117500654633,182.54702209713207,184.05633424477776,185.2778121665111,186.21247220439824,186.86345169203537,187.23580501878953,187.3362939871703,187.17317623358784,186.7559953092835,186.09537565786158,185.20282527135876,184.09054831418885,182.77126950901373,181.25807160360804,179.56424679801285,177.70316261594937,175.68814235866344,173.5323599850148,171.2487490182526,168.84992488533223,166.34811994536793,163.75513035564182,162.0534974669558,162.09988294548796,164.43123493368705,169.3408793621008,176.99598893968846,187.53036755159647,201.10456319673824,217.94159352061786,238.34805093354947,262.7278099416158,291.59273804494813,325.5726855864173,365.4256160081142,412.0478163173766,466.4834878247455,529.9325206175926,603.7548361431827,689.4693357255723,788.7452613309747,903.3837346534684,1035.287483482822,1186.417372318943,1358.7353671640128,1554.1349474158324,1774.3615994515435,2020.9276613498753,2295.0271506953422,2597.457014232283,2928.551282107432,3287.8949159401745,3663.857907341779,4044.811160713136,4420.873146095084,4783.827563318448,5126.879005991982,5444.506913624501,5732.392531669726,5987.366976226195,6207.348795658284,6391.259214589036,6538.915339962899,6650.907391669483,6728.467843190156,6773.340016767065,6787.652325596931,6773.802673345916,6734.355881772263,6671.9556024294825,6589.251046399713,6488.8380402545345,6373.2133568468125,6244.740931483698,6105.628409681483,5957.912437241371,5803.451158033773,5643.922497945866,5480.826960221954,5315.493819472852,5149.089765818429,4982.62920811172,4816.985590456218,4652.90320624461,4491.009107487576,4331.824804274635,4175.777530632996,4023.210920126872,3874.3949888211364,3729.53536635619,3588.7817494572905,3452.2355777472203,3319.9569506265093,3191.970817456369,3068.272482392302,2948.8324708832865,2833.600807840469,2722.5107584287166,2615.482081867183,2512.4238469647516,2413.2368557008963,2317.815718258565,2226.0506197297727,2137.828815404053,2053.035888232334,1971.5567988194143,1893.2767551967045,1818.081926703069,1745.8600235793751,1677.7409028030033,1614.628014358473,1556.926050959095,1504.6302082729628,1457.4785046202696,1415.077458673954,1376.984442511369,1342.7575245069895,1311.9821019260557,1284.2828826317577,1259.3273742277438,1236.824837118675,1216.5230682500471,1198.2043524899836,1181.6812937103298,1166.091739901218,1150.5280144032092,1134.388375943141,1117.3701460518453,1099.3808064328332,1080.4540289062236,1060.6898559585143,1040.2171418388132,1019.171863281693,997.6855297160425,975.8795950560105,953.8632549187017,931.733059680078,909.5734414046524,887.4576542744212,865.4488604186993,843.6012234942298,821.9609438086793,800.5672069427808,779.4530376104799,758.6460603189672,738.1691729125008,718.0411408459228,698.2771204009825,678.8891187544435,659.8863982087028,641.2758311959186,623.0622119604963,605.2485301565843,587.8362109851773,570.8253259446677,554.214777778059,538.0024627655341,522.1854131275921,506.759921966243,491.72165287472194,477.0657360851808,462.7868527945832,448.8793091078143,435.337100860427,422.1539704285235,409.3234564973794,396.8389376412384,384.693670462205,372.88082294453903
IN,141.77098135303817,264.3028882608871,318.9340186346385,348.0872527936553,367.6198889179101,383.5874804319652,398.3301300768271,412.7536434907308,427.19857281310976,441.77564505420503,456.49731522795184,471.3307108330927,486.21996456319687,501.096463222467,515.884217577599,530.5031762633727,544.8715992974859,558.9079364345131,572.5323905619073,585.668241003518,598.2429598018917,610.1891378443273,621.4452319297613,631.956142399318,641.6736312176696,650.5565912921875,658.5711788514321,665.6908216345496,671.896116351576,677.1746293082091,681.5206142311932,684.934661189643,687.4232901067015,688.9985017282879,689.6772981006009,689.4811836473224,688.4356568728844,686.5697015893743,683.9152854079375,680.5068720826512,676.3809531727599,671.5756034196834,666.1300632351906,660.0843507787674,653.478905273401,647.3413776483202,642.9376622262783,641.4777795555932,644.0362625174585,651.5645596782041,664.937119441717,685.0057634753434,712.6528305594144,748.8406341510665,794.6575506852517,851.3618621239979,920.4244280886732,1003.5708508897177,1102.8232133444951,1220.5407772457413,1359.4582484837385,1522.7193622831946,1713.9026632214952,1937.0355337366318,2196.591890539026,2497.4686871799004,2844.936614106614,3244.5613307526123,3702.093276805765,4223.326544287701,4813.930244151633,5479.258917088041,6224.151367765635,7052.729387165983,7967.96599257247,8960.818683924797,10017.487909704132,11121.838326103423,12256.531434543685,13403.797491297637,14546.076819797687,15666.573136062883,16749.71564671195,17781.521035679492,18749.8515122576,19644.571824555078,20457.613769719024,21182.960547223778,21816.565337588676,22356.219045593083,22801.381596832554,23152.98987859341,23413.253678923094,23585.44904589031,23673.71654300959,23682.87004043153,23618.22003151611,23485.41404091012,23290.295506347247,23038.781566484282,22736.759453586586,22390.000648362366,22004.09157727318,21584.379392403207,21135.93124400904,20663.50541217147,20171.53268546155,19664.106443270703,19144.97999955912,18617.569887211237,18084.963894463046,17549.932800706258,17014.944892973952,16482.182472716653,15953.559682487867,15430.741092269418,14915.160584546253,14408.040165636741,13910.408408372146,13423.11829847234,12946.86431455678,12482.198620453311,12029.546289176062,11589.21951150609,11161.43076937677,10746.30497605264,10343.890602154486,9954.169819620773,9577.067705336083,9212.460552962255,8860.18334597417,8520.0364474624,8193.051996425986,7880.473406346833,7583.3333728108755,7302.316516764216,7037.750694638767,6789.650797357974,6557.777248941779,6341.695905385762,6140.831885273537,5954.5149104807415,5782.016028468841,5622.576536466017,5475.430236885828,5339.820171421779,5215.01087844676,5099.584467110474,4991.825507253515,4890.095189711455,4792.97138543882,4699.282788804939,4608.097689220417,4518.695599181565,4430.534572730811,4343.21975951222,4256.475329099654,4170.120340727424,4084.048452614275,3998.2110967823696,3912.603666838441,3827.2542715826644,3742.2146465608475,3657.552865639604,3573.347545030139,3489.6832786405876,3406.6470847475116,3324.3256795657144,3242.803423722215,3162.160813459813,3082.4734102005473,3003.811120451867,2926.237753444834,2849.8107967984392,2774.581361291023,2700.594254817976,2627.8881531052625,2556.495840969396,2486.444503069148,2417.7560473538592,2350.4474479230553,2284.531096894766,2220.015157238982,2156.9039104553585,2095.1980945339965,2034.8952288967014,1975.9899240253767,1918.4741742876456,1862.3376331037946,1807.5678700942026,1754.1506102278215,1702.0699552812898
D,1601.0,1601.0,1601.8843816606109,1602.8855037108556,1603.831569740331,1604.71512204155,1605.5621099426105,1606.3969234160982,1607.2362163520925,1608.0900643430075,1608.9641501598078,1609.8614687185777,1610.7834158355272,1611.7304266435863,1612.7023352207013,1613.698574831609,1614.7182912074948,1615.760409835065,1616.8236794623317,1617.9067034889142,1619.0079652011714,1620.1258497975932,1621.258664588437,1622.404657961078,1623.5620373115091,1624.7289859591706,1625.9036789858278,1627.0842979170277,1628.2690441695495,1629.4561512058656,1630.643895359433,1631.830605318536,1633.0146702792074,1634.1945467982691,1635.368764395182,1636.5359299658974,1637.6947310832838,1638.8439382670706,1639.9824063118087,1641.1090747644364,1642.222967643901,1643.3231924943034,1644.4089388604934,1645.4794762712877,1646.5341518107512,1647.5723873526044,1648.5998342508262,1649.6275752409178,1650.6700974014648,1651.743747547635,1652.8659323981708,1654.054907011339,1655.3299443471844,1656.7117313357805,1658.2228987555322,1659.8886380183098,1661.7373858635049,1663.8015723894375,1666.1184333123244,1668.7308869613469,1671.6884720806377,1675.0483349227616,1678.8762438749168,1683.2475974185502,1688.2483773147505,1693.9759847442851,1700.5398845076288,1708.0619736216527,1716.6765883033368,1726.5300697529813,1737.7798258531375,1750.5928529685082,1765.143717739556,1781.6120395854443,1800.1795557336138,1821.025371997167,1844.2548579463466,1869.899652695781,1897.9287447696136,1928.2590299432627,1960.7643199530605,1995.2834252373625,2031.627774591843,2069.5887055461053,2108.9443588702866,2149.4660357140756,2190.923877653898,2233.091768361257,2275.751405600381,2318.6955400967604,2361.730417079685,2404.6774848979267,2447.3744533089925,2489.67579327352,2531.4527722036373,2572.5931154960326,2613.0003785144313,2652.5931043768314,2691.3038330514896,2729.078017189475,2765.8728903918873,2801.6563245970133,2836.4057051904147,2870.1068453861003,2902.752955413038,2934.343677025869,2964.884189764281,2994.384392115407,3022.8581581834014,3050.322668535609,3076.7978124761985,3102.305658004924,3126.869985069587,3150.515877345086,3173.2693676091712,3195.1571317841526,3216.206226832823,3236.443867901194,3255.8972403628186,3274.593342717554,3292.5588566146453,3309.820040593064,3326.4026444515052,3342.331841469355,3357.6321759935768,3372.3275241816673,3386.4410659458163,3399.995266377462,3413.0118651443763,3425.511872544885,3437.5155710765953,3449.042521531245,3460.111572764292,3470.748737117727,3480.985754961005,3490.856932484619,3500.396545418775,3509.6372084850104,3518.609041665931,3527.339358607388,3535.8526710331207,3544.1708620145982,3552.313435206939,3560.297786206584,3568.1394672712,3575.8524316479406,3583.4492522327782,3590.94131379817,3598.334534925335,3605.629079370185,3612.821295746011,3619.9056136328295,3626.875876028829,3633.7261394172974,3640.4510945680013,3647.046249208693,3653.507973182885,3659.8334701263657,3666.0207137135203,3672.068369937626,3677.975716937861,3683.74256816714,3689.3692015224206,3694.8562953593696,3700.2048714405,3705.4162444461826,3710.4919775000735,3715.433843108163,3720.243788920544,3724.9239077635616,3729.4764114397517,3733.903607845073,3738.2078810030343,3742.391673661731,3746.457472141651,3750.4077931596134,3754.2451723873564,3757.9721545326347,3761.591284756516,3765.105101263271,3768.516128919227,3771.8268737744816,3775.0398183767634,3778.1574177802427,3781.1820961639264,3784.1162439847017,3786.9622155991856,3789.7223272965657,3792.3988556916242,3794.994036433302,3797.5100631895666,3799.9490868740913
R,0.0,24.34065802470183,134.90291353653134,262.40706236605536,390.01483430039247,515.890926177651,641.6162722864391,768.9515314332428,899.1646201361843,1033.048665676821,1171.0643030906544,1313.4611038929606,1460.357296470656,1611.7869070757172,1767.7262875705906,1928.108813236996,2092.833193641814,2261.768503090161,2434.757614803042,2611.619914944927,2792.1537320846064,2976.1386841061794,3163.3380235926115,3353.5010016513966,3546.365240620261,3741.659093028764,3939.103959709695,4138.416539927053,4339.310988643526,4541.500959427524,4744.701515357578,4948.630894254752,5153.012118443952,5357.574442879658,5562.054638789313,5766.198112940708,5969.759865204837,6172.505289257069,6374.210823044855,6574.664457067127,6773.666109584133,6971.027878636579,7166.57418123263,7360.141790294891,7551.579779981584,7740.7849108650435,7928.310666668222,8115.330935737027,8303.469776574126,8494.660283327674,8691.065116745429,8895.050603914513,9109.199041839878,9336.346787952936,9579.64032475009,9842.606168201315,10129.232854311662,10444.064520848307,10792.30610908422,11179.940165279388,11613.854748045382,12101.981103673801,12653.43858588722,13278.68280392699,13989.651253766622,14799.898851083115,15724.714043028282,16781.204798445535,17988.34307400542,19366.956628432035,20939.658532234873,22730.707471050453,24765.795841836916,27071.76735712594,29676.262159737606,32606.77679795665,35883.48486266525,39518.58851549457,43516.86294587584,47876.31836032883,52588.85279173198,57640.92714352273,63014.28594003921,68686.720497865,74632.85415285743,80824.9228246718,87233.52488540152,93828.3186772842,100578.65184531285,107454.11257388881,114424.99812530706,121462.7004502683,128540.01199368759,135631.3572049397,142712.95680127002,149762.9326745561,156761.3616253524,163690.2859929202,170533.68884597227,177277.44080561033,183909.2248684649,190418.44484493422,196796.12226925918,203034.78590635885,209128.35729567573,215072.0351472874,220862.18084657035,226496.20683252675,231972.4691901136,237290.16543499092,242449.2381651833,247450.28500264516,252294.47504279515,256983.47186593403,261519.363035524,265904.59590941673,270141.9195165475,274234.3321991367,278185.0346853201,281997.3882361032,285674.87750079174,289221.07771419175,292639.6258748662,295934.1955548884,299108.475006443,302166.148248133,305110.87883303285,307946.296020634,310675.98309526866,313303.46759391564,315832.21322614956,318265.61328812095,320607.0307469741,322860.569542349,325030.97858880495,327123.3656443565,329142.93928674853,331094.82730899233,332983.96487217385,334815.0325729091,336592.42818007903,338320.2594847709,340002.34969103144,341642.24985812843,343243.2550094696,344808.42187093676,346340.58703403623,347842.3592007794,349315.69077038876,350761.82183799933,352181.4484058144,353574.904872014,354942.3059132568,356283.64433346374,357598.854773259,358887.8539120474,360150.565321336,361386.93451607344,362596.9377703503,363780.5869353879,364937.9316580602,366069.0598827452,367174.0972060201,368253.2054623212,369306.58079961664,370334.45142785704,371337.07517226547,372314.73692846164,373267.7460912292,374196.434010057,375101.1515104002,375982.26650865463,376840.1617403047,377675.23261403164,378487.88519935956,379278.53435137286,380047.6019729223,380795.5154123803,381522.7059932487,382229.6076706475,382916.6558088364,383584.2860733394,384232.93343091523,384863.0312504727,385475.01049803273,386069.2990189553,386646.32090084447,387206.4959108019,387750.2390009939,388277.9598768198,388790.0626223075,389286.94537770137
