series,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22
S,46858.3,46852.99327848375,46847.178970387125,46840.810369564766,46833.83683959795,46826.203555932116,46817.85124589741,46808.715930144295,46798.72866984256,46787.815324906034,46775.89632951407,46762.886492292826,46748.69482967796,46733.22444217722,46716.37244444796,46698.02996124871,46678.082202348356,46656.40863029937,46632.88323550423,46607.37493311643,46579.74809589632,46549.86323606276,46517.57784732102,46482.74741550019,46445.2266025209,46404.87060370443,46361.53667275449,46315.085802198366,46265.38453985581,46212.30691429863,46155.73643464797,46095.56812288374,46031.71053061682,45964.087687520885,45892.64092582376,45817.33052482526,45738.13712161044,45655.06283906264,45568.13208984289,45477.39202487862,45382.9126065863,45284.786299879306,45183.127387226115,45078.07092683846,44969.7713847439,44858.40098139797,44744.14780114433,44627.21371795177,44507.81219335758,44386.16600252638,44262.50494204614,44137.063568901336,44010.07901442656,43881.78891042285,43752.429457466846,43622.233658172714,43491.42973112542,43360.239714663236,43228.87826384164,43097.551638878496,42966.45687921654,42835.78115404292,42705.7012776362,42576.383376196914,42447.98269177012,42320.643508388865,42194.49918555546,42069.6722845379,41946.27477360186,41824.40829914639,41704.16451069531,41585.62542875977,41468.86384568432,41353.94375068259,41240.920771332065,41129.842624809775,41020.74957309916,40913.67487727314,40808.645246756176,40705.681280187,40604.79789514486,40506.00474456918,40409.30661819846,40314.70382778543,40222.19257521594,40131.76530297521,40043.4110266721,39957.115649555184,39872.862259139016,39790.63140620947,39710.40136659791,39632.14838620931,39555.846909862565,39481.46979455569,39408.988507807015
I,30.0,32.90672151624862,36.088491891577455,39.57001336260921,43.37794226041743,47.54099054541571,52.09002133649014,57.05813538267956,62.4807448538013,68.39563020202107,74.84297517782308,81.86537438484523,89.50780704892779,97.81756998575703,106.844162116154,116.63911234611322,127.25574225877222,138.74885492705633,151.1743413280305,164.5886964095939,179.0484379169339,194.6094227171371,211.32605764150478,229.25040485101954,248.43118544222455,268.9126894233173,290.7336052193942,313.92578735796496,338.5129867118841,364.5095733321191,391.91928711620125,420.73405591113345,450.932923705159,482.4811329046814,515.3294039694266,549.4134526503783,584.6537796531649,620.9557598287128,658.2100482621655,696.293309365456,735.0692629085432,774.3900285828529,814.0977389494175,854.026380221118,894.0038118979862,933.8539102920766,973.3987777223521,1012.4609586971319,1050.8656065955463,1088.4425488991096,1125.028205467418,1160.4673221748264,1194.6144908756107,1227.3354356092707,1258.5080537165395,1288.023208713347,1315.7852790635739,1341.7124732006703,1365.7369261662127,1387.804597036056,1407.8749889351338,1425.9207149939461,1441.9269342011476,1455.8906809043467,1467.8201108587912,1477.7336853713414,1485.6593133750375,1491.6334693225967,1495.7003027128321,1497.9107529512764,1498.3216811662555,1496.9950286084943,1493.9970093952654,1489.3973436453675,1483.2685355042656,1475.6851991862154,1466.7234349619316,1456.460255990996,1444.973066028674,1432.3391873155579,1418.6354373724469,1403.9377529583296,1388.3208590923855,1371.8579807780275,1354.6205948852792,1336.6782195351861,1318.0982382754803,1298.9457563303583,1279.2834862400973,1259.171660270439,1238.6679670603667,1217.8275100841395,1196.7027856241543,1175.3436780810937,1153.7974705832812
IH,78.0,62.12983874586419,49.84910291311213,40.38325508748247,33.12825207954804,27.613310730662878,23.471826417441378,20.418659810967533,18.23239784721628,16.741499804169095,15.81347755977238,15.346445131834372,15.262517888277408,15.502655279246984,16.02262954683078,16.789872056096396,17.781002916173307,18.97989174704551,20.376130396587914,21.963824157336646,23.74062816598681,25.70697143820425,27.865423375022935,30.220167341883037,32.77655366857879,35.54071061860782,38.5191968962301,41.71868338194875,45.145655227035284,48.80612835385537,52.70537691290474,56.847670412125986,61.23602109912317,65.8719437560001,70.7552313537478,75.88375098967666,81.25326517309604,86.85728380884049,92.68695214156405,98.73097946678314,104.97561260708395,111.40465703426395,117.99954715146805,124.73946571212986,131.6015107355797,138.5609066788808,145.59125513507976,152.66481903438614,159.75283329572738,166.82583416002177,173.8539990587132,180.8074888337098,187.6567844085646,194.37301057837368,200.92824038704342,207.2957745367743,213.4503913642349,219.36856406080494,225.02864295541943,230.4110017706787,235.49814776811507,240.27479658895598,244.72791335437844,248.84672220514977,252.62268693356665,256.0494656960074,259.12284300232056,261.84064227219733,264.2026222441666,266.2103604363536,267.86712670606914,269.17774975330104,270.14847917566306,270.7868454221388,271.10151972109895,271.10217578382805,270.7993548156739,270.2043351087731,269.3290072474731,268.1857557330986,266.7873476305123,265.1468286559739,263.2774269643046,261.1924647529405,258.90527768024265,256.4291419942621,253.77720918462157,250.96244790274278,247.99759284272022,244.89510023510934,241.66710957719525,238.32541120443517,234.8814192973144,231.3461499145185,227.73020364591213
IN,1.2,2.25389651411244,3.2957469268110113,4.338019840298857,5.3926538577056755,6.47120027579254,7.584952465800976,8.74506332297311,9.962651875118773,11.248899862904915,12.615138835677003,14.07292804374997,15.634123149279883,17.310935522149336,19.115981635112277,21.062321825548032,23.16348745306072,25.433495258240832,27.88684752571165,30.53851648389841,33.403911246838604,36.498825533981126,39.839364408236165,43.44184836757294,47.3226933283627,51.49826536533354,55.98470953640137,60.79775272878482,65.95248121659893,71.46309451117517,77.34263809413088,83.60271871770182,90.25320709220264,97.30193389982344,104.75438611070639,112.61341145882878,120.87893958832308,129.54772873757818,138.61314683291317,148.0649954782891,157.88938453848743,168.06866383340045,178.58141693127763,189.40252021558814,200.50326839161076,211.85156549764406,223.41217840104164,235.14704779816435,247.0156499964825,258.9754013159147,270.98209586239165,282.9903667322447,294.95416040908776,306.82721420010694,318.5635269913072,330.1178143315806,341.44593982392587,352.5053159444441,363.2552686613217,373.65736152593576,383.6756762019717,393.277047639898,402.4312532565249,411.1111565155059,419.2928062065283,426.9554934789208,434.08176929701295,440.6574254532367,446.67144260867764,452.11590904089667,456.985913878866,461.279418609504,464.9971105646474,468.1422419561762,470.7204578344784,472.7396161144777,474.20960255569946,475.1421433085583,475.5506173569756,475.44987090492634,474.85603547754846,473.78635124076567,472.258996790579,470.2929264268863,467.9077157086491,465.123415888461,461.96041764550716,458.4393243764582,454.58083516355714,450.40563741726595,445.93430908635764,441.18723024012434,436.18450375419013,430.94588477197067,425.49071856681127
D,0.01,1.0180041193437686,1.8209160858821685,2.4651225100104823,2.9870005546347453,3.415121254158376,3.7719716511484744,4.075301109062613,4.339174098818181,4.57479374158111,4.79114631551182,4.99550593758106,5.193830038993524,5.3910695377491855,5.591412363162614,5.798474883494981,6.01545257831293,6.24523878582019,6.490518389226865,6.753841765842844,7.03768311490871,7.344486332692343,7.676700859686734,8.036809341087775,8.427348484265673,8.850924139596692,9.310221353801326,9.808009932586117,10.347145890311793,10.93056904979032,11.56129697837887,12.242415401965715,12.977065221844175,13.76842626697415,14.61969794204119,15.534076976268103,16.514732535099526,17.564779022338147,18.68724696944484,19.88505247672837,21.160965733258656,22.517579194009635,23.957276029966273,25.482199486496775,27.094223784991232,28.794927181572355,30.58556775480722,32.46706243322504,34.43996969560366,36.50447628584637,38.66038818387538,40.90712596869039,43.2437246039799,45.66883757457783,48.18074520729899,50.777366925281484,53.45627711317412,56.21472421279833,59.0496526259755,61.9577269730191,64.93535824131357,67.97873135731469,71.08383372572692,74.24648429982459,77.46236277505517,80.72703853234654,84.03599899615867,87.38467711362543,90.76847770365099,94.18280246728618,97.62307349205328,101.08475512226478,104.56337410414957,108.0545379482973,111.55395148226678,115.05743159302607,118.56092018216911,122.06049537665416,125.55238105427195,129.03295475637734,132.49875407084252,135.94648157597527,139.37300844156704,142.7753767865702,146.15080089442299,149.49666738700665,152.81053445687851,156.0901302550024,159.33335052790704,162.538255594225,165.70306674607238,168.82616215586359,171.9060723640478,174.9414754180094,177.9311917270883
R,0.0,16.208260620679603,29.276771795494586,39.943219634834286,48.78731164974637,56.265821261854434,62.739982231710655,68.49691023001745,73.76636148248184,78.73385148328406,83.55093259713966,88.34325420916132,93.21689219656352,98.26332749788305,103.56336989078345,109.19025764004203,115.21211244532354,121.69388898246575,128.69892685621036,136.29018806690132,144.5312436590126,153.48705791522372,163.22460639452657,173.81335459824905,185.32561655566718,197.83680674871428,211.42559423968493,226.17396440034958,242.16719109836046,259.49372045443636,278.24496625041223,298.5150166733293,320.4002522648435,343.9988756516285,369.41035480030536,396.73478309958136,426.07216143986653,457.5216095398815,491.1805159510133,527.143638334108,565.502167626315,606.3427714761544,649.7466337117447,695.7885075261953,744.5358004459179,796.0477089518413,850.374419842376,907.5563940853173,967.6237470590498,1030.5957368127242,1096.4803693814556,1165.2741273891843,1236.9618252761832,1311.5165916148057,1388.8999762309563,1469.0621773202927,1551.942381509662,1637.4692079180354,1725.5612457494199,1816.1276738157999,1909.0689496369175,2004.27755537696,2101.6387878260143,2201.0315798782563,2302.329341455934,2405.4008085325127,2510.1108897740028,2616.3215013004383,2723.8923811288105,2832.681875957796,2942.5476940614462,3053.3476191466652,3164.9401810759546,3277.1852803454235,3389.944764125821,3503.0829525126746,3616.467114385361,3729.967892941873,3843.4596815564173,3956.8209511030295,4069.934530303773,4182.687840999757,4294.973090512688,4406.687423470133,4517.733035615457,4628.0172522198645,4737.452573765402,4845.956691580244,4953.452476086692,5059.867940273483,5165.136180932093,5269.195300106125,5371.988309097726,5473.463017258712,5573.571907669886
G,30.0,35.30672151624862,41.121029612877344,47.4896304352353,54.46316040205225,62.09644406788394,70.44875410259162,79.58406985570025,89.57133015743635,100.48467509396022,112.40367048592391,125.4135077071719,139.60517032204208,155.07555782278556,171.9275555520431,190.27003875129463,210.21779765164268,231.8913697006286,255.41676449576727,280.9250668835731,308.5519041036806,338.43676393723854,370.7221526789772,405.5525844998123,443.0733974790989,483.42939629556963,526.7633272455118,573.2141978016341,622.9154601441904,675.9930857013762,732.5635653520279,792.7318771162562,856.5894693831724,924.2123124791075,995.6590741762273,1070.9694751747331,1150.16287838955,1233.237160937351,1320.1679101571008,1410.9079751213644,1505.3873934136882,1603.5137001206813,1705.172612773874,1810.229073161528,1918.5286152560857,2029.899018602015,2144.1521988556565,2261.0862820482243,2380.4878066424094,2502.1339974736165,2625.7950579538538,2751.2364310986554,2878.220985573426,3006.5110895771345,3135.870542533145,3266.0663418272757,3396.8702688745702,3528.0602853367523,3659.4217361583483,3790.748361121489,3921.843120783451,4052.518845957074,4182.598722363791,4311.916623803082,4440.3173082298745,4567.656491611128,4693.800814444532,4818.627715462095,4942.025226398137,5063.891700853608,5184.135489304689,5302.674571240228,5419.436154315678,5534.356249317401,5647.379228667929,5758.45737519022,5867.550426900833,5974.625122726852,6079.65475324381,6182.618719812987,6283.502104855121,6382.295255430799,6478.9933818015215,6573.596172214555,6666.107424784049,6756.534697024778,6844.8889733278875,6931.184350444804,7015.437740860972,7097.668593790521,7177.898633402084,7256.151613790686,7332.453090137432,7406.830205444304,7479.311492192979
H,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355,23428.32240181355
beta,3.5378143441657466,3.5378143441657466,3.5342120855721255,3.5302736842685913,3.5259698856167403,3.521269305558576,3.5161383584086736,3.510541200240759,3.504439692446869,3.4977933906933463,3.4905595651487755,3.482693258486517,3.4741473887308514,3.464872904473076,3.4548190002731327,3.4439334001140005,3.4321627165099797,3.4194528921998746,3.40574973019183,3.3909995161822155,3.375149734973506,3.35814987941582,3.339952346582387,3.3205134114006514,3.2997942629045185,3.277762082834031,3.254391140755432,3.229663874560532,3.2035719205542694,3.176117053825183,3.1473119976974053,3.117181061225447,3.085760566258646,3.05309903075758,3.0192570827715626,2.9843070895246,2.9483324979010255,2.911426895543159,2.873692814878082,2.8352403147073137,2.796185384573211,2.7566482251418924,2.7167514627189093,2.6766183574353053,2.6363710626167203,2.5961289876901814,2.5560073092563873,2.5161156653997496,2.4765570577463114,2.437426975025139,2.398812741668965,2.3607930858874107,2.3234379140684136,2.2868082725341834,2.2509564736529293,2.2159263610013653,2.181753687496758,2.148466580916975,2.1160860727182325,2.0846266682583665,2.054096939174926,2.0245001215240905,1.9958347061728863,1.9680950107121982,1.9412717247223121,1.915352422513679,1.8903220394516962,1.866163309647293,1.842857164165036,1.8203830899887707,1.7987194508204558,1.7778437714034396,1.7577329874900134,1.7383636638470905,1.7197121828427642,1.7017549062070374,1.6844683125352518,1.6678291130223004,1.6518143477959335,1.6364014650714724,1.6215683851888332,1.607293551423804,1.5935559692955865,1.580335235925996,1.5676115608459138,1.5553657794936373,1.5435793605090629,1.5322344077979535,1.521313658222011,1.5108004756629887,1.5006788421123325,1.4909333463511742,1.481549170708341,1.4725120763156223,1.463808387219169
