series,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,15770.095923446697,15761.268356121682,15753.250738198134,15745.103463876856,15736.14022634665,15725.796006305967,15713.543320042661,15698.835687547762,15681.06575563747,15659.530446095865,15633.398381133258,15601.676530729042,15563.174040111731,15516.461844011681,15459.82716166857,15391.222441899,15308.208918555418,15207.895772367647,15086.877120514364,14941.170839385362,14766.16575984377,14556.587251640418,14306.495782313052,14009.338700668875,13658.081947464594,13245.454748557986,12764.344764822668,12208.380463355075,11572.726791123974,10855.093303195892,10056.904408090626,9184.50634547152,8250.191040123924,7272.725613237647,6277.031650592645,5292.719050585365,4351.39413703377,3483.025138197977,2712.058500297253,2054.244728933412,1515.0589645079617,1090.1384898049998,767.4865518054836,530.6402817703233,361.8341069506205,244.42871782187552,164.31476915949798,110.38864127442979,74.39733331856429,50.46765981477773,34.55311242320707,23.92955231179412,16.791362968081472,11.952829395661034,8.638613245448614,6.341821946581371,4.730072313845426,3.5842183798402676,2.758709483484837,2.1560275748292397,1.710197759795323,1.376118592079861,1.1226222887765664,0.9279305470683507,0.7766555831377931,0.6578037741676699,0.5634344522427697,0.48775021634418997,0.42647389793862206,0.3764176531504969,0.3351820095472782
E,0.0,8.827567325015224,15.962428516062264,22.513459985734464,29.22535151736683,36.64703640631305,45.23501902898745,55.419149620987255,67.64716656918095,82.4177594538673,100.30804847108729,121.99909402819512,148.3016752426876,180.18370381846944,218.80001577973223,265.52473397132826,321.98578391777846,390.10035171377103,472.1089683956769,570.6043526851106,688.5489969581911,829.2726054657242,996.4368142465175,1193.9502144660423,1425.8119462237185,1695.8579505079547,2007.3821391924769,2362.6082267408224,2762.001076297841,3203.4344565961396,3681.2799060417915,4185.549978056719,4701.3102855986435,5208.644683925056,5683.474178177552,6099.439360367076,6430.8203378819635,6656.10730292956,6761.4632105373275,6743.130660847436,6608.003359188142,6372.123497972289,6057.563086174577,5688.653047592279,5288.593917652754,4877.139915016223,4469.539872176979,4076.512012844349,3704.8521195157796,3358.296581067988,3038.3814703527596,2745.1668834288967,2477.78838442972,2234.848079559168,2014.6774877534638,1815.5065302769847,1635.567626882022,1473.1567181278251,1326.666555211398,1194.6025815989137,1075.5881532540564,968.3634170963662,871.7805716900328,784.7972062627377,706.4687606003945,635.9407363493251,572.4410320363174,515.2726130685843,463.8066280801314,417.47602151690637,375.769655008819
I,9.0,8.178807728456386,8.31530071684129,9.152825714644056,10.569035075478464,12.527213569253338,15.048889324657184,18.19927660436441,22.080624311442186,26.83062563109202,32.62427908659733,39.67832772808432,48.25784423333966,58.68479301030019,71.34855245023655,86.71845626621439,105.35842676490188,127.94372451208736,155.27971548770543,188.32233429549592,228.1995645103943,276.23271767892965,333.9555145693436,403.1278973713603,485.7400839551881,584.0006115861214,700.3000967689984,837.1404187740299,997.0175478821102,1182.2461994103217,1394.7172626235392,1635.5862491105056,1904.904492781449,2201.225204952332,2521.2419926521866,2859.542250574698,3208.5712981309193,3558.891781616697,3899.7764645403513,4220.093197435393,4509.349828083723,4758.7009163904395,4961.7123311735195,5114.744215348494,5216.921917822546,5269.770647347558,5276.651869025936,5242.145219080271,5171.484293673814,5070.104735139379,4943.319857200274,4796.111775068778,4633.014027506579,4458.060053356045,4274.775476657151,4086.1973827641614,3894.9087345998964,3703.080058263526,3512.5134273259437,3324.6857628233906,3140.7897705675427,2961.77166521147,2788.3653400823823,2621.122945305193,2460.442009770327,2306.5893343854077,2159.7219263512043,2019.905256821181,1887.1291196667203,1761.3213548663762,1642.3596809824007
R,0.0,0.821192271543614,1.5674560156602322,2.326173869463692,3.161310507202731,4.125667165164542,5.268695050392001,6.64180967358352,8.30237692860447,10.317092265872732,12.765214755754151,15.741970961375893,19.362363858940064,23.765582606248294,29.120193548158873,35.630291310154256,43.5427942085996,53.15607485319197,64.830119048951,78.99839708072821,96.18160213434089,117.00334866162468,142.20781231778312,172.6791109404182,209.46194580319468,253.7826127946332,307.0689226625517,370.966814576768,447.35050814276997,538.3219642443427,646.1943466907389,773.4533508079518,922.6901049426801,1096.5004213316618,1297.3481020243132,1527.3952619195572,1788.3101504000433,2081.0717007024623,2405.797748071764,2761.6273362304546,3146.6837716668683,3558.133019278966,3992.3339542931153,4445.058378735598,4911.745981020775,5387.756643261037,5868.589413084283,6350.050050247645,6828.362176938536,7300.2269474245495,7762.841483470454,8213.887712637224,8651.502148542313,9074.234961135819,9481.004345790629,9871.050188458965,10243.889489650928,10599.2749286755,10937.157231425865,11257.651551449557,11561.007801865297,11847.584722546775,12117.8273893855,12372.247841331693,12611.408497492834,12835.908048937792,13046.369530606928,13243.430303340583,13427.733701801902,13599.922129410259,13760.631405445925
G,9.0,9.0,9.882756732501523,11.47899958410775,13.730345582681197,16.65288073441788,20.317584375049186,24.84108627794793,30.383001240046656,37.14771789696475,45.389493842351484,55.42029868946021,67.62020809227973,82.45037561654848,100.46874599839543,122.34874757636865,148.9012209735015,181.09979936527935,220.10983453665645,267.32073137622416,324.38116664473523,393.2360663405543,476.16332688712674,575.8070083117785,695.2020297583828,837.7832243807546,1007.3690194315501,1208.1072333507977,1444.36805602488,1720.568163654664,2040.911609314278,2409.039599918457,2827.594597724129,3297.7256262839933,3818.5900946764987,4386.9375124942535,4996.881448530961,5639.963482319157,6305.574212612113,6981.720533665846,7656.03359975059,8316.833935669405,8954.046285466635,9559.802594084093,10128.66789884332,10657.527290608596,11145.241282110219,11592.195269327916,11999.84647061235,12370.331682563929,12706.161340670727,13009.999487706003,13284.516176048894,13532.295014491865,13755.779822447781,13957.247571223128,14138.798224250826,14302.354986939028,14449.670658751811,14582.33731427295,14701.797572432843,14809.356387758247,14906.192729467884,14993.370786636888,15071.850507263161,15142.497383323202,15206.091456958135,15263.335560161766,15314.862821468625,15361.243484276638,15402.991086428328
