County/State,Fips Code,State Name,6d filter,County,County Name,Date,Date of Latest Data,State Fips Code,Avg Pos Tsts/Day,Cases per 1000,Cases per 1000 State,County Pop Density,Ct Testing Inc,Ct Testing Inc 7D Avg,Ct Testing Neg Inc,Ct Testing Neg Inc 7D Avg,Ct Testing Neg Rolltot,Ct Testing Pos Inc,Ct Testing Pos Inc 7D Avg,Ct Testing Pos Rolltot,Ct Testing Rolltot,Cumulative Cases,Cumulative Cty Cases,Cumulative Cty Deaths,Cumulative Deaths,Cur Date,Dhc County Icu Beds,Dhc County Licensed Beds,Dhc County Staffed Beds,Est Active Cases,Est Deaths,Hosp Est,Hosp. High Est,Hosp. Low Est,Hospitalization,ICU,ICU Est,ICU High Est,ICU Low Est,Ihme Allbed,Ihme Allbed Hi,Ihme Allbed Lo,Ihme Allbed Peak,Ihme Icubed,Ihme Icubed Hi,Ihme Icubed Lo,Ihme Vent,Ihme Vent Hi,Ihme Vent Lo,Latest Case Count,Live Data,Number of Records,Nyt Cases,Nyt Cases Inc,Nyt Deaths,Nyt Deaths Inc,Pct of Pop Tsted,Pct Pop Test Neg Rolltot,Pct Pop Test Pos Rolltot,Pct Pop Test Rolltot,Pct Testing Positive,Sah Period,State Day Count,State Pop Density,Total County Female Pop,Total County Land Area,Total County Male Pop,Total County Pop,Total State Female Pop,Total State Land Area,Total State Male Pop,Total State Pop,Total State Population,Vent Est.,Vent High est,Vent Low Est,Vent. Use
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,9/28/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,81,105,59,,,28,37,19,81,105,59,,28,37,19,26,35,18,0,0,1,0,0,0,0,,,,,,0,199,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,35,18,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,9/29/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,81,108,58,,,28,38,19,81,108,58,,28,38,19,26,36,18,0,0,1,0,0,0,0,,,,,,0,200,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,36,18,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,9/30/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,81,110,56,,,28,39,19,81,110,56,,28,39,19,26,36,17,0,0,1,0,0,0,0,,,,,,0,201,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,36,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/1/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,82,112,56,,,28,39,19,82,112,56,,28,39,19,26,37,17,0,0,1,0,0,0,0,,,,,,0,202,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,37,17,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/2/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,82,114,55,,,28,40,18,82,114,55,,28,40,18,26,38,17,0,0,1,0,0,0,0,,,,,,0,203,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,38,17,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/3/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,82,116,54,,,28,41,18,82,116,54,,28,41,18,26,38,17,0,0,1,0,0,0,0,,,,,,0,204,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,26,38,17,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/4/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,83,118,54,,,29,42,18,83,118,54,,29,42,18,27,39,17,0,0,1,0,0,0,0,,,,,,0,205,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,39,17,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/5/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,83,121,53,,,29,43,18,83,121,53,,29,43,18,27,40,17,0,0,1,0,0,0,0,,,,,,0,206,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,40,17,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/6/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,84,124,53,,,29,44,18,84,124,53,,29,44,18,27,41,16,0,0,1,0,0,0,0,,,,,,0,207,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,41,16,
"FRANKLIN, OHIO",39049,OHIO,True,FRANKLIN,FRANKLIN,10/7/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,84,126,52,,,29,44,18,84,126,52,,29,44,18,27,41,16,0,0,1,0,0,0,0,,,,,,0,208,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,41,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/8/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,85,128,52,,,29,45,18,85,128,52,,29,45,18,27,42,16,0,0,1,0,0,0,0,,,,,,0,209,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,42,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/9/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,85,130,52,,,30,46,18,85,130,52,,30,46,18,27,43,16,0,0,1,0,0,0,0,,,,,,0,210,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,27,43,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/10/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,86,133,51,,,30,47,18,86,133,51,,30,47,18,28,44,16,0,0,1,0,0,0,0,,,,,,0,211,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,28,44,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/11/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,87,136,51,,,30,48,17,87,136,51,,30,48,17,28,45,16,0,0,1,0,0,0,0,,,,,,0,212,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,28,45,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/12/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,87,138,51,,,30,48,17,87,138,51,,30,48,17,28,45,16,0,0,1,0,0,0,0,,,,,,0,213,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,28,45,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/13/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,88,141,51,,,31,49,17,88,141,51,,31,49,17,28,46,16,0,0,1,0,0,0,0,,,,,,0,214,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,28,46,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/14/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,89,143,51,,,31,50,17,89,143,51,,31,50,17,29,47,16,0,0,1,0,0,0,0,,,,,,0,215,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,29,47,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/15/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,90,145,51,,,31,51,17,90,145,51,,31,51,17,29,48,16,0,0,1,0,0,0,0,,,,,,0,216,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,29,48,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/16/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,91,148,51,,,31,52,17,91,148,51,,31,52,17,29,49,16,0,0,1,0,0,0,0,,,,,,0,217,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,29,49,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/17/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,92,151,51,,,32,53,17,92,151,51,,32,53,17,30,49,16,0,0,1,0,0,0,0,,,,,,0,218,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,30,49,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/18/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,92,153,51,,,32,54,18,92,153,51,,32,54,18,30,50,16,0,0,1,0,0,0,0,,,,,,0,219,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,30,50,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/19/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,94,156,51,,,33,55,18,94,156,51,,33,55,18,30,51,16,0,0,1,0,0,0,0,,,,,,0,220,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,30,51,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/20/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,95,158,51,,,33,56,18,95,158,51,,33,56,18,31,52,16,0,0,1,0,0,0,0,,,,,,0,221,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,31,52,16,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/21/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,96,161,51,,,33,57,18,96,161,51,,33,57,18,31,53,17,0,0,1,0,0,0,0,,,,,,0,222,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,31,53,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/22/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,97,164,51,,,34,58,18,97,164,51,,34,58,18,32,54,17,0,0,1,0,0,0,0,,,,,,0,223,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,32,54,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/23/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,98,167,52,,,34,59,18,98,167,52,,34,59,18,32,55,17,0,0,1,0,0,0,0,,,,,,0,224,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,32,55,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/24/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,99,170,52,,,35,60,18,99,170,52,,35,60,18,32,56,17,0,0,1,0,0,0,0,,,,,,0,225,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,32,56,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/25/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,101,173,53,,,35,61,18,101,173,53,,35,61,18,33,56,17,0,0,1,0,0,0,0,,,,,,0,226,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,33,56,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/26/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,102,176,53,,,36,62,18,102,176,53,,36,62,18,33,58,17,0,0,1,0,0,0,0,,,,,,0,227,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,33,58,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/27/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,104,178,53,,,36,63,18,104,178,53,,36,63,18,34,59,17,0,0,1,0,0,0,0,,,,,,0,228,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,34,59,17,
"FRANKLIN, OHIO",39049,OHIO,False,FRANKLIN,FRANKLIN,10/28/2020,,39,,0.00,0.00,2427.668689754,,,,,,,,,,150701,26960,991,4740,,368,3692,5911,0,0,105,182,53,,,37,64,19,105,182,53,,37,64,19,34,60,17,0,0,1,0,0,0,0,,,,,,0,229,285.325798463,661710,532.19,630271,1291981,5945509,40860.69,5713100,11658609,11658609,34,60,17,
