series,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,9814.602898558487,9813.561743652072,9812.34556326289,9810.92498659018,9809.265733197222,9807.327799257695,9805.064511460161,9802.421427976791,9799.335063042356,9795.731408564347,9791.52422282601,9786.613052813715,9780.880953105527,9774.191860769908,9766.387582600299,9757.28434863173,9746.668884790053,9734.293958469,9719.87335485312,9703.076250306087,9683.520963980951,9660.76809239805,9634.313067156887,9603.57822702714,9567.90456700851,9526.543423876581,9478.648486010092,9423.268680577708,9359.34269794905,9285.696163112303,9201.042753046784,9103.990874264671,8993.057828735646,8866.693661673691,8723.317027690913,8561.365328972846,8379.360937676802,8175.9943638970735,7950.223628270624,7701.386759258774,7429.32130020087,7134.481229557028,6818.038296413458,6481.952271650436,6128.994031202912,5762.707698180956,5387.303836949049,5007.484654622483,4628.212988983811,4254.447244353722,3890.871677978779,3541.6533446074195,3210.252764771337,2899.305976325266,2610.583532672387,2345.0202848173403,2102.8010048034184,1883.4824222768084,1686.1320111797,1509.4668096304306,1351.9801863747116,1212.0494001480054,1088.0210782085285,978.2749042630354,881.2677882913622,795.561766700124,719.839123668911,652.9080058748963,593.7013446804118,541.2713585905877
I,5.0,5.841154906415162,6.823689099339047,7.971318208074981,9.311718872710543,10.87718405732985,12.70538449257011,14.840252596237441,17.333007426822682,20.243341607759184,23.640793681784793,27.606331946808922,32.234178377124486,37.63390357765869,43.932825604161934,51.278746548563966,59.843060528299134,69.82426442822037,81.45189746697137,94.99092611532552,110.74657539584805,129.06958396291563,150.36182584556158,175.08219294148748,203.75256524245674,236.96360576468766,275.37999940058864,319.7446048569478,370.88080329132737,429.69210599642247,497.15783182208463,574.3233973313146,662.2835069670881,762.1563337503592,875.0467143831228,1001.9965445258638,1143.9210740408744,1301.5308048589682,1475.240308291059,1665.0675649712673,1870.5303214303208,2090.54917921695,2323.3701451918423,2566.52136414719,2816.8187500288263,3070.4323330496295,3323.018900959552,3569.9173272477356,3806.3922997964983,4027.9023524347267,4230.361824712281,4410.36568509515,4565.351637527427,4693.684360472401,4794.659429706384,4868.436300373175,4915.91812837217,4938.5999857638935,4938.406397430446,4917.535343082498,4878.320552614917,4823.118516737027,4754.222098007022,4673.799388032235,4583.854528482619,4486.206368934552,4382.480757208383,4274.112644714062,4162.354800119984,4048.290594205009
R,0.0,0.2,0.4336461962566065,0.7065937602301684,1.0254464885531678,1.3979152434615896,1.8330026057547837,2.341217985457588,2.9348280893070857,3.6281483863799933,4.4378820506903605,5.3835137979617524,6.4877670758341095,7.777134210919089,9.282490354025436,11.039803378191912,13.090953240134471,15.484675661266436,18.277646238395253,21.535722137074107,25.335359181687128,29.76522219752105,34.928005556037675,40.94247858986014,47.945766307519634,56.0958689172179,65.5744131478054,76.58961312382894,89.37939731810685,104.21462944975995,121.40231368961685,141.28862696250025,164.26156285575283,190.75290313443634,221.23915648445072,256.2410250597756,296.32088684081015,342.0777298024451,394.13896199680386,453.1485743284462,519.7512769272969,594.5724897845097,678.1944569531877,771.1292627608614,873.7901173267489,986.462867327902,1109.2801606498872,1242.2009166882692,1384.9976097781787,1537.2533017700387,1698.3693958674278,1867.583868855919,2043.998496259725,2226.6125617608222,2414.3599361797183,2606.1463133679736,2800.8837653829005,2997.5204905177875,3195.064489948343,3392.600745845561,3589.302159568861,3784.4349816734575,3977.3597223429388,4167.528606263219,4354.480581784509,4537.834762923814,4717.283017681197,4892.582247969532,5063.546753758094,5230.040945762894
G,5.0,6.041154906415162,7.257335295595654,8.67791196830515,10.337165361263711,12.27509930079144,14.538387098324893,17.18147058169503,20.267835516129768,23.87148999413918,28.078675732475155,32.989845744770676,38.7219454529586,45.41103778857779,53.215315958187375,62.31854992675588,72.9340137684336,85.30894008948681,99.72954370536664,116.52664825239964,136.0819345775352,158.8348061604367,185.2898314015993,216.02467153134765,251.69833154997642,293.0594746819056,340.9544125483941,396.33421798077677,460.26020060943426,533.9067354461824,618.5601455117014,715.6120242938148,826.5450698228409,952.9092368847954,1096.2858708675733,1258.2375695856392,1440.2419608816845,1643.6085346614132,1869.3792702878625,2118.216139299713,2390.2815983576174,2685.1216690014594,3001.5646021450298,3337.650626908051,3690.608867355575,4056.895200377531,4432.2990616094385,4812.118243936005,5191.3899095746765,5565.155654204765,5928.731220579708,6277.949553951068,6609.35013378715,6920.296922233221,7209.019365886101,7474.582613741147,7716.801893755069,7936.120476281679,8133.470887378788,8310.136088928057,8467.622712183776,8607.553498410483,8731.58182034996,8841.327994295454,8938.335110267128,9024.041131858366,9099.76377488958,9166.694892683594,9225.901553878079,9278.331539967903
