series,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05
S,71112.47064962576,71110.9123567251,71108.99517251972,71106.63768472885,71103.74064678286,71100.1833910575,71095.81968179892,71090.47300319487,71083.93132872332,71075.94149690506,71066.2034339553,71054.36462215877,71040.01541560485,71022.68604296193,71001.84638251558,70976.90979348175,70947.24235446213,70912.17868513583,70871.04500220217,70823.1891267755,70768.01587413398,70705.02483938,70633.8464223962,70554.27144537549,70466.270213093,70369.9983552625,70265.7889186519,70154.13235432027,70035.64769099596,69911.04895493711,69781.11077310682,69646.63632310675,69508.42971819012,69367.27384865124,69223.91383726269,69079.04568014402,68933.30932179383,68787.28529574623,68641.49408150879,68496.3974239182,68352.4009886363,68209.85785899455,68069.07249925063,67930.3049107526,67793.77478905709,67659.66555312819,67528.12816502043,67399.28469290263,67273.23159471551,67150.0427165871,67029.77201132201,66912.45598937897,66798.1159189319,66686.75979375835,66578.38408846055,66472.97532036959,66370.51143674609,66270.96304480608,66174.29450083172,66080.46487328278,65989.42879347835,65901.13720611695,65815.53803067293,65732.57674356468,65652.19688994068,65574.3405329753,65498.94864770348,65425.961465647786,65355.318775797125,65286.96018687602,65220.825355290945,65156.85418264876,65094.98698630607,65035.164646020465,64977.32872943148,64921.42159879386,64867.3865011159,64815.167643615896,64764.710256197286,64715.960642454666,64668.86622055572,64623.37555519551,64579.43838168808,64537.00562314292,64496.02940157007,64456.46304366492,64418.261081941455
I,5.0,6.158292900665218,7.582813673984566,9.333676370937606,11.484020207256076,14.122554316040938,17.356459229322052,21.314621095024062,26.151125878969545,32.04886762691562,39.22302116650915,47.923991269720105,58.43927852205551,71.09350888321143,86.24568861890073,104.28262256321302,125.6074517777891,150.62252496186323,179.70640589857686,213.185768853362,251.30415998661113,294.19086194166545,341.8340099701421,394.06226619324036,450.53851718026635,510.7672936363363,574.1153467560264,639.842683347179,707.1399320037209,775.1674735022685,843.0922574523738,910.1193268562447,975.5163856243726,1038.6309443133093,1098.9004801567894,1155.8565988629248,1209.1244293040716,1258.4185010073377,1303.5362351641893,1344.3499939416433,1380.7984297082037,1412.877684973303,1440.6328299193679,1464.1497920238423,1483.5479303574514,1498.9733318577566,1510.5928534168938,1518.5888972613477,1523.154883667552,1524.4913711025679,1522.8027666794453,1518.2945672881285,1511.1710723521462,1501.6335117375245,1489.8785360963295,1476.0970212995812,1460.4731432191088,1443.1836837016,1424.3975329798334,1404.2753578903898,1382.9694090635833,1360.6234436998961,1337.3727436479169,1313.3442112643356,1288.6565279871938,1263.420362713589,1237.7386189683182,1211.7067115065495,1185.4128644366879,1158.9384242028527,1132.3581818517048,1105.740699945752,1079.1486402927915,1052.6390893549737,1026.2638787955618,1000.06989912954,974.0994048771366,948.3903099869686,922.976472606624,897.8879685407117,873.1513529564033,848.7899100800962,824.823890781116,801.2707380637846,778.1453005915304,755.460034449364,733.2251934168737
IH,104.0,94.06013796430233,85.1357310070913,77.13842272020284,69.99087589009626,63.62621914758636,57.98764935859731,53.028188840552986,48.71059561852577,45.007422199371945,41.901212945948295,39.38482111568265,37.461812954801694,36.14690702867621,35.46637190046652,35.45827523390067,36.17244533935661,37.66997797551729,40.02210609361187,43.308260077946485,47.61319292634548,53.023136178192615,59.62108521790843,67.48146890009714,76.66460584962283,87.21144916821505,99.13914031271696,112.43781951845202,127.0689886070336,142.96552806515396,160.0332776740781,178.15393569586874,197.18893637518906,216.98393209044872,237.37352433067008,258.1859398096309,279.24741713696903,300.3861415822686,321.4356313044875,342.2375330688927,362.64382735774984,382.51847245468423,401.7385362305748,420.1948750831076,437.79242386550425,454.4501605195149,470.10080600758914,484.69031518477226,498.1772083251068,510.5317867319473,521.735269630856,531.7788836325107,540.6629306170071,548.3958550084733,554.9933271055282,560.4773553995459,564.8754376180283,568.2197575313969,570.5464323090191,571.8948133534723,572.3068420312486,571.8264605064584,570.4990769285233,568.3710834864775,565.4894252867347,561.9012176076315,557.6534088062526,552.79248597814,547.3642203788954,541.413449591755,534.983893452835,528.1180008140942,520.8568243232379,513.2399205215913,505.30527269866167,497.0892340901474,488.6264891600913,479.9500308641128,471.0911519463709,462.079448475885,452.9428339763909,443.70756264677664,434.3982603054228,425.03796182085904,415.6481539126638,406.2488223202977,396.85850244353685
IN,0.2,0.36859065576383176,0.5570364178448346,0.7728682218033649,1.0248388565017836,1.323252082639699,1.6803418544070523,2.1107080448823723,2.6318131108645346,3.2645405262012916,4.033809845476026,4.969234082037386,6.105791813462131,7.484468369827302,9.152797507892666,11.165208214401979,13.583053775557275,16.474177787594524,19.91186318037709,23.973026591240426,28.73557212243948,34.27491113881922,40.65978320336959,47.94765796616224,56.18012614200563,65.37876222308824,75.54193372654385,86.64293459337078,98.62965313588299,111.42578677983774,124.93343125115945,139.03673580538776,153.60624539771453,168.5035436300787,183.5858523681544,198.71031540481738,213.73777586019702,228.5359361410304,242.98185673838097,256.96380223775293,270.38247939181747,283.1517347269143,295.19879059031723,306.46410162833286,316.9009109889248,326.4745791931906,335.16175025631543,342.9494104500049,349.833885898383,355.81981650679154,360.9191358373341,365.150079609836,368.53623955971324,371.1056743946291,372.89008548884874,373.9240616458347,374.24439464571685,373.8894652750626,372.89869801762006,371.3120814805415,369.1697508648047,366.5116282948825,363.37711654451584,359.8048415849679,355.8324393996302,351.4963826216256,346.83184273251646,341.8725837889983,336.65088390357573,331.19748098135466,325.541539497993,319.7106353857381,313.7307563695946,307.6263153598761,301.4201747578631,295.133679766207,288.7866990140694,282.39767100835684,275.9836551068673,269.56038587709463,263.14232985648306,256.74274386689115,250.37373415882723,244.0463157706245,237.77047158513508,231.55521065272848,225.40862542535305
D,0.01,1.5232348903363981,2.8918414533886816,4.130594901217767,5.252984830503622,6.2713755555237976,7.197158389699927,8.040898141796298,8.812476079535452,9.521231587410648,10.176104679681712,10.785781385231944,11.358843745442604,11.903925691773969,12.429875315750303,12.945922925302538,13.461852725639938,13.988173940604367,14.536284757823179,15.118619828261625,15.748769541624236,16.441557472167162,17.213061891973886,18.080568683814835,19.06244669526462,20.177942430125555,21.44689827356923,22.88940602471499,24.52541401979834,26.37431043364374,28.454506829639495,30.783044708402073,33.375244240572606,36.24440941856549,39.40159842511982,42.855462839151414,46.612154880634364,50.67529848301882,55.046017617786305,59.72301388977916,64.7026848111494,69.97927416040783,75.54504626345216,81.39047674245965,87.50445314357795,93.87447978317624,100.48688207949458,107.32700651820561,114.3794132099916,121.62805872160637,129.0564674938041,136.64789070077023,144.3854518609323,152.25227888517443,160.23162255358483,168.30696165435373,176.46209520660437,184.68122233062016,192.9490104313413,201.250652430639,209.57191382649378,217.89917037783923,226.21943721683866,234.5203901794632,242.7903801235982,251.0184409741767,259.19429219923796,267.3083363811673,275.3516525051857,283.3159855436388,291.19373287075064,298.97792799902794,306.6622220860144,314.2408636190504,321.70867664642304,329.0610378860246,336.2938530075228,343.40353235117306,350.3869663158039,357.2415006201694,363.964911615757,370.5553818051889,377.01147569848916,383.3321161196007,389.5165610575314,395.5643811402675,401.4754377950093
R,0.0,8.65803648959745,16.51805455372842,23.66740268274802,30.18728305854533,36.153857466477625,41.63935899480647,46.71323030862487,51.4433102145327,55.89709078079214,60.14306703282324,64.25219961429802,68.29950698512118,72.36579669031457,76.53953376713947,80.91882720715584,85.61349154526425,90.74710982432502,96.45898749317813,102.90584749942788,110.26308091473618,118.72534351489526,128.5062869461556,139.83724250694468,152.96474066558505,168.1468469054706,185.64841190497634,205.7354518217507,228.66897086334788,254.69859590772504,284.0564033116649,316.9512834530733,353.56411979775527,394.0439715220884,438.5053570823017,487.0266525651895,539.6495506500228,596.3794766658311,657.1868272920811,722.0088825694463,790.7522397204858,863.2956243158525,939.4929473713789,1019.1764933953725,1102.160142213173,1188.2425451438944,1277.2101928449974,1368.8403273087654,1462.9036638091745,1559.1668999757148,1657.3949986622713,1757.3532390155042,1858.8090363040187,1961.5335358415662,2065.302989920883,2169.899929256817,2275.1141421901684,2380.743475980967,2486.5944750561944,2592.4828711879086,2698.2339403612455,2803.6827406296993,2908.6742446149933,3013.063379545796,3116.7149868878887,3219.5037127333935,3321.313839215907,3422.039066323074,3521.582252604247,3619.8551224300904,3716.7779466614884,3812.2792028323433,3906.295220248017,3998.7698147497695,4089.6539172957373,4178.9051999599515,4266.487702451011,4352.371461799223,4436.532147452781,4518.950703657204,4599.613000664979,4678.509496031265,4755.6349069937905,4830.987894707935,4904.570760908792,4976.389157398151,5046.451808603494
G,5.0,6.558292900665219,8.475477106037783,10.83296489690959,13.730002842903069,17.287258568268417,21.650967826832805,26.99764643088058,33.53932090242799,41.52915272069163,51.267215670438404,63.10602746697009,77.4552340208831,94.78460666380346,115.62426711014967,140.56085614397404,170.22829516360716,205.29196448990442,246.42564742356709,294.2815228502384,349.45477549175644,412.4458102457396,483.62422722954955,563.1992042502592,651.2004365327444,747.4722943632357,851.6817309738326,963.3382953054673,1081.8229586297834,1206.4216946886288,1336.3598765189156,1470.8343265189765,1609.0409314356039,1750.1968009744903,1893.556812363035,2038.4249694817136,2184.1613278318946,2330.1853538794867,2475.9765681169256,2621.073225707515,2765.069660989407,2907.6127906311626,3048.3981503750915,3187.1657388731155,3323.695860568632,3457.805096497533,3589.342484605291,3718.1859567230963,3844.2390549102083,3967.4279330386285,4087.698638303711,4205.01466024675,4319.354730693818,4430.710855867368,4539.086561165175,4644.495329256133,4746.959212879627,4846.507604819647,4943.176148794008,5037.005776342951,5128.041856147376,5216.333443508775,5301.932618952788,5384.89390606104,5465.273759685045,5543.130116650415,5618.5220019222315,5691.509183977928,5762.15187382859,5830.51046274969,5896.64529433477,5960.616466976954,6022.483663319654,6082.306003605259,6140.141920194245,6196.049050831868,6250.084148509828,6302.303006009831,6352.760393428443,6401.510007171061,6448.60442907001,6494.095094430215,6538.032267937642,6580.465026482801,6621.441248055649,6661.007605960805,6699.209567684265
H,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524,35442.7600115524
beta,9.934139146239742,9.934139146239742,9.923483897955283,9.910405952251244,9.894371682299054,9.874738618095458,9.85073760794988,9.821454280012665,9.78581107252395,9.74255186532956,9.690232240204525,9.627219594444082,9.551708609787081,9.461758666739101,9.355360218210102,9.230536200753544,9.085481436716568,8.918736969137536,8.729387298534421,8.517257723985535,8.283079264363032,8.028584153943546,7.756499801718566,7.47042507054584,7.174596973658207,6.873581099746028,6.571936306427113,6.273907280396111,5.9831872055027535,5.702772459655384,5.43490984810665,5.181120774820064,4.942278719279262,4.718715723661024,4.510337711573574,4.316734524582975,4.137276494693318,3.971194081968608,3.8176403021433485,3.6757375154138723,3.5446109902892866,3.4234118487060328,3.3113318245106296,3.2076119241403545,3.1115466877070768,3.0224853772171407,2.9398310967186094,2.863038585782183,2.791611220635633,2.7250975991712476,2.6630879681127984,2.605210664355966,2.5511286804829143,2.5005364206323004,2.4531566824991033,2.4087378805773483,2.367051512085148,2.3278898582859715,2.291063908649975,2.2564014924077562,2.223745600763307,2.192952882806549,2.163892298614411,2.136443913886623,2.110497821545541,2.0859531769156288,2.0627173343070684,2.0407050740074073,2.019837909804607,2.000043468206484,1.9812549314775338,1.963410537482716,1.9464531301106351,1.9303297547503742,1.9149912939224196,1.9003921387210647,1.8864898922198985,1.873245101429404,1.860621014782919,1.8485833624688959,1.8371001572296386,1.8261415135131094,1.8156794830998493,1.8056879055349098,1.7961422718781357,1.787019600448469,1.7782983233812104
