beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
2.3055597632112814,0.2084597193530195,0.7180621807901642,0.17857804462080362,0.045773440614756654,0.06580580489867652,0.3433440786807015,0.004802269521911387,0.041289922753525554,0.2179823042629291,0.8400000000000001,6.136492061731162e-06,0.0,0.059120536248287545,0.0,0.0557778165683839,0.044068481498082956,0.9872761908103488,0.9872815242342474,2021-06-10
