beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
4.732779196140447,0.04,0.07214604499415941,0.5,0.14346801347327223,0.17281177426118538,0.01402299224594717,0.4990444423489238,0.8312720888228708,0.14745585931496155,0.05,0.9,0.1994199873318781,41.898933959040235,0.9911069980888145,0.9658241752430753
