series,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,3866.6110693606183,3864.4990302050096,3861.918667230308,3858.767112418497,3854.9193852288504,3850.2238772946425,3844.4970331229765,3837.5171436528185,3829.0171946312826,3818.676760821472,3806.113021935102,3790.871112765892,3772.4142284248687,3750.114209497777,3723.2437556772047,3690.971978329227,3652.3657021772997,3606.399723164607,3551.9800104327246,3487.98437869508,3413.325074466896,3327.036475404001,3228.3880632110877,3117.017483562444,2993.070862210215,2857.328692327811,2711.2881589741637,2557.170719805159,2397.8312046420187,2236.5633116295103,2076.8228322613636,1921.9153609855525,1774.7085487313964,1637.4230418111727,1511.532929317957,1397.7759899702965,1296.248769297151,1206.5493884761336,1127.9323575075487,1059.449526626849,1000.0634591066352,948.7296110280798,904.4500875356986,866.3046649905564,833.4653004964798,805.1996066465144,780.8675577846377,759.9144778369129,741.8623439259783,726.3006761139541,712.8777493398301,701.2925107509876,691.2873644473364,682.6418545703375,675.1672054040727,668.7016417096557,663.1063991272342
I,5.0,6.1120391556087945,7.469994299188622,9.127550251161678,11.149767390575903,13.615321846668508,16.619101649000786,20.27517078935883,24.720085653023006,30.116502332229317,36.65694075215298,44.56746177093219,54.110853757768936,65.5887019333067,79.34141536721786,95.74490964175195,115.20220386532883,138.12774210495576,164.92190641584708,195.93315687032214,231.4058297244421,271.41326284244855,315.77902246687233,363.99379762214164,415.14165944994215,467.8554974423579,520.3249313075335,570.3773842150315,615.6414225351655,653.7810310406408,682.7653042006591,701.1197146363384,708.102583963227,703.7675740908052,688.9041717658598,664.8802767603484,633.431442081424,596.4445344861568,555.7726585575105,513.1009577267079,469.8668337015802,427.22731503981953,386.0613755242369,346.9945229645317,310.43498286570195,276.6136801425269,245.6229929758982,217.45147432844345,192.01331337368933,169.17231851097563,148.7607815829045,130.59386385516603,114.48023738778407,100.2296997872261,87.65840899604568,76.59229089125351,66.86907529542438
R,0.0,1.0,2.222407831121759,3.7164066909594835,5.5419167411918195,7.771870219307001,10.494934588640703,13.81875491844086,17.873789076312626,22.817806206917226,28.84110667336309,36.172494823793684,45.08598717798012,55.908157929533914,69.02589831619525,84.89418138963883,104.04316331798923,127.083604091055,154.70915251204616,187.6935337952156,226.88016516928002,273.16133111416843,327.44398368265814,390.59978817603263,463.398547700461,546.4268795904494,639.9979790789209,744.0629653404276,858.1384421834339,981.266726690467,1112.0229328985952,1248.575993738727,1388.7999366659947,1530.4204534586402,1671.1739682768011,1808.954802629973,1941.9308579820427,2068.6171463983273,2187.9060532955586,2299.0605850070606,2401.680776552402,2495.6541432927183,2581.0996063006824,2658.3118814055297,2727.710785998436,2789.7977825715766,2845.120518600082,2894.2451171952616,2937.7354120609502,2976.138074735688,3009.972538437883,3039.724694754464,3065.843467525497,3088.739515003054,3108.785454960499,3126.3171367597083,3141.635594937959
G,5.0,7.1120391556087945,9.69240213031038,12.84395694212116,16.691684131767722,21.38719206597551,27.11403623764149,34.09392570779969,42.59387472933563,52.93430853914654,65.49804742551606,80.73995659472587,99.19684093574905,121.4968598628406,148.3673136834131,180.63909103139076,219.24536718331802,265.2113461960107,319.63105892789315,383.62669066553764,458.28599489372203,544.5745939566169,643.2230061495304,754.5935857981742,878.540207150403,1014.2823770328072,1160.3229103864544,1314.4403495554593,1473.7798647185996,1635.047757731108,1794.7882370992547,1949.6957083750658,2096.902520629222,2234.188027549446,2360.0781400426617,2473.8350793903223,2575.3623000634675,2665.061680884485,2743.67871185307,2812.1615427337697,2871.5476102539837,2922.8814583325393,2967.160981824921,3005.306404370063,3038.1457688641394,3066.411462714105,3090.7435115759813,3111.696591523706,3129.7487254346406,3145.3103932466647,3158.7333200207886,3170.318558609631,3180.323704913282,3188.969214790281,3196.443863956546,3202.909427650963,3208.504670233385
