series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,15753.890297508682,15749.06776089953,15742.870806208244,15734.927556522938,15724.778187220834,15711.862056916809,15695.508006646713,15674.931618257371,15649.244706192998,15617.48348195318,15578.661829174269,15531.853782827879,15476.30354977154,15411.55220593402,15337.5596606472,15254.793127576644,15164.254489079076,15067.431132167352,14966.174864276369,14862.533146191885,14758.567638931741,14656.193456824909,14557.06140684421,14462.491159610052,14373.451346336326,14290.575666482642,14214.202079369268,14144.423445565044,14081.140806629712,14024.113548670668,13973.00329074049
I,7.0,9.022536609151071,11.61047665677666,14.909535679372814,19.09509070972687,24.373184729861393,30.97796110801262,39.16316505414817,49.184811096862916,61.27211089793488,75.5849193176734,92.15899793699445,110.84563181853578,131.2587229286413,152.7477790440047,174.41520049695984,195.1877587957435,213.93601218916933,229.61787520448536,241.41244320717522,248.81297318444868,251.6619660175024,250.12922959120016,244.6477849888774,235.8284842670526,224.3727704139142,210.99724936172282,196.37698342125702,181.10882898808572,165.69255535189478,150.5257911413148
IH,1.4000000000000001,2.683521334169898,4.264762238335307,6.232033415687855,8.695441310371034,11.79100702186214,15.684643420191652,20.57528825636216,26.696076892069765,34.311950954809404,43.71165151350773,55.19186762738258,69.03175642484636,85.45750643978587,104.5992679288901,126.44626432686064,150.80909573482887,177.29947444666539,205.33552957312358,234.17538423388137,262.97470407116344,290.85805393857095,316.99133423585374,340.6438032315964,361.23212042672304,378.3436491070738,391.74037213751063,401.34739636816585,407.2310721500249,409.5716008272155,408.63414502169917
IN,1.4000000000000001,2.7177069415606123,4.362465394702985,6.428131712011103,9.032188406005229,12.320287684857067,16.47072880622934,21.698159136267336,28.25535794864841,36.43144886595389,46.54440293799979,58.92547160796074,73.89358742492935,91.71919285416814,112.57961394163817,136.51165492959416,163.37043674557282,192.80495072017027,224.25893238870538,257.0003978377321,290.176208794734,322.8820264972916,354.2351700753852,383.43880488483944,409.82953904095984,432.90514574688103,452.3332080741926,467.94416999930485,479.7134545920394,487.7373008518685,492.2062446350531
D,0.01,0.03465843958816446,0.08192376008972083,0.15703974724106096,0.26680561830689037,0.41995991419561446,0.6276369387186219,0.9038932474605483,1.2662893206595311,1.7364918915767422,2.340834155699049,3.1107349543738545,4.082838764122271,5.298706903741526,6.803884589384837,8.646209395949668,10.873329088844645,13.52955550064678,16.65236148611564,20.268971308460372,24.393542426436348,29.025360893260782,34.148293573100304,39.7315161911192,45.73133379331127,52.09377694963048,58.75760838896796,65.65739860368072,72.72639898026037,79.89902954528525,87.11288424244646
R,0.0,0.1741132846813259,0.5098632505324151,1.0460004314310738,1.8325842434370658,2.933801241096146,4.431320588815914,6.428173557070529,9.053056057442136,12.464812945224969,16.856660409532395,22.459442554091154,29.54293330470813,38.413962448324895,49.410091357563864,62.88784078267439,79.20518806461645,98.69917248467775,121.66073457988331,148.3099547295482,178.77523010015832,213.07943333714832,251.1348631889333,292.74722860219765,337.6274736443095,385.4092888085393,435.6697801770191,487.95090355122807,541.7797361685576,596.6862622617473,652.2179417276757
G,7.0,11.822536609151072,18.01949130043709,25.962740985743906,36.11211028784709,49.02824059187236,65.38229086196814,85.95867925130875,111.64559131568276,143.4068155554999,182.22846833441236,229.03651468080278,284.5867477371419,349.3380915746617,423.3306368614816,506.09716993203864,596.6358084296062,693.4591653413294,794.7154332323131,898.3571513167971,1002.3226585769406,1104.6968406837739,1203.8288906644725,1298.3991378986298,1387.438951172356,1470.3146310260386,1546.6882181394128,1616.4668519436361,1679.7494908789677,1736.776748838011,1787.887006768189
H,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726,8310.391898046726
beta,40.175781929159854,40.17578192915981,40.0653995618533,39.92444567750466,39.7452150132192,39.51853403073508,39.23377097116363,38.87904634551486,38.44174760159272,37.9094519935913,37.2713209392854,36.51992467182586,35.653281634105895,34.67668915590297,33.603775338074556,32.456243747271564,31.262086986595758,30.05253806951276,28.858480921547116,27.70720746005944,26.62020840657152,25.61225847761243,24.69164219751777,23.861131093403678,23.11929080868206,22.461794156509207,21.882552378201446,21.374592553075875,20.93068342995086,20.543748414404583,20.207115287230867
