beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
46.87180657421844,0.3,0.2047524308416767,0.12088081832634366,0.15981338797290479,0.04,0.05007714522065509,0.005407272946176147,0.10138009611502428,0.0018463452634247454,0.9400000000000002,0.02102152540766508,0.0008408067687740067,0.051130176632710286,9.490865110781478,2021-03-17,0.3996010357817574,0.07142857142857142,10.0,2021-11-14,0.00870738563359431,0.20128485179470304,0.996065128124233,0.16124153328229307
