series,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,22385.971803147466,22380.01739810088,22371.22770909867,22358.52922225375,22340.703382514363,22316.567159129576,22285.235042840824,22246.360792964213,22200.231666125015,22147.669271287665,22089.810173793892,22027.88196070619,21963.046087934756,21896.317908898418,21828.54277281313,21760.403181673486,21692.43918475487,21625.072029697825,21558.6264206084,21493.349682114134,21429.42754482488,21366.9968537651,21306.155684262834,21246.971356240083,21189.486778226597,21133.725476503,21079.695592885502,21027.393073571744
I,10.0,15.154405046586348,22.731741645068006,33.61168915838488,48.74859376510267,68.98492964868153,94.79825156554016,126.08864131690667,162.13067685075038,201.72261754004083,243.44390563060983,285.89660626786633,327.86075053787033,368.3600695311791,406.6664000539749,442.27267918929874,474.8548617727737,504.2336278879943,530.3405467463768,553.1900415009338,572.8569754701136,589.4591084922849,603.1435493151688,614.0763933927052,622.4348599347738,628.4013728635892,632.1591466519994,633.8889342335984
IH,0.4,0.578790193263065,0.8648812281441293,1.295850370626435,1.923680911846182,2.809781955617727,4.015300833127176,5.586671092531991,7.540650663503699,9.85571304767273,12.474166802948432,15.313402958961543,18.280579937084468,21.285401071295418,24.24845520929406,27.10512098516015,29.806231715960806,32.316849293261775,34.614184442508815,36.6853136851539,38.525037469249426,40.13402625528936,41.517290116211676,42.68295278169732,43.64128917790306,44.40398071330745,44.9835456479977,45.39290791623852
IN,0.4,0.7580004383167082,1.2845874247675497,2.0589768186100055,3.187254075201203,4.802539640475969,7.057675426756667,10.108557303311473,14.090715516013937,19.096432901352586,25.160233074026213,32.25619239685419,40.30519179196932,49.18762084142482,58.75737733371249,68.8545731016822,79.31582554385207,89.98194524628744,100.7032847124221,111.34317203730348,121.77986264235555,131.90738952908404,141.6356225112535,150.88977932332816,159.6095735738653,167.74813764485756,175.2708219237198,182.15394354813344
D,0.01,0.031209806736934978,0.06189987708779211,0.10775978633614199,0.1764716261385726,0.2784738770480435,0.4274612076769915,0.6403705943301949,0.9366011297687572,1.3364404878778922,1.8590349103674597,2.5204715781045257,3.332457371215482,4.301776289977114,5.430424397577925,6.716187019223803,8.153422963415021,9.733883999044597,11.447469318686437,13.28286972464202,15.228090758006896,17.270862256146792,19.398949607271195,21.60038385628647,23.863626804940274,26.177685077975315,28.532184701174913,30.917415475015222
R,0.0,0.24199956168329192,0.6109838737274367,1.1783047597597658,2.042420254817181,3.338918896069613,5.2480712735450386,7.996769876175427,11.851492862415224,17.10132788285844,24.03428893562281,32.91316923949344,43.956735574573734,57.329026515175286,73.13637333978248,91.4300611786188,112.21227639660096,135.44346702305694,161.04989731907293,188.93072408530102,218.96429198286324,251.01356284956404,284.93070733473064,320.5609375533686,357.7456754293883,396.3251503447385,436.1405113370736,477.0355284027388
G,10.0,15.954405046586347,24.744094048794913,37.44258089371723,55.268420633105805,79.40464401789288,110.73676030664602,149.61101018325576,195.740137022452,248.30253185980246,306.1616293535747,368.08984244128,432.92571521271327,499.65389424905163,567.4290303343417,635.5686214739836,703.5326183926024,770.899773449645,837.345382539067,902.6221210333342,966.5442583225888,1028.9749493823692,1089.816118884636,1149.0004469073858,1206.485024920871,1262.2463266444684,1316.2762102619656,1368.5787295757245
H,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482,11196.94081603482
beta,24.92751268052887,24.927512680528594,24.287942305684805,23.401622415104452,22.229666732286994,20.76954134549076,19.07324722356038,17.244912683289154,15.41192251744412,13.685761464068506,12.136837990179938,10.792304301302288,9.648285472670931,8.684479532711942,7.874868063229944,7.193711425499498,6.618177117237619,6.1290823148445615,5.710753866063275,5.350557706542326,5.038361839289922,4.766042284171494,4.527066861481378,4.3161592659956565,4.129033790838109,3.962188035203211,3.8127415685512815,3.678310370422341
