beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
43.90461423553658,0.2,0.8385099026182056,0.04663253037296365,0.18244598174898696,0.04851056383294105,0.49542925113755415,0.02863484468637001,0.17713617990888011,0.03891463377400967,0.9200000000000002,2.484201502185532e-12,0.0,0.06701934626337877,0.0,0.019773967686897945,0.04710318167379271,0.997980260811011,0.9861993175320755,2021-06-10
