County/State,Fips Code,State Name,6d filter,County,County Name,Date,Date of Latest Data,State Fips Code,Avg Pos Tsts/Day,Cases per 1000,Cases per 1000 State,County Pop Density,Ct Testing Inc,Ct Testing Inc 7D Avg,Ct Testing Neg Inc,Ct Testing Neg Inc 7D Avg,Ct Testing Neg Rolltot,Ct Testing Pos Inc,Ct Testing Pos Inc 7D Avg,Ct Testing Pos Rolltot,Ct Testing Rolltot,Cumulative Cases,Cumulative Cty Cases,Cumulative Cty Deaths,Cumulative Deaths,Cur Date,Dhc County Icu Beds,Dhc County Licensed Beds,Dhc County Staffed Beds,Est Active Cases,Est Deaths,Hosp Est,Hosp. High Est,Hosp. Low Est,Hospitalization,ICU,ICU Est,ICU High Est,ICU Low Est,Ihme Allbed,Ihme Allbed Hi,Ihme Allbed Lo,Ihme Allbed Peak,Ihme Icubed,Ihme Icubed Hi,Ihme Icubed Lo,Ihme Vent,Ihme Vent Hi,Ihme Vent Lo,Latest Case Count,Live Data,Number of Records,Nyt Cases,Nyt Cases Inc,Nyt Deaths,Nyt Deaths Inc,Pct of Pop Tsted,Pct Pop Test Neg Rolltot,Pct Pop Test Pos Rolltot,Pct Pop Test Rolltot,Pct Testing Positive,Sah Period,State Day Count,State Pop Density,Total County Female Pop,Total County Land Area,Total County Male Pop,Total County Pop,Total State Female Pop,Total State Land Area,Total State Male Pop,Total State Pop,Total State Population,Vent Est.,Vent High est,Vent Low Est,Vent. Use
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/13/2020,,17,,0.00,0.00,5512.638972634,11743,12350.142857143,10628,10760.857142857,268850,1115,1589.285714286,56287,325137,291084,143633,5223,8859,,1299,18128,18615,56406,2589,,,,2775,748,,,,2775,2775,2775,,748,748,748,663,663,663,0,1,1,56406,936,2589,140,,0.051590181,0.010801028,0.062391209,12.87%,1,111,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,663
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/5/2020,,17,,0.00,0.00,5512.638972634,9019,10239.714285714,7562,8482.428571429,192316,1457,1757.285714286,45271,237587,291084,143633,5223,8859,,1299,18128,18615,45223,1922,,,,2841,776,,,,2841,2841,2841,,776,776,776,693,693,693,0,1,1,45223,1508,1922,120,,0.036903914,0.008687146,0.045591059,17.16%,1,103,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,693
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,4/28/2020,,17,,0.00,0.00,5512.638972634,10127,8678.285714286,8583,7180.428571429,134878,1544,1497.857142857,33447,168325,291084,143633,5223,8859,,1299,18128,18615,33449,1457,,,,2675,735,,,,2675,2675,2675,,735,735,735,658,658,658,0,1,1,33449,1496,1457,110,,0.025882017,0.006418214,0.032300231,17.26%,1,96,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,658
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/7/2020,,17,,0.00,0.00,5512.638972634,12143,10705.571428571,10339,8944.142857143,210323,1804,1761.428571429,48387,258710,291084,143633,5223,8859,,1299,18128,18615,48341,2110,,,,2857,779,,,,2857,2857,2857,,779,779,779,694,694,694,0,1,1,48341,1652,2110,106,,0.040359314,0.009285081,0.049644395,16.45%,1,105,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,694
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/27/2020,,17,,0.00,0.00,5512.638972634,11171,15023.428571429,10448,13729.142857143,448343,723,1294.285714286,74320,522663,291084,143633,5223,8859,,1299,18128,18615,74521,3455,,,,2229,590,,,,2229,2229,2229,,590,590,590,520,520,520,0,1,1,74521,702,3455,101,,0.086033463,0.014261418,0.100294881,8.62%,1,125,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,520
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,4/18/2020,,17,,0.00,0.00,5512.638972634,5065,4537.857142857,3956,3536.571428571,75621,1109,1001.285714286,20393,96014,291084,143633,5223,8859,,1299,18128,18615,20395,860,,,,2246,626,,,,2246,2246,2246,,626,626,626,563,563,563,0,1,1,20395,1004,860,100,,0.014511070,0.003913255,0.018424324,22.07%,1,86,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,563
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/20/2020,,17,,0.00,0.00,5512.638972634,13826,14460,12256,12977,356447,1570,1483,66017,422464,291084,143633,5223,8859,,1299,18128,18615,66213,3074,,,,2553,680,,,,2553,2553,2553,,680,680,680,600,600,600,0,1,1,66213,1522,3074,94,,0.068399350,0.012668138,0.081067488,10.26%,1,118,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,600
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,4/16/2020,,17,,0.00,0.00,5512.638972634,3979,4179.857142857,3177,3246.857142857,67988,802,933,18084,86072,291084,143633,5223,8859,,1299,18128,18615,18087,722,,,,2128,597,,,,2128,2128,2128,,597,597,597,539,539,539,0,1,1,18087,781,722,92,,0.013046357,0.003470176,0.016516534,22.32%,1,84,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,539
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,4/30/2020,,17,,0.00,0.00,5512.638972634,9109,9582.857142857,7340,7996.428571429,149608,1769,1586.428571429,36511,186119,291084,143633,5223,8859,,1299,18128,18615,36513,1608,,,,2722,747,,,,2722,2722,2722,,747,747,747,668,668,668,0,1,1,36513,1633,1607,91,,0.028708588,0.007006171,0.035714759,16.55%,1,98,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,668
"COOK, ILLINOIS",17031,ILLINOIS,False,COOK,COOK,5/19/2020,,17,,0.00,0.00,5512.638972634,12138,14162.428571429,11121,12744.428571429,344541,1017,1418,64512,409053,291084,143633,5223,8859,,1299,18128,18615,64691,2980,,,,2593,691,,,,2593,2593,2593,,691,691,691,611,611,611,0,1,1,64691,1001,2980,91,,0.066114683,0.012379341,0.078494023,10.01%,1,117,230.588265596,2680658,945.33,2530605,5211263,6509545,55518.97,6292478,12802023,12802023,,,,611
