series,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,41155.74845256296,41150.26779596336,41145.218122481245,41138.88380860463,41130.45151712425,41119.18124296263,41104.22295183626,41084.581254935365,41059.13250802283,41026.67871849439,40986.03311440473,40936.125164885365,40876.10390033285,40805.41620205278,40723.844324239704,40631.50024036848,40528.786082994295,40416.335234587365,40294.94773145334,40165.52954902719,40029.04087573495,39886.455089825475,39738.72809634124,39586.77668227282,39431.46422229761,39273.59210602111,39113.89545981164,38953.041988743484,38791.63301006111,38630.20596484071,38469.23787224772,38309.14933226013,38150.308792574804,37993.03687915031,37837.61065272989,37684.267700303775,37533.210004582106,37384.60755917083,37238.60171463274,37095.30825279468,36954.820194919725,36817.2103547526,36682.53365075856,36550.82919370211,36422.12216649135,36296.42551326975,36173.74145430858,36054.06284251083,35937.37437640746,35823.65368349636,35712.87228670547,35604.996465697266,35499.988023699836,35397.804969567755,35298.40212385554,35201.731656831515,35107.74356557329,35016.38609656642,34927.60611957269,34841.34945794083,34757.56117999589,34676.185855659984,34597.16778202212,34520.45118118442,34445.980373361555,34373.699927896625,34303.55479457564,34235.49041737144,34169.45283252306,34105.38875265565,34043.24563846621,33982.97175933986,33924.51624411787,33867.8291231101,33812.86136232998,33759.564890827336,33707.892621902676
E,0.0,5.480656599603907,8.648340879376837,12.012922232643604,16.320125866429258,21.9862721095706,29.394751282220454,38.942656770856615,51.018980467081754,65.9534876598226,83.95148568683791,105.03154082681905,128.98628266461247,155.38169829330127,183.5974365426619,212.8964478261299,242.50461712320646,271.6824009530798,299.7775520181025,326.2558574881257,350.71233357296455,372.8678730481843,392.5566838396901,409.7090228582061,424.3325082357073,436.49412720441774,446.3041276526958,453.9023210114456,459.4468970376891,463.1056012647727,465.0489994102921,465.44550623665583,464.4578572559748,462.2407283710204,458.93924692173783,454.6881790804253,449.6116182747156,443.82303489925266,437.42557807184716,430.51254552416776,423.1679582728129,415.4671930823051,407.4776385547027,399.2593505863254,390.86569048326203,382.343934708413,373.7358494484881,365.0782262702586,356.4033773467857,347.73959028651325,339.1115436554874,330.54068497303956,322.0455733819599,313.6421894200919,305.34421440772314,297.1632819563854,289.10920403103455,281.19017388215354,273.4129480238417,265.78300928047895,258.30471276653356,250.98141650736392,243.8155982573417,236.80895992775592,229.96252090220062,223.2767013922128,216.75139687101677,210.38604451820626,204.17968251267797,198.1310029246086,192.23839887914266,186.50000659409545,180.9137428307338,175.47733823994946,170.18836703528464,165.04427337873835,160.04239482455492
I,6.0,5.601805016652004,7.112025776438024,9.609762802182466,13.097090758945225,17.832019371316022,24.198394548932143,32.686239408779116,43.88941319891203,58.495938174957516,77.26141271635066,100.96178927072657,130.32789898587714,165.9708623761769,208.31220780986916,257.5324677109561,313.54709967277023,376.0113505609928,444.34939705077625,517.7996572136831,595.4676501074495,676.3791913719023,759.528907257088,843.9212155440609,928.6026577466748,1012.6856684147384,1095.3645886974052,1175.9250857140873,1253.7482433828172,1328.310540893403,1399.180803055537,1466.0150401211731,1528.5499230390228,1586.5954801566165,1640.0274612261567,1688.7796968913865,1732.8366862050843,1772.2265690904505,1807.014582261301,1837.297053064857,1863.1959532827568,1884.8540117084742,1902.4303682625086,1916.0967418188297,1926.0340774323784,1932.429635197014,1935.4744816833618,1935.3613451586189,1932.2827970841652,1926.4297243541128,1917.9900591076566,1907.1477355236384,1894.081845647314,1878.9659689100476,1861.9676525176951,1843.2480222615932,1822.9615055233887,1801.2556502898208,1778.2710258630914,1754.1411926496855,1728.9927299423728,1702.9453119860823,1676.1118238491588,1648.5985097186133,1620.5051472128798,1591.9252421695012,1562.9462391288569,1533.6497434085836,1504.1117512561189,1474.4028850874345,1444.588631276402,1414.7295783584932,1384.8816538611156,1355.0963582766403,1325.4209949582742,1295.8988949480488,1266.569635944472
R,0.0,0.3981949833479963,0.7699634259020741,1.2419589235052841,1.8797188133374911,2.7489181194483896,3.9323548955521117,5.538301447962159,7.707550874143395,10.620308233792413,14.50243975504285,19.629957580047837,26.330370579621317,34.9796898406981,45.994483970720495,59.819296657393025,76.91065277268179,97.719466461517,122.67377204073236,152.16338883395338,186.52759314758683,226.04629831738788,270.9347651249322,321.34153188785854,377.34906428295653,438.97655092268025,506.1842764012071,578.8790570939318,656.9203020813338,740.1263455640673,828.2807778494033,921.1385739449926,1018.4318796931531,1119.8753648850038,1225.1710916851655,1334.0128762873665,1446.0901435010499,1561.0912894024216,1678.706577597063,1798.6306011792506,1920.5643460876645,2044.216893019578,2169.306794987188,2295.56316645569,2422.7265181559733,2550.5493693877834,2678.796667122525,2807.2460386232547,2935.6879017245533,3063.925454425978,3191.7745630943564,3319.0635663690223,3445.6330098338562,3571.3353246650686,3696.034461782,3819.6054915134655,3941.934177435246,4062.916531824567,4182.45835910334,4300.474792691969,4416.889829858165,4531.635868409534,4644.653248434342,4755.889801732174,4865.30041108633,4972.846581104626,5078.496021987449,5182.222247264737,5284.0041862711105,5383.82581189527,5481.6757839412085,5577.547108270511,5671.43681175324,5763.345632936269,5853.277728239418,5941.240393408834,6027.243799891256
G,6.0,6.0,7.881989202340098,10.851721725687751,14.976809572282717,20.580937490764413,28.130749444484255,38.22454085674127,51.596964073055425,69.11624640874993,91.76385247139352,120.59174685077441,156.65826956549847,200.950552216875,254.30669178058966,317.3517643683491,390.457752445452,473.7308170225098,567.0231690915086,669.9630460476365,781.9952432550363,902.4254896892901,1030.4636723820201,1165.2627474319193,1305.9517220296311,1451.6622193374185,1601.5488650986122,1754.8041428080192,1910.668545464151,2068.4368864574703,2227.46158090494,2387.1536140661656,2546.9818027321758,2706.47084504162,2865.198552911322,3022.792573178753,3178.9268297061344,3333.3178584928723,3485.7211598583644,3635.927654244108,3783.7602993704218,3929.070904728053,4071.737163249697,4211.659908274521,4348.760595588353,4482.9790045847985,4614.271148805888,4742.607383781874,4867.970698808719,4990.355178780092,5109.764622202014,5226.211301892661,5339.714855481171,5450.301293575117,5558.002114299696,5662.853513775059,5764.895682958634,5864.1721821143865,5960.72938496643,6054.615985341654,6145.882559800537,6234.581180395615,6320.765072283499,6404.488311450786,6485.805558299208,6564.771823274125,6641.4422611163045,6715.8719906733195,6788.115937527228,6858.228696982703,6926.264415217608,6992.276686629001,7056.318465614353,7118.441991212907,7178.69872319769,7237.139288356881,7293.813435835725
