beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
29.239529136544526,0.3,0.17721274498666165,0.2,0.2,0.2,0.5,0.02347701781992429,0.07537292149312569,0.007115985367585915,0.8,0.004718052363707928,0.016382862862219152,0.05843300981845059,3.3992842276283084,2021-03-20,0.4012565261473769,0.033393603971848485,3.0414962015568694,2021-06-18,0.14366247779503463,0.06977310188939564,0.8793993709110243,0.985302883051741
