beta,betaEI,gamma,eta,theta,Geo,c1,RMSE,R2
99.43215037540902,0.3960533543181802,0.0679588357956309,0.013220098742095652,1.0,0.98,0.9900000000000001,42.78207440502911,0.9995983431483736
