beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
66.58022548352672,0.20293843981242976,0.10034620711813849,0.2,0.12164121232405473,0.04,0.12821346184198565,0.023785430054241413,0.11734591707518795,0.34375227375464273,0.047794077054461155,0.9700000000000002,0.06195812352273581,0.42259156800705383,0.7765739960550123,0.9799161343284293,0.9991520739534699,0.9842177915149285
