beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.3700164039343634,0.2000409933565867,0.8060137170082634,0.056593990783408536,0.1138081673108664,0.044047528174307564,0.21275817238834058,0.01749131076674972,0.15123778638778843,0.7348356408824709,0.05305341229897244,0.6319175774168203,0.81,0.005192740055038238,0.012275708895482882,0.02704239624910766,0.9991797892984221,0.9949777190590406,2021-04-15
