series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,21164.381843782605,21161.85851750928,21158.78155984395,21155.032015123823,21150.466583467816,21144.913221513267,21138.166228140875,21129.980896674282,21120.06790482448,21108.08774117839,21093.645638564154,21076.287701414007,21055.49916709525,21030.706003003157,21001.281258731695,20966.5576805046,20925.84793841468,20878.473290927894,20823.80052373163,20761.28555816374,20690.52040201765,20611.2784840549,20523.552386996937,20427.578065688183,20323.841054578173,20213.06275511193,20096.168043493435,19974.238323650614,19848.456040287983,19720.047202664173,19590.227740279795,19460.157937469932,19330.907309495775,19203.430542021044,19078.55379118938,18956.969818993795,18839.240070966564,18725.801776717108,18616.97834197858,18512.991595505875,18413.974777590793
I,6.0,7.3251564228860255,8.939317158943997,10.903725161842702,13.291737693452424,16.19080642063076,19.704577108441384,23.95500354053717,29.084301555438227,35.25647632739512,42.6580377802691,51.49737913922085,62.002145614439215,74.41379278358218,88.97847656003451,105.9335001284331,125.48885455080192,147.80400835611894,172.96105778800904,200.93656923230776,231.57570219428365,264.5731160798148,299.46529131721064,335.637898741119,372.3497080284396,408.77164183147687,444.03671062385297,477.29453060711023,507.7634945776375,534.774513808748,557.8021929883689,576.4817007737093,590.6118298817728,600.1463827103956,605.1769166065076,605.910099525552,602.6426453315001,595.736231543505,585.5941343738187,572.6406747798035,557.3040274189002
IH,0.5546830832222447,1.0908864911822937,1.7317328629321733,2.500453575013325,3.4251677719497606,4.539839460296845,5.885385770762296,7.510942408476819,9.475282369836668,11.848368038894753,14.712992767327552,18.16643390195307,22.321993289275902,27.310243199218906,33.27972767778765,40.39679833690533,48.84420267243191,58.81801289449048,70.52251133906852,84.16276409199803,99.9348389399374,118.01395695972113,138.5412737319852,161.61039105775484,187.25499932588815,215.43914185163717,246.05141401043522,278.9039719675277,313.7366144592594,350.2255516363664,387.9959255804682,426.6367957254284,465.71718466358334,504.80187227086486,543.4658672639692,581.3068014756457,617.9548178001374,653.0798115535966,686.3961117996424,717.6648466882439,746.6943298370568
IN,0.6434867672162373,1.1713727727399061,1.7465455032688335,2.391505094079413,3.1312777600631243,3.9942612247830733,5.013130631363241,6.225806896256631,7.676477814019883,9.416645289292505,11.506148233717802,14.014078428593455,17.019465206164682,20.61155492679702,24.889456647303668,29.96087441324443,35.93961375541595,42.941556408627335,51.07886889668445,60.452371953638504,71.14226092156372,83.19771795165911,96.62634264140246,111.38465788811817,127.37111169198445,144.42290029436012,162.31755050088208,180.77957314633602,199.4917682067251,218.11009418711515,236.28055748213984,253.65641104914386,269.91407271320327,284.76651197707935,297.9733080516545,309.3470504548482,318.75616120362514,326.12452187258987,331.428477634204,334.6918736749078,335.9797789408754
D,0.01,0.018385526676052064,0.034877210033715904,0.06105700991792371,0.09885809091303835,0.1506387141020289,0.21927059787638933,0.3082440331087932,0.4217921290101381,0.56503650670744,0.7441564569331911,0.9665829146111029,1.2412174233987596,1.5786743890998034,1.9915421685643557,2.494654761421316,3.1053610193323564,3.843772513875923,4.732964975441415,5.799102411363541,7.071448954409192,8.582232829283646,10.366331198542358,12.460755170993522,14.90393089841881,17.734793853441005,20.991735926683987,24.71146482823793,28.92784850340675,33.67082125555805,38.96542243362409,44.83102440088461,51.28078704869828,58.32135488575203,65.95279289799139,74.16874118506009,82.95675696954623,92.2988060891184,102.17186396130072,112.54858731907463,123.39802170493971
R,0.0,0.1256949102787121,0.3559810539168805,0.7012576683666221,1.1763888488492582,1.8012462999651389,2.6014213837260876,3.609120080381563,4.864254940260239,6.415746292363417,8.323039830643387,10.65783783466166,13.50602500451562,16.969745331192172,21.16955184766304,26.2465054884444,32.364043220386854,39.70937253204512,48.494086902221014,58.95364778000539,71.34536060521113,85.94450575767611,103.03838774697579,122.9182450868824,145.86920911014633,172.15878069020744,202.02455907776334,235.66214943322586,273.21424759804074,314.7618300810939,360.3181748686579,409.8261442139551,463.1588298300199,520.1233497679156,580.4673376235485,643.8875019981498,710.0395613616777,778.5488658571306,849.0210838854995,921.0524356651421,994.2390781404812
G,6.0,8.523326273324507,11.600283938657117,15.349828658781504,19.915260314789123,25.468622269339363,32.21561564173091,40.40094710832249,50.31393895812667,62.29410260421476,76.73620521845255,94.09414236860167,114.88267668735571,139.67584077945162,169.10058505091476,203.8241632780101,244.53390536793052,291.90855285471935,346.581320050986,409.0962856188748,479.8614417649667,559.1033597277163,646.829456785678,742.8037780944294,846.5407892044389,957.3190886706841,1074.213800289179,1196.1435201319991,1321.9258034946308,1450.3346411184427,1580.1541035028204,1710.2239063126826,1839.474534286839,1966.9513017615686,2091.8280525932323,2213.412024788817,2331.1417728160477,2444.5800670655017,2553.4035018040263,2657.390248276733,2756.4070661918145
H,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933,10582.18568961933
beta,11.26174788994965,11.26174788994965,11.24967669199285,11.234991979459036,11.21714910099489,11.195500045447094,11.169278654666368,11.137586074090732,11.09937782822046,11.053454586653402,10.998459516228928,10.932886036843668,10.855100669275453,10.763386218303811,10.656010363707017,10.531323300241695,10.387884823786973,10.224615874435912,10.040962273498804,9.837050449254319,9.613808662603043,9.3730256362071,9.11732412304534,8.850040361912594,8.575018948543455,8.29635097715732,8.018095231347997,7.744023735812481,7.477424198882954,7.220976648914342,6.976705395997036,6.745994917126262,6.529651534046146,6.3279915728832465,6.140939354550174,5.968122828131209,5.808959308241464,5.662727670087663,5.528626147967186,5.405816614490389,5.293457109366053
