percent_dc,mc_se,percent_dc_unw,dc_se_unw,sample_size,country,region,iso_code,gid_0,gid_1,survey_date
0.297923,0.036744,0.322034,0.030416,236.0,India,Gujarat,IND,IND,IND.11_1,20200914
0.244484,0.034212,0.281818,0.030331,220.0,India,Gujarat,IND,IND,IND.11_1,20200915
0.355861,0.038347,0.355649,0.030965,239.0,India,Gujarat,IND,IND,IND.11_1,20200916
0.253223,0.036923,0.300469,0.031413,213.0,India,Gujarat,IND,IND,IND.11_1,20200917
0.293548,0.040709,0.29717,0.031388,212.0,India,Gujarat,IND,IND,IND.11_1,20200918
0.224064,0.034264,0.237864,0.029665,206.0,India,Gujarat,IND,IND,IND.11_1,20200919
0.303986,0.036036,0.338843,0.030426,242.0,India,Gujarat,IND,IND,IND.11_1,20200920
0.258479,0.035364,0.281553,0.031336,206.0,India,Gujarat,IND,IND,IND.11_1,20200921
0.342399,0.037877,0.337302,0.029783,252.0,India,Gujarat,IND,IND,IND.11_1,20200922
0.257758,0.03297,0.298755,0.029484,241.0,India,Gujarat,IND,IND,IND.11_1,20200923
0.282809,0.039491,0.322917,0.033745,192.0,India,Gujarat,IND,IND,IND.11_1,20200924
0.317328,0.037747,0.339207,0.031423,227.0,India,Gujarat,IND,IND,IND.11_1,20200925
0.298879,0.036465,0.360996,0.030938,241.0,India,Gujarat,IND,IND,IND.11_1,20200926
0.241454,0.034455,0.300926,0.031208,216.0,India,Gujarat,IND,IND,IND.11_1,20200927
0.218647,0.034558,0.248677,0.031441,189.0,India,Gujarat,IND,IND,IND.11_1,20200928
0.243511,0.034769,0.295775,0.031271,213.0,India,Gujarat,IND,IND,IND.11_1,20200929
0.283688,0.040609,0.315217,0.034251,184.0,India,Gujarat,IND,IND,IND.11_1,20200930
0.197928,0.033654,0.248588,0.032486,177.0,India,Gujarat,IND,IND,IND.11_1,20201001
0.235859,0.032067,0.297414,0.030011,232.0,India,Gujarat,IND,IND,IND.11_1,20201002
0.292482,0.040005,0.31694,0.034395,183.0,India,Gujarat,IND,IND,IND.11_1,20201003
0.300921,0.035955,0.308017,0.029989,237.0,India,Gujarat,IND,IND,IND.11_1,20201004
0.237343,0.036037,0.259434,0.030104,212.0,India,Gujarat,IND,IND,IND.11_1,20201005
0.379095,0.042123,0.387978,0.036021,183.0,India,Gujarat,IND,IND,IND.11_1,20201006
0.321362,0.042482,0.316667,0.034672,180.0,India,Gujarat,IND,IND,IND.11_1,20201007
0.329485,0.042904,0.290323,0.033282,186.0,India,Gujarat,IND,IND,IND.11_1,20201008
0.28862,0.037825,0.326425,0.033753,193.0,India,Gujarat,IND,IND,IND.11_1,20201009
0.320527,0.041403,0.33871,0.034702,186.0,India,Gujarat,IND,IND,IND.11_1,20201010
0.320917,0.039979,0.351064,0.034811,188.0,India,Gujarat,IND,IND,IND.11_1,20201011
0.26541,0.039658,0.297619,0.035275,168.0,India,Gujarat,IND,IND,IND.11_1,20201012
0.339874,0.04363,0.307263,0.034484,179.0,India,Gujarat,IND,IND,IND.11_1,20201013
0.302795,0.042488,0.335404,0.037209,161.0,India,Gujarat,IND,IND,IND.11_1,20201014
0.242009,0.04174,0.269504,0.037366,141.0,India,Gujarat,IND,IND,IND.11_1,20201015
0.297321,0.044035,0.3,0.036228,160.0,India,Gujarat,IND,IND,IND.11_1,20201016
0.32599,0.04462,0.352201,0.037881,159.0,India,Gujarat,IND,IND,IND.11_1,20201017
0.312146,0.048746,0.333333,0.04103,132.0,India,Gujarat,IND,IND,IND.11_1,20201018
0.30269,0.042561,0.313725,0.037513,153.0,India,Gujarat,IND,IND,IND.11_1,20201019
0.283129,0.042117,0.316456,0.037001,158.0,India,Gujarat,IND,IND,IND.11_1,20201020
0.27767,0.045307,0.261146,0.035057,157.0,India,Gujarat,IND,IND,IND.11_1,20201021
0.33697,0.05281,0.32,0.041723,125.0,India,Gujarat,IND,IND,IND.11_1,20201022
0.245694,0.044481,0.286822,0.039821,129.0,India,Gujarat,IND,IND,IND.11_1,20201023
0.260802,0.048247,0.275229,0.042779,109.0,India,Gujarat,IND,IND,IND.11_1,20201024
0.285796,0.049744,0.291045,0.039241,134.0,India,Gujarat,IND,IND,IND.11_1,20201025
0.274628,0.045116,0.304348,0.039169,138.0,India,Gujarat,IND,IND,IND.11_1,20201028
0.316787,0.052853,0.37069,0.044844,116.0,India,Gujarat,IND,IND,IND.11_1,20201029
0.231766,0.042458,0.348214,0.045016,112.0,India,Gujarat,IND,IND,IND.11_1,20201031
0.323025,0.047814,0.40625,0.04341,128.0,India,Gujarat,IND,IND,IND.11_1,20201101
0.293677,0.051004,0.358491,0.046579,106.0,India,Gujarat,IND,IND,IND.11_1,20201102
0.33402,0.051675,0.367521,0.044573,117.0,India,Gujarat,IND,IND,IND.11_1,20201104
0.264261,0.049808,0.232143,0.039894,112.0,India,Gujarat,IND,IND,IND.11_1,20201106
0.252999,0.04493,0.318584,0.043831,113.0,India,Gujarat,IND,IND,IND.11_1,20201107
0.338273,0.047673,0.344,0.042489,125.0,India,Gujarat,IND,IND,IND.11_1,20201108
0.383147,0.055812,0.37931,0.045051,116.0,India,Gujarat,IND,IND,IND.11_1,20201111
0.33105,0.058583,0.359223,0.047273,103.0,India,Gujarat,IND,IND,IND.11_1,20201112
0.293816,0.050735,0.348214,0.045016,112.0,India,Gujarat,IND,IND,IND.11_1,20201113
0.260528,0.051788,0.296296,0.043939,108.0,India,Gujarat,IND,IND,IND.11_1,20201115
0.378132,0.051357,0.369565,0.041089,138.0,India,Gujarat,IND,IND,IND.11_1,20201116
0.419487,0.055655,0.369565,0.041089,138.0,India,Gujarat,IND,IND,IND.11_1,20201117
0.343817,0.036865,0.390438,0.030793,251.0,India,Gujarat,IND,IND,IND.11_1,20201118
0.328932,0.036978,0.311741,0.029473,247.0,India,Gujarat,IND,IND,IND.11_1,20201119
0.402297,0.040153,0.363971,0.029173,272.0,India,Gujarat,IND,IND,IND.11_1,20201120
0.240668,0.029258,0.30566,0.0283,265.0,India,Gujarat,IND,IND,IND.11_1,20201121
0.279504,0.031868,0.325581,0.027009,301.0,India,Gujarat,IND,IND,IND.11_1,20201122
0.234136,0.03118,0.280488,0.028642,246.0,India,Gujarat,IND,IND,IND.11_1,20201123
0.289471,0.032186,0.321875,0.026117,320.0,India,Gujarat,IND,IND,IND.11_1,20201124
0.226619,0.03078,0.235088,0.025119,285.0,India,Gujarat,IND,IND,IND.11_1,20201125
0.266186,0.030279,0.294833,0.025138,329.0,India,Gujarat,IND,IND,IND.11_1,20201126
0.260239,0.029582,0.288754,0.024985,329.0,India,Gujarat,IND,IND,IND.11_1,20201127
0.21643,0.027245,0.249249,0.023705,333.0,India,Gujarat,IND,IND,IND.11_1,20201128
0.220353,0.028653,0.217523,0.022676,331.0,India,Gujarat,IND,IND,IND.11_1,20201129
0.248498,0.03094,0.29078,0.027043,282.0,India,Gujarat,IND,IND,IND.11_1,20201130
0.256057,0.030099,0.28479,0.025674,309.0,India,Gujarat,IND,IND,IND.11_1,20201201
0.290101,0.032998,0.301818,0.027682,275.0,India,Gujarat,IND,IND,IND.11_1,20201202
0.239611,0.032316,0.261194,0.026834,268.0,India,Gujarat,IND,IND,IND.11_1,20201203
0.205506,0.027468,0.242105,0.025374,285.0,India,Gujarat,IND,IND,IND.11_1,20201204
0.258546,0.031696,0.272109,0.025956,294.0,India,Gujarat,IND,IND,IND.11_1,20201205
0.22701,0.02941,0.297491,0.027369,279.0,India,Gujarat,IND,IND,IND.11_1,20201206
0.238157,0.030701,0.296943,0.030194,229.0,India,Gujarat,IND,IND,IND.11_1,20201207
0.220034,0.028744,0.266667,0.026912,270.0,India,Gujarat,IND,IND,IND.11_1,20201208
0.212849,0.03124,0.232,0.026697,250.0,India,Gujarat,IND,IND,IND.11_1,20201209
0.310432,0.040048,0.312169,0.033706,189.0,India,Gujarat,IND,IND,IND.11_1,20201210
0.351422,0.039919,0.376744,0.033047,215.0,India,Gujarat,IND,IND,IND.11_1,20201211
0.265384,0.034217,0.297414,0.030011,232.0,India,Gujarat,IND,IND,IND.11_1,20201212
0.277141,0.036121,0.283843,0.029794,229.0,India,Gujarat,IND,IND,IND.11_1,20201213
0.275491,0.030907,0.327645,0.02742,293.0,India,Gujarat,IND,IND,IND.11_1,20201214
0.244272,0.028221,0.301639,0.026281,305.0,India,Gujarat,IND,IND,IND.11_1,20201215
0.252906,0.032668,0.260163,0.027972,246.0,India,Gujarat,IND,IND,IND.11_1,20201216
0.273984,0.037358,0.290476,0.031328,210.0,India,Gujarat,IND,IND,IND.11_1,20201217
0.305256,0.036817,0.32,0.031098,225.0,India,Gujarat,IND,IND,IND.11_1,20201218
0.307631,0.036371,0.333333,0.030241,243.0,India,Gujarat,IND,IND,IND.11_1,20201219
0.255296,0.032433,0.310924,0.030004,238.0,India,Gujarat,IND,IND,IND.11_1,20201220
0.252747,0.033444,0.293388,0.029269,242.0,India,Gujarat,IND,IND,IND.11_1,20201221
0.249319,0.034219,0.287554,0.029652,233.0,India,Gujarat,IND,IND,IND.11_1,20201222
0.235213,0.03125,0.299145,0.029933,234.0,India,Gujarat,IND,IND,IND.11_1,20201223
0.243376,0.033506,0.30137,0.031006,219.0,India,Gujarat,IND,IND,IND.11_1,20201224
0.204543,0.033848,0.25641,0.031269,195.0,India,Gujarat,IND,IND,IND.11_1,20201225
0.315122,0.038886,0.328431,0.032882,204.0,India,Gujarat,IND,IND,IND.11_1,20201226
0.204068,0.030958,0.26009,0.029376,223.0,India,Gujarat,IND,IND,IND.11_1,20201227
0.28622,0.036033,0.333333,0.033005,204.0,India,Gujarat,IND,IND,IND.11_1,20201228
0.32585,0.038139,0.340102,0.033753,197.0,India,Gujarat,IND,IND,IND.11_1,20201229
0.213709,0.033455,0.248705,0.031115,193.0,India,Gujarat,IND,IND,IND.11_1,20201230
0.298128,0.042371,0.310345,0.035072,174.0,India,Gujarat,IND,IND,IND.11_1,20201231
0.373359,0.050068,0.384058,0.041403,138.0,India,Gujarat,IND,IND,IND.11_1,20210101
0.314419,0.042129,0.325153,0.03669,163.0,India,Gujarat,IND,IND,IND.11_1,20210102
0.33303,0.040474,0.367232,0.036233,177.0,India,Gujarat,IND,IND,IND.11_1,20210103
0.32748,0.040112,0.356757,0.03522,185.0,India,Gujarat,IND,IND,IND.11_1,20210104
0.265758,0.040726,0.302632,0.037262,152.0,India,Gujarat,IND,IND,IND.11_1,20210105
0.35715,0.03986,0.358209,0.033819,201.0,India,Gujarat,IND,IND,IND.11_1,20210106
0.384949,0.043124,0.380117,0.037121,171.0,India,Gujarat,IND,IND,IND.11_1,20210107
0.268947,0.043581,0.264286,0.037267,140.0,India,Gujarat,IND,IND,IND.11_1,20210108
0.286993,0.039692,0.301676,0.034306,179.0,India,Gujarat,IND,IND,IND.11_1,20210109
0.243373,0.03846,0.300699,0.038347,143.0,India,Gujarat,IND,IND,IND.11_1,20210110
0.303572,0.048572,0.324074,0.045036,108.0,India,Gujarat,IND,IND,IND.11_1,20210111
0.253778,0.041517,0.284553,0.040683,123.0,India,Gujarat,IND,IND,IND.11_1,20210112
0.327061,0.048128,0.316667,0.042465,120.0,India,Gujarat,IND,IND,IND.11_1,20210113
0.344821,0.047459,0.362205,0.04265,127.0,India,Gujarat,IND,IND,IND.11_1,20210114
0.254151,0.042658,0.309524,0.041185,126.0,India,Gujarat,IND,IND,IND.11_1,20210115
0.336832,0.045744,0.393939,0.042529,132.0,India,Gujarat,IND,IND,IND.11_1,20210116
0.381303,0.047938,0.392593,0.042029,135.0,India,Gujarat,IND,IND,IND.11_1,20210117
0.301294,0.047207,0.325203,0.042239,123.0,India,Gujarat,IND,IND,IND.11_1,20210118
0.342892,0.049319,0.349593,0.042995,123.0,India,Gujarat,IND,IND,IND.11_1,20210119
0.363311,0.050314,0.396694,0.044474,121.0,India,Gujarat,IND,IND,IND.11_1,20210120
0.342239,0.0451,0.35,0.040311,140.0,India,Gujarat,IND,IND,IND.11_1,20210121
0.287241,0.052825,0.333333,0.037743,156.0,India,Gujarat,IND,IND,IND.11_1,20210122
0.386831,0.069072,0.380368,0.038026,163.0,India,Gujarat,IND,IND,IND.11_1,20210123
0.281286,0.071053,0.320988,0.03668,162.0,India,Gujarat,IND,IND,IND.11_1,20210124
0.291128,0.050585,0.371069,0.038312,159.0,India,Gujarat,IND,IND,IND.11_1,20210125
0.26922,0.045949,0.359756,0.037476,164.0,India,Gujarat,IND,IND,IND.11_1,20210126
0.397753,0.051306,0.418478,0.036367,184.0,India,Gujarat,IND,IND,IND.11_1,20210127
0.285653,0.055972,0.305344,0.040239,131.0,India,Gujarat,IND,IND,IND.11_1,20210128
0.330364,0.049187,0.354167,0.039855,144.0,India,Gujarat,IND,IND,IND.11_1,20210129
0.26364,0.052027,0.282895,0.036533,152.0,India,Gujarat,IND,IND,IND.11_1,20210130
0.240045,0.047182,0.322981,0.036853,161.0,India,Gujarat,IND,IND,IND.11_1,20210131
0.325716,0.055081,0.346734,0.033738,199.0,India,Gujarat,IND,IND,IND.11_1,20210203
0.313362,0.066495,0.352201,0.037881,159.0,India,Gujarat,IND,IND,IND.11_1,20210204
0.384755,0.06113,0.426357,0.043542,129.0,India,Gujarat,IND,IND,IND.11_1,20210205
0.400361,0.076758,0.427481,0.043223,131.0,India,Gujarat,IND,IND,IND.11_1,20210206
0.216812,0.050319,0.374101,0.041043,139.0,India,Gujarat,IND,IND,IND.11_1,20210207
0.305617,0.059382,0.328467,0.040125,137.0,India,Gujarat,IND,IND,IND.11_1,20210208
0.36453,0.072241,0.395161,0.043903,124.0,India,Gujarat,IND,IND,IND.11_1,20210209
0.348369,0.0729,0.340909,0.041258,132.0,India,Gujarat,IND,IND,IND.11_1,20210210
0.279624,0.069379,0.306569,0.039392,137.0,India,Gujarat,IND,IND,IND.11_1,20210211
0.336704,0.063575,0.357143,0.035518,182.0,India,Gujarat,IND,IND,IND.11_1,20210212
0.191563,0.038044,0.361111,0.040027,144.0,India,Gujarat,IND,IND,IND.11_1,20210213
0.297406,0.046954,0.402685,0.040178,149.0,India,Gujarat,IND,IND,IND.11_1,20210214
0.40396,0.05565,0.37037,0.037941,162.0,India,Gujarat,IND,IND,IND.11_1,20210215
0.348553,0.064236,0.364341,0.042371,129.0,India,Gujarat,IND,IND,IND.11_1,20210216
0.273178,0.048121,0.329609,0.035135,179.0,India,Gujarat,IND,IND,IND.11_1,20210217
0.373765,0.053167,0.390244,0.038091,164.0,India,Gujarat,IND,IND,IND.11_1,20210218
0.299267,0.048504,0.413793,0.040901,145.0,India,Gujarat,IND,IND,IND.11_1,20210219
0.261356,0.051152,0.35443,0.038055,158.0,India,Gujarat,IND,IND,IND.11_1,20210220
0.395553,0.076485,0.42953,0.040553,149.0,India,Gujarat,IND,IND,IND.11_1,20210221
0.334831,0.054414,0.374233,0.037904,163.0,India,Gujarat,IND,IND,IND.11_1,20210222
0.334613,0.064193,0.387283,0.037036,173.0,India,Gujarat,IND,IND,IND.11_1,20210223
0.279222,0.050278,0.421053,0.037756,171.0,India,Gujarat,IND,IND,IND.11_1,20210224
0.282545,0.055656,0.328671,0.039281,143.0,India,Gujarat,IND,IND,IND.11_1,20210225
0.303098,0.057616,0.347222,0.039674,144.0,India,Gujarat,IND,IND,IND.11_1,20210226
0.251474,0.049843,0.321637,0.03572,171.0,India,Gujarat,IND,IND,IND.11_1,20210227
0.404473,0.077699,0.344633,0.035722,177.0,India,Gujarat,IND,IND,IND.11_1,20210228
0.259229,0.048168,0.333333,0.039284,144.0,India,Gujarat,IND,IND,IND.11_1,20210301
0.330708,0.065099,0.349206,0.04247,126.0,India,Gujarat,IND,IND,IND.11_1,20210302
0.346066,0.07168,0.352459,0.043252,122.0,India,Gujarat,IND,IND,IND.11_1,20210303
0.31315,0.06965,0.324324,0.038479,148.0,India,Gujarat,IND,IND,IND.11_1,20210304
0.313234,0.076075,0.365672,0.041605,134.0,India,Gujarat,IND,IND,IND.11_1,20210305
0.345732,0.076361,0.323353,0.036196,167.0,India,Gujarat,IND,IND,IND.11_1,20210306
0.294439,0.050964,0.348485,0.041473,132.0,India,Gujarat,IND,IND,IND.11_1,20210307
0.307082,0.065031,0.342105,0.03848,152.0,India,Gujarat,IND,IND,IND.11_1,20210308
0.292146,0.04579,0.367089,0.038347,158.0,India,Gujarat,IND,IND,IND.11_1,20210309
0.272963,0.054756,0.338028,0.039696,142.0,India,Gujarat,IND,IND,IND.11_1,20210310
0.224866,0.045731,0.315436,0.038069,149.0,India,Gujarat,IND,IND,IND.11_1,20210311
0.241266,0.043322,0.301205,0.035608,166.0,India,Gujarat,IND,IND,IND.11_1,20210312
0.284849,0.049252,0.340782,0.035426,179.0,India,Gujarat,IND,IND,IND.11_1,20210313
0.297691,0.048732,0.365591,0.035312,186.0,India,Gujarat,IND,IND,IND.11_1,20210314
0.186914,0.037699,0.315508,0.033984,187.0,India,Gujarat,IND,IND,IND.11_1,20210315
0.226097,0.03945,0.313433,0.03272,201.0,India,Gujarat,IND,IND,IND.11_1,20210316
0.19069,0.035457,0.314721,0.033087,197.0,India,Gujarat,IND,IND,IND.11_1,20210317
0.273967,0.040979,0.345178,0.033873,197.0,India,Gujarat,IND,IND,IND.11_1,20210318
0.345434,0.059216,0.379808,0.033652,208.0,India,Gujarat,IND,IND,IND.11_1,20210319
0.294068,0.051849,0.32,0.032985,200.0,India,Gujarat,IND,IND,IND.11_1,20210320
0.2522,0.04076,0.287805,0.031621,205.0,India,Gujarat,IND,IND,IND.11_1,20210321
0.251367,0.047373,0.266667,0.031668,195.0,India,Gujarat,IND,IND,IND.11_1,20210322
0.25345,0.047155,0.298343,0.034008,181.0,India,Gujarat,IND,IND,IND.11_1,20210323
0.257358,0.045512,0.312796,0.031918,211.0,India,Gujarat,IND,IND,IND.11_1,20210324
0.205011,0.035533,0.258216,0.029988,213.0,India,Gujarat,IND,IND,IND.11_1,20210325
0.279061,0.045765,0.325893,0.031317,224.0,India,Gujarat,IND,IND,IND.11_1,20210326
0.29045,0.051862,0.307292,0.033297,192.0,India,Gujarat,IND,IND,IND.11_1,20210327
0.270223,0.049442,0.296804,0.030871,219.0,India,Gujarat,IND,IND,IND.11_1,20210328
0.193516,0.034955,0.288043,0.033385,184.0,India,Gujarat,IND,IND,IND.11_1,20210329
0.315928,0.050902,0.366667,0.033254,210.0,India,Gujarat,IND,IND,IND.11_1,20210330
0.231063,0.039915,0.305677,0.030443,229.0,India,Gujarat,IND,IND,IND.11_1,20210331
0.287309,0.045181,0.368421,0.033367,209.0,India,Gujarat,IND,IND,IND.11_1,20210401
0.28751,0.063267,0.278027,0.030002,223.0,India,Gujarat,IND,IND,IND.11_1,20210402
0.193916,0.030176,0.263374,0.028256,243.0,India,Gujarat,IND,IND,IND.11_1,20210403
0.206838,0.036978,0.286822,0.028158,258.0,India,Gujarat,IND,IND,IND.11_1,20210404
0.292915,0.053815,0.291304,0.02996,230.0,India,Gujarat,IND,IND,IND.11_1,20210405
0.291538,0.038119,0.330909,0.028375,275.0,India,Gujarat,IND,IND,IND.11_1,20210406
0.262274,0.037944,0.309278,0.027094,291.0,India,Gujarat,IND,IND,IND.11_1,20210407
0.230423,0.033311,0.270161,0.028197,248.0,India,Gujarat,IND,IND,IND.11_1,20210408
0.263581,0.048685,0.262745,0.027562,255.0,India,Gujarat,IND,IND,IND.11_1,20210409
0.24324,0.037762,0.27907,0.027925,258.0,India,Gujarat,IND,IND,IND.11_1,20210410
0.221539,0.051086,0.216216,0.02558,259.0,India,Gujarat,IND,IND,IND.11_1,20210411
0.22058,0.032505,0.261993,0.026711,271.0,India,Gujarat,IND,IND,IND.11_1,20210412
0.240694,0.039204,0.260317,0.024724,315.0,India,Gujarat,IND,IND,IND.11_1,20210413
0.186044,0.028806,0.270175,0.026303,285.0,India,Gujarat,IND,IND,IND.11_1,20210414
0.207194,0.040303,0.267101,0.025252,307.0,India,Gujarat,IND,IND,IND.11_1,20210415
0.23788,0.044992,0.272059,0.026983,272.0,India,Gujarat,IND,IND,IND.11_1,20210416
0.163147,0.025527,0.237342,0.023934,316.0,India,Gujarat,IND,IND,IND.11_1,20210417
0.154178,0.027938,0.178363,0.0207,342.0,India,Gujarat,IND,IND,IND.11_1,20210418
0.234266,0.034783,0.247813,0.023312,343.0,India,Gujarat,IND,IND,IND.11_1,20210419
0.140109,0.025404,0.229299,0.023724,314.0,India,Gujarat,IND,IND,IND.11_1,20210420
0.205534,0.030419,0.230986,0.022369,355.0,India,Gujarat,IND,IND,IND.11_1,20210421
0.200633,0.032657,0.253602,0.023356,347.0,India,Gujarat,IND,IND,IND.11_1,20210422
0.201772,0.036581,0.210375,0.02188,347.0,India,Gujarat,IND,IND,IND.11_1,20210423
0.177203,0.042463,0.19802,0.022894,303.0,India,Gujarat,IND,IND,IND.11_1,20210424
0.146898,0.026264,0.227848,0.023596,316.0,India,Gujarat,IND,IND,IND.11_1,20210425
0.147671,0.026811,0.230032,0.023788,313.0,India,Gujarat,IND,IND,IND.11_1,20210426
0.211921,0.032018,0.264706,0.023926,340.0,India,Gujarat,IND,IND,IND.11_1,20210427
0.161176,0.024578,0.202899,0.021651,345.0,India,Gujarat,IND,IND,IND.11_1,20210428
0.146041,0.02406,0.208054,0.023514,298.0,India,Gujarat,IND,IND,IND.11_1,20210429
0.200081,0.031031,0.217523,0.022676,331.0,India,Gujarat,IND,IND,IND.11_1,20210430
0.175814,0.031155,0.196226,0.024396,265.0,India,Gujarat,IND,IND,IND.11_1,20210501
0.154137,0.026764,0.197015,0.021731,335.0,India,Gujarat,IND,IND,IND.11_1,20210502
0.157066,0.027269,0.20339,0.023436,295.0,India,Gujarat,IND,IND,IND.11_1,20210503
0.198044,0.033612,0.250814,0.02474,307.0,India,Gujarat,IND,IND,IND.11_1,20210504
0.145934,0.025894,0.193333,0.0228,300.0,India,Gujarat,IND,IND,IND.11_1,20210505
0.120997,0.029587,0.163763,0.021844,287.0,India,Gujarat,IND,IND,IND.11_1,20210506
0.204529,0.041966,0.207746,0.024074,284.0,India,Gujarat,IND,IND,IND.11_1,20210507
0.191986,0.034273,0.244828,0.02525,290.0,India,Gujarat,IND,IND,IND.11_1,20210508
0.109889,0.021037,0.19281,0.022552,306.0,India,Gujarat,IND,IND,IND.11_1,20210509
0.247625,0.048141,0.210345,0.023932,290.0,India,Gujarat,IND,IND,IND.11_1,20210510
0.194901,0.041407,0.219178,0.024209,292.0,India,Gujarat,IND,IND,IND.11_1,20210511
0.225112,0.043725,0.265455,0.026628,275.0,India,Gujarat,IND,IND,IND.11_1,20210512
0.114337,0.022146,0.209059,0.024003,287.0,India,Gujarat,IND,IND,IND.11_1,20210513
0.243688,0.045222,0.225681,0.026076,257.0,India,Gujarat,IND,IND,IND.11_1,20210514
0.08467,0.015338,0.197761,0.024331,268.0,India,Gujarat,IND,IND,IND.11_1,20210515
0.137102,0.025037,0.222642,0.025556,265.0,India,Gujarat,IND,IND,IND.11_1,20210516
0.162292,0.033228,0.240566,0.029356,212.0,India,Gujarat,IND,IND,IND.11_1,20210517
0.173136,0.035587,0.253886,0.031329,193.0,India,Gujarat,IND,IND,IND.11_1,20210518
0.222749,0.028645,0.222749,0.028645,211.0,India,Gujarat,IND,IND,IND.11_1,20210519
0.216514,0.036768,0.264706,0.028597,238.0,India,Haryana,IND,IND,IND.12_1,20200715
0.214801,0.030938,0.290323,0.028823,248.0,India,Haryana,IND,IND,IND.12_1,20200716
0.222589,0.033831,0.241758,0.025913,273.0,India,Haryana,IND,IND,IND.12_1,20200717
0.149779,0.027644,0.2249,0.026459,249.0,India,Haryana,IND,IND,IND.12_1,20200718
0.192874,0.030013,0.243243,0.023511,333.0,India,Haryana,IND,IND,IND.12_1,20200719
0.193198,0.031313,0.215548,0.024443,283.0,India,Haryana,IND,IND,IND.12_1,20200720
0.176815,0.032519,0.235955,0.025985,267.0,India,Haryana,IND,IND,IND.12_1,20200721
0.244236,0.039376,0.241803,0.027411,244.0,India,Haryana,IND,IND,IND.12_1,20200722
0.251507,0.038831,0.297189,0.028962,249.0,India,Haryana,IND,IND,IND.12_1,20200723
0.186193,0.029307,0.259398,0.026874,266.0,India,Haryana,IND,IND,IND.12_1,20200724
0.245813,0.033925,0.266871,0.024498,326.0,India,Haryana,IND,IND,IND.12_1,20200725
0.171365,0.027216,0.262357,0.027126,263.0,India,Haryana,IND,IND,IND.12_1,20200726
0.211363,0.033809,0.255144,0.027966,243.0,India,Haryana,IND,IND,IND.12_1,20200727
0.190875,0.031709,0.2249,0.026459,249.0,India,Haryana,IND,IND,IND.12_1,20200728
0.209353,0.036003,0.230469,0.026321,256.0,India,Haryana,IND,IND,IND.12_1,20200729
0.278204,0.038432,0.309013,0.030272,233.0,India,Haryana,IND,IND,IND.12_1,20200730
0.220603,0.035164,0.253333,0.028995,225.0,India,Haryana,IND,IND,IND.12_1,20200731
0.264622,0.04208,0.273585,0.030618,212.0,India,Haryana,IND,IND,IND.12_1,20200801
0.161664,0.034347,0.208145,0.027309,221.0,India,Haryana,IND,IND,IND.12_1,20200802
0.24793,0.04396,0.241026,0.030629,195.0,India,Haryana,IND,IND,IND.12_1,20200803
0.298528,0.046182,0.311881,0.032595,202.0,India,Haryana,IND,IND,IND.12_1,20200804
0.244174,0.039296,0.271795,0.031859,195.0,India,Haryana,IND,IND,IND.12_1,20200805
0.279944,0.041983,0.304147,0.03123,217.0,India,Haryana,IND,IND,IND.12_1,20200806
0.274967,0.041618,0.288557,0.031959,201.0,India,Haryana,IND,IND,IND.12_1,20200807
0.197554,0.035253,0.27027,0.029806,222.0,India,Haryana,IND,IND,IND.12_1,20200808
0.241346,0.040927,0.314554,0.031816,213.0,India,Haryana,IND,IND,IND.12_1,20200809
0.190878,0.038414,0.244444,0.032032,180.0,India,Haryana,IND,IND,IND.12_1,20200810
0.317671,0.046292,0.287081,0.031293,209.0,India,Haryana,IND,IND,IND.12_1,20200811
0.197343,0.037775,0.20297,0.028299,202.0,India,Haryana,IND,IND,IND.12_1,20200812
0.199931,0.033299,0.252381,0.029975,210.0,India,Haryana,IND,IND,IND.12_1,20200813
0.250244,0.039584,0.273585,0.030618,212.0,India,Haryana,IND,IND,IND.12_1,20200814
0.1717,0.032542,0.243119,0.029053,218.0,India,Haryana,IND,IND,IND.12_1,20200815
0.211097,0.037431,0.2375,0.027469,240.0,India,Haryana,IND,IND,IND.12_1,20200816
0.251506,0.043827,0.28125,0.032448,192.0,India,Haryana,IND,IND,IND.12_1,20200817
0.291083,0.047082,0.291866,0.031447,209.0,India,Haryana,IND,IND,IND.12_1,20200818
0.164683,0.039125,0.204678,0.030854,171.0,India,Haryana,IND,IND,IND.12_1,20200819
0.264484,0.041183,0.292237,0.030732,219.0,India,Haryana,IND,IND,IND.12_1,20200820
0.295001,0.046653,0.279817,0.030404,218.0,India,Haryana,IND,IND,IND.12_1,20200821
0.270631,0.042521,0.329843,0.034019,191.0,India,Haryana,IND,IND,IND.12_1,20200822
0.207935,0.037646,0.264151,0.03028,212.0,India,Haryana,IND,IND,IND.12_1,20200823
0.198235,0.030922,0.258929,0.029268,224.0,India,Haryana,IND,IND,IND.12_1,20200824
0.321165,0.049881,0.316062,0.033467,193.0,India,Haryana,IND,IND,IND.12_1,20200825
0.216498,0.041102,0.235294,0.029699,204.0,India,Haryana,IND,IND,IND.12_1,20200826
0.252604,0.043544,0.255102,0.031137,196.0,India,Haryana,IND,IND,IND.12_1,20200827
0.204632,0.036711,0.26943,0.031936,193.0,India,Haryana,IND,IND,IND.12_1,20200828
0.260848,0.041813,0.273632,0.031446,201.0,India,Haryana,IND,IND,IND.12_1,20200829
0.208914,0.039134,0.281407,0.031877,199.0,India,Haryana,IND,IND,IND.12_1,20200830
