percent_dc,mc_se,percent_dc_unw,dc_se_unw,sample_size,country,region,iso_code,gid_0,gid_1,survey_date
0.128944,0.019505,0.163594,0.017756,434.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200715
0.082973,0.015116,0.111111,0.014965,441.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200716
0.154815,0.023098,0.165323,0.01668,496.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200717
0.128867,0.020015,0.151341,0.015686,522.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200718
0.107869,0.01662,0.1587,0.015978,523.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200719
0.109569,0.020021,0.141129,0.015633,496.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200720
0.122401,0.022316,0.133178,0.016423,428.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200721
0.109875,0.022801,0.11194,0.015725,402.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200722
0.113446,0.020511,0.135484,0.015871,465.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200723
0.157394,0.02376,0.174497,0.017951,447.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200724
0.095734,0.015146,0.123047,0.014517,512.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200725
0.099883,0.01908,0.129482,0.014984,502.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200726
0.168385,0.027765,0.165899,0.017856,434.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200727
0.17105,0.024715,0.196468,0.018668,453.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200728
0.154253,0.02416,0.16777,0.017556,453.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200729
0.167714,0.028377,0.161369,0.01819,409.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200730
0.202555,0.029734,0.194737,0.020314,380.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200731
0.144431,0.026318,0.152406,0.018585,374.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200801
0.122158,0.022769,0.136816,0.01714,402.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200802
0.120146,0.019469,0.159314,0.018118,408.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200803
0.12171,0.021519,0.144796,0.016738,442.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200804
0.143989,0.023864,0.15625,0.018529,384.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200805
0.162206,0.027913,0.187675,0.020665,357.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200806
0.193322,0.027874,0.208219,0.021253,365.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200807
0.160516,0.030539,0.138028,0.018307,355.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200808
0.18386,0.030403,0.155556,0.019102,360.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200809
0.135297,0.024971,0.146479,0.018766,355.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200810
0.138586,0.02343,0.145773,0.019054,343.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200811
0.122991,0.021364,0.152905,0.019902,327.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200812
0.140977,0.024891,0.149206,0.020075,315.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200813
0.132168,0.021129,0.175287,0.020382,348.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200814
0.188991,0.033688,0.164134,0.020421,329.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200815
0.139776,0.022842,0.174157,0.0201,356.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200816
0.171061,0.030985,0.16242,0.020815,314.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200817
0.139206,0.026634,0.145833,0.019254,336.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200818
0.156351,0.025381,0.184127,0.021838,315.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200819
0.161635,0.02964,0.186047,0.02243,301.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200820
0.14617,0.024395,0.177019,0.02127,322.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200821
0.176632,0.033392,0.165625,0.020781,320.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200822
0.165489,0.026743,0.18663,0.020563,359.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200823
0.200792,0.029383,0.204334,0.022435,323.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200824
0.175489,0.028793,0.187861,0.020999,346.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200825
0.166122,0.025691,0.195335,0.021407,343.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200826
0.16816,0.026708,0.198083,0.022528,313.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200827
0.167537,0.029275,0.193333,0.0228,300.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200828
0.145134,0.028736,0.15016,0.020192,313.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200829
0.198026,0.02806,0.235294,0.024249,306.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200830
0.156929,0.026321,0.177474,0.022321,293.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200831
0.18057,0.031367,0.187075,0.022744,294.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200901
0.164849,0.028992,0.177215,0.021481,316.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200902
0.161737,0.028164,0.190813,0.023358,283.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200903
0.135959,0.027986,0.181034,0.02528,232.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200904
0.138743,0.022852,0.182796,0.023139,279.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200905
0.177686,0.031694,0.190141,0.023285,284.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200906
0.198487,0.033653,0.203065,0.024901,261.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200907
0.140414,0.026075,0.178694,0.022457,291.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200908
0.185101,0.031831,0.197761,0.024331,268.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200909
0.199717,0.032402,0.213058,0.024003,291.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200910
0.151169,0.028256,0.167286,0.022756,269.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200911
0.16577,0.031337,0.167969,0.023365,256.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200912
0.22469,0.036725,0.218855,0.023992,297.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200913
0.218068,0.03343,0.229885,0.026044,261.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200914
0.193271,0.03381,0.215385,0.025495,260.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200915
0.166656,0.032905,0.165354,0.02331,254.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200916
0.129089,0.029603,0.175926,0.025907,216.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200917
0.191542,0.028216,0.232472,0.025659,271.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200918
0.217118,0.035588,0.238318,0.029124,214.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200919
0.231809,0.036657,0.219828,0.027189,232.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200920
0.249079,0.039181,0.252336,0.029692,214.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200921
0.166313,0.03398,0.190476,0.025836,231.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200922
0.147931,0.027474,0.183036,0.025837,224.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200923
0.208124,0.037115,0.204167,0.026019,240.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200924
0.228551,0.039898,0.235602,0.030707,191.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200925
0.215441,0.03946,0.202643,0.02668,227.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200926
0.220632,0.037211,0.226667,0.027912,225.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200927
0.210409,0.032739,0.253112,0.028008,241.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200928
0.154959,0.031155,0.172131,0.024167,244.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200929
0.140158,0.027029,0.184466,0.027024,206.0,India,Andhra Pradesh,IND,IND,IND.2_1,20200930
0.124296,0.027515,0.15625,0.02426,224.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201001
0.204845,0.037779,0.211111,0.030418,180.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201002
0.206293,0.036791,0.200893,0.026771,224.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201003
0.179514,0.032009,0.233333,0.027301,240.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201004
0.193463,0.033446,0.217778,0.027516,225.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201005
0.175214,0.032229,0.192825,0.026419,223.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201006
0.271873,0.04377,0.259887,0.032965,177.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201007
0.189387,0.034989,0.187793,0.02676,213.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201008
0.193433,0.036159,0.226744,0.031928,172.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201009
0.155738,0.038419,0.143791,0.028367,153.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201010
0.238992,0.043006,0.251497,0.033574,167.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201011
0.214719,0.036285,0.238342,0.030669,193.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201012
0.174517,0.03492,0.232143,0.032573,168.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201013
0.221808,0.045142,0.187919,0.032003,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201014
0.211105,0.042614,0.198675,0.03247,151.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201015
0.216418,0.041221,0.225166,0.033991,151.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201016
0.311046,0.051931,0.301471,0.03935,136.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201017
0.190982,0.038962,0.185185,0.030519,162.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201018
0.211382,0.042143,0.236486,0.034929,148.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201019
0.243612,0.047865,0.246667,0.035197,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201020
0.239981,0.047164,0.268116,0.037709,138.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201021
0.188977,0.04424,0.228571,0.040979,105.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201022
0.217736,0.044056,0.232,0.037755,125.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201023
0.251628,0.042653,0.320896,0.040327,134.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201024
0.19259,0.042303,0.224638,0.035527,138.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201025
0.184404,0.039583,0.229508,0.038072,122.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201027
0.287458,0.050214,0.258993,0.037158,139.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201028
0.275745,0.049631,0.321429,0.04413,112.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201029
0.356484,0.058185,0.275862,0.041498,116.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201031
0.262205,0.046201,0.275,0.040761,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201101
0.24706,0.051816,0.260163,0.039558,123.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201102
0.286013,0.055998,0.292453,0.044183,106.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201103
0.246742,0.049429,0.226563,0.037,128.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201104
0.216945,0.050378,0.219048,0.040363,105.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201105
0.323005,0.054706,0.342105,0.044433,114.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201106
0.204543,0.041024,0.227273,0.036475,132.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201107
0.247091,0.052751,0.242718,0.042244,103.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201108
0.336477,0.054499,0.307087,0.040932,127.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201109
0.228473,0.046324,0.253731,0.037591,134.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201110
0.198599,0.046599,0.225806,0.037548,124.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201111
0.171936,0.041459,0.220183,0.039689,109.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201112
0.242756,0.050585,0.247525,0.042943,101.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201113
0.24662,0.045514,0.272,0.039801,125.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201115
0.330032,0.059264,0.35,0.047697,100.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201116
0.27341,0.052846,0.268908,0.040646,119.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201117
0.189605,0.033535,0.253968,0.031662,189.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201118
0.217789,0.036916,0.270718,0.033027,181.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201119
0.260367,0.039829,0.301435,0.031741,209.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201120
0.251788,0.041059,0.282723,0.032584,191.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201121
0.233153,0.037048,0.258065,0.029704,217.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201122
0.207132,0.035004,0.229075,0.027892,227.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201123
0.202613,0.035249,0.227848,0.027246,237.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201124
0.210881,0.034002,0.248804,0.029904,209.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201125
0.218293,0.03514,0.263158,0.030459,209.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201126
0.156599,0.026924,0.2,0.026093,235.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201127
0.187626,0.031847,0.214815,0.024994,270.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201128
0.20646,0.03043,0.242188,0.026775,256.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201129
0.189237,0.030901,0.247012,0.027222,251.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201130
0.183039,0.028124,0.254902,0.027291,255.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201201
0.193549,0.032865,0.221277,0.027079,235.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201202
0.279704,0.033924,0.306202,0.028695,258.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201203
0.187703,0.033963,0.200772,0.024891,259.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201204
0.207501,0.03122,0.242915,0.027287,247.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201205
0.238733,0.03699,0.274336,0.029679,226.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201206
0.201153,0.03139,0.240343,0.027993,233.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201207
0.213713,0.033865,0.248889,0.028825,225.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201208
0.28113,0.037827,0.298643,0.030786,221.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201209
0.227028,0.03746,0.234742,0.029041,213.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201210
0.171549,0.032105,0.194313,0.027239,211.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201211
0.280406,0.037719,0.286408,0.031498,206.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201212
0.209719,0.031447,0.261468,0.029762,218.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201213
0.273056,0.033115,0.281457,0.025878,302.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201214
0.176685,0.027832,0.222642,0.025556,265.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201215
0.273682,0.038778,0.27193,0.029468,228.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201216
0.245756,0.038948,0.272277,0.031319,202.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201217
0.284665,0.039475,0.286432,0.032048,199.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201218
0.261972,0.038367,0.271845,0.030998,206.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201219
0.265591,0.040504,0.259459,0.032227,185.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201220
0.180028,0.034367,0.217391,0.030408,184.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201221
0.265082,0.038748,0.285714,0.029723,231.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201222
0.297434,0.037668,0.312217,0.031172,221.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201223
0.230927,0.03362,0.25,0.027063,256.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201224
0.285226,0.04682,0.285714,0.033486,182.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201225
0.202741,0.034877,0.240838,0.030939,191.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201226
0.296013,0.042778,0.277487,0.032399,191.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201227
0.285771,0.045234,0.27381,0.034403,168.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201228
0.219119,0.035232,0.265537,0.033194,177.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201229
0.134447,0.02635,0.183432,0.029771,169.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201230
0.275881,0.047031,0.3,0.037417,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20201231
0.343673,0.055012,0.335821,0.040798,134.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210101
0.21841,0.040826,0.232143,0.032573,168.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210102
0.213254,0.0407,0.212121,0.031826,165.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210103
0.265995,0.043328,0.278107,0.034467,169.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210104
0.242844,0.040669,0.224044,0.030822,183.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210105
0.159546,0.032427,0.181818,0.029073,176.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210106
0.288838,0.043392,0.295597,0.036188,159.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210107
0.261579,0.042598,0.289655,0.03767,145.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210108
0.265716,0.043122,0.272109,0.036707,147.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210109
0.260839,0.042003,0.267123,0.036618,146.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210110
0.28967,0.044918,0.268456,0.036305,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210111
0.218464,0.040438,0.24375,0.033943,160.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210112
0.241698,0.04205,0.263566,0.03879,129.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210113
0.272536,0.043688,0.29078,0.038244,141.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210114
0.290322,0.048615,0.304965,0.038772,141.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210115
0.326406,0.046867,0.283784,0.037058,148.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210116
0.233902,0.037793,0.29375,0.036009,160.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210117
0.302088,0.047424,0.340278,0.039484,144.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210118
0.244322,0.040561,0.293706,0.038087,143.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210119
0.2571,0.044385,0.238462,0.037375,130.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210120
0.243918,0.04359,0.261745,0.036012,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210121
0.147041,0.037512,0.217647,0.031649,170.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210122
0.176951,0.03795,0.251462,0.033178,171.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210123
0.170999,0.036835,0.248322,0.035394,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210124
0.263084,0.055106,0.320261,0.037721,153.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210125
0.142889,0.031215,0.24183,0.034617,153.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210126
0.151619,0.035832,0.218543,0.03363,151.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210127
0.238878,0.054917,0.25641,0.03496,156.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210128
0.156631,0.038384,0.298246,0.042848,114.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210129
0.318699,0.073383,0.261745,0.036012,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210130
0.24537,0.051204,0.286822,0.039821,129.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210131
0.164953,0.0322,0.252941,0.03334,170.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210203
0.188726,0.03999,0.306667,0.037649,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210204
0.289663,0.057391,0.323741,0.039687,139.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210205
0.236327,0.053916,0.300699,0.038347,143.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210206
0.197222,0.043927,0.275362,0.038025,138.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210207
0.273546,0.075409,0.290598,0.041976,117.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210208
0.197725,0.0487,0.24,0.038199,125.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210209
0.218983,0.054443,0.241667,0.039079,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210210
0.384887,0.081166,0.310924,0.042431,119.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210211
0.315835,0.072053,0.283333,0.041136,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210212
0.258565,0.054454,0.314286,0.039235,140.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210213
0.140453,0.035384,0.245614,0.040315,114.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210214
0.270567,0.06196,0.275,0.040761,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210215
0.275137,0.05496,0.330769,0.041265,130.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210216
0.223222,0.049066,0.307692,0.04048,130.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210217
0.298258,0.064763,0.367521,0.044573,117.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210218
0.1954,0.041553,0.251534,0.033985,163.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210219
0.195463,0.040259,0.301205,0.035608,166.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210220
0.278874,0.058805,0.34,0.038678,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210221
0.298853,0.051364,0.27381,0.034403,168.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210222
0.190414,0.04922,0.205882,0.031012,170.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210223
0.182977,0.037971,0.290541,0.03732,148.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210224
0.322368,0.059962,0.289308,0.03596,159.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210225
0.248599,0.054042,0.255172,0.036204,145.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210226
0.185026,0.03847,0.25,0.034669,156.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210227
0.219963,0.048192,0.253521,0.036507,142.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210228
0.22768,0.058473,0.327731,0.043029,119.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210301
0.256239,0.063529,0.258065,0.039295,124.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210302
0.175802,0.042909,0.27972,0.037536,143.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210303
0.286114,0.067951,0.300813,0.041352,123.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210304
0.174202,0.038317,0.276423,0.040325,123.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210305
0.24758,0.057681,0.3,0.041833,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210306
0.125025,0.033481,0.246269,0.037219,134.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210307
0.181574,0.041184,0.241379,0.035537,145.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210308
0.283226,0.066129,0.281481,0.038706,135.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210309
0.224418,0.059945,0.288,0.040502,125.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210310
0.207608,0.046432,0.266667,0.03806,135.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210311
0.216069,0.047807,0.316667,0.042465,120.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210312
0.232172,0.051148,0.290076,0.039648,131.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210313
0.186947,0.050826,0.260504,0.040235,119.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210314
0.149251,0.035086,0.258503,0.03611,147.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210315
0.228195,0.049232,0.279503,0.035367,161.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210316
0.249065,0.060062,0.253086,0.03416,162.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210317
0.189369,0.037971,0.253247,0.035043,154.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210318
0.282791,0.069478,0.25,0.035122,152.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210319
0.157137,0.036018,0.185185,0.030519,162.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210320
0.13925,0.036198,0.217105,0.03344,152.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210321
0.204371,0.044926,0.253012,0.033742,166.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210322
0.173658,0.045138,0.212903,0.032881,155.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210323
0.2224,0.048066,0.253521,0.036507,142.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210324
0.216607,0.04658,0.255034,0.035709,149.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210325
0.194585,0.052595,0.226667,0.034185,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210326
0.258345,0.053218,0.24,0.034871,150.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210327
0.171487,0.041145,0.23125,0.033333,160.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210328
0.214696,0.04534,0.263158,0.035717,152.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210329
0.236608,0.056818,0.24375,0.033943,160.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210330
0.190742,0.055468,0.217391,0.032507,161.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210331
0.201958,0.045769,0.231293,0.034778,147.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210401
0.234446,0.054316,0.229814,0.033157,161.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210402
0.181362,0.046775,0.202703,0.033045,148.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210403
0.159752,0.042866,0.195531,0.029644,179.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210404
0.153062,0.036924,0.204188,0.029168,191.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210405
0.21887,0.047542,0.225,0.029528,200.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210406
0.208536,0.063144,0.233577,0.036148,137.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210407
0.169327,0.048413,0.186335,0.030687,161.0,India,Andhra Pradesh,IND,IND,IND.2_1,20210408
