county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
NJ-Mercer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,15,20,22,30,40,50,58,82,111,131,168,202,249,268,333,386,484,586,654,740,837,992,1161,1282,1434,1567,1646,1731,1856,2037,2123,2215,2395,2591,2591,2845,2991,3086,3245,3355,3433,3605,3725,3937,4077,4271,4504,4594,4743,4860,4986,5111,5233,5317,5393,5426,5499,5612,5673,5719,5825,5950,6018,6162,6205,6295,6351,6413,6491,6544,6592,6670,6775,6850,6933,6961,7004,7033,7072,7120,7148,7166,7184,7204,7245,7275,7295,7323,7351,7371,7381,7393,7416,7463,7489,7541,7549,7560,7572,7595,7621,7621,7626,7634,7659,7676,7693,7711,7727,7740,7745,7756,7756,7765,7773,7778,7789,7795,7807,7815,7827,7828,7844,7844,7844,7844,7858,7869,7879,7899,7917,7934,7966,7984,8000,8020,8027,8042,8051,8063,8076,8087,8104,8115,8119,8127,8139,8143,8164,8169,8182,8190,8199,8211,8225,8237,8248,8258,8264,8267,8274,8288,8303,8310,8315,8326,8333,8342,8349,8371,8390,8401,8406,8422,8432,8439,8455,8467,8481,8491,8498,8510,8526,8534,8544,8563,8567,8576,8583,8596,8609,8615,8628,8637,8643,8653,8663,8675,8686,8711,8721,8732,8742,8752,8773,8795,8813,8820,8829,8850,8866,8894,8911,8925,8956,8975,9005,9031,9048,9072,9116,9146,9174,9220,9250,9297,9340,9379,9438,9479,9535,9624,9696,9774,9900,9960,10045,10228,10368,10497,10629,10832,11060,11200,11409,11641,11865,12087,12257,12450,12620,12886,13102,13256,13414,13485,13724,13797,13992,14170,14347,14531,14727,14936,15069,15281,15440,15621,15755,15985,16134,16312,16515,16725,16897,16998,17138,17349,17450,17625,17790,17890,18030,18158,18228,18318
NJ-Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,10,10,17,22,40,64,76,116,147,210,277,316,505,640,808,938,1123,1277,1493,1766,2125,2578,2950,3263,3717,4156,4628,5060,5406,5693,5987,6313,6576,6994,7308,7624,8017,8346,8346,9047,9530,9789,10075,10642,10767,11102,11436,11715,11947,12213,12597,12768,13142,13254,13411,13617,13759,13937,14036,14121,14241,14332,14429,14514,14668,14752,14834,14954,15057,15165,15215,15351,15437,15499,15547,15633,15734,15824,15921,15977,16021,16066,16072,16137,16203,16203,16227,16251,16288,16327,16353,16385,16430,16458,16474,16513,16547,16563,16592,16605,16618,16640,16640,16667,16685,16724,16764,16764,16816,16825,16852,16884,16901,16913,16957,16966,16966,16966,17005,17020,17035,17059,17089,17119,17142,17162,17174,17174,17174,17174,17379,17442,17476,17514,17535,17557,17580,17615,17626,17673,17700,17713,17735,17765,17798,17821,17857,17884,17919,17932,17959,17988,18015,18045,18070,18099,18119,18133,18168,18185,18219,18248,18275,18293,18319,18348,18361,18377,18415,18432,18456,18468,18483,18507,18531,18553,18586,18603,18625,18649,18703,18760,18814,18842,18870,18909,18931,18971,19016,19050,19089,19116,19158,19210,19260,19319,19379,19444,19503,19539,19604,19679,19766,19858,19904,19943,19990,20033,20134,20226,20304,20361,20394,20475,20552,20646,20727,20822,20930,21043,21152,21229,21323,21415,21578,21668,21783,21939,22111,22274,22444,22553,22676,22804,22988,23225,23358,23539,23749,23917,24065,24352,24606,24831,25064,25395,25744,25951,26354,26818,27159,27418,27671,27987,28263,28719,28974,29267,29602,29817,30273,30562,31107,31578,32028,32468,33016,33475,33834,34420,34867,35313,35674,36246,36739,37291,37721,38339,38857,39220,39647,40232,40626,41169,41673,42071,42584,42917,43137,43467
NJ-Monmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,8,8,8,14,22,32,43,53,92,158,238,288,313,501,634,781,870,1030,1140,1301,1458,1743,2065,2354,2545,2770,3038,3248,3496,3651,3785,3875,4003,4122,4299,4414,4528,4669,4787,4787,5086,5238,5368,5521,5671,5759,5826,5907,6033,6132,6198,6290,6378,6490,6552,6649,6752,6815,6894,6988,7041,7090,7164,7224,7297,7339,7408,7470,7541,7637,7695,7720,7800,7865,7911,7961,8012,8100,8159,8219,8249,8289,8332,8379,8428,8454,8478,8498,8512,8563,8627,8660,8720,8740,8761,8786,8804,8830,8876,8925,8942,8965,8998,9008,9030,9057,9082,9108,9110,9140,9163,9211,9248,9272,9308,9320,9346,9362,9371,9404,9437,9482,9515,9542,9605,9626,9636,9649,9659,9672,9683,9720,9748,9791,9822,9857,9908,9947,9985,10004,10057,10093,10117,10137,10170,10192,10227,10267,10284,10302,10326,10348,10368,10407,10434,10459,10474,10496,10509,10524,10533,10545,10573,10589,10594,10607,10628,10647,10669,10700,10710,10734,10763,10780,10818,10862,10890,10926,10951,10966,11002,11043,11102,11158,11190,11217,11268,11287,11358,11403,11438,11500,11544,11584,11605,11682,11726,11778,11827,11856,11892,11949,12025,12081,12171,12224,12280,12386,12467,12588,12661,12759,12811,12851,12936,13020,13099,13180,13266,13311,13395,13439,13477,13555,13620,13692,13747,13807,13892,13996,14111,14242,14309,14415,14499,14583,14692,14827,14944,15128,15249,15368,15558,15729,15964,16167,16403,16689,16835,17157,17442,17725,18006,18335,18624,18834,19115,19386,19692,19918,20036,20447,20657,20961,21267,21621,22030,22376,22837,23076,23524,23867,24281,24558,25001,25288,25681,25981,26465,26824,27157,27563,27954,28237,28699,29070,29440,29887,30155,30361,30632
NJ-Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,6,7,19,26,35,64,119,177,204,223,315,391,442,566,720,841,942,1082,1298,1618,1800,1956,2239,2468,2645,2771,2925,3099,3225,3424,3525,3701,3822,3984,4136,4236,4236,4556,4680,4716,4821,4976,5030,5128,5213,5287,5354,5406,5517,5549,5625,5655,5702,5767,5833,5854,5876,5908,5926,5954,5990,6012,6036,6092,6100,6139,6155,6171,6192,6207,6259,6279,6289,6354,6367,6383,6463,6506,6512,6540,6548,6572,6584,6592,6602,6605,6605,6605,6605,6605,6605,6605,6605,6627,6652,6679,6689,6699,6718,6727,6727,6727,6727,6727,6730,6735,6738,6757,6777,6790,6800,6809,6820,6830,6854,6864,6875,6887,6902,6909,6921,6926,6932,6937,6952,6958,6967,6990,7010,7016,7035,7052,7065,7076,7091,7102,7109,7136,7144,7156,7167,7179,7195,7209,7224,7235,7248,7261,7273,7286,7304,7315,7332,7341,7350,7358,7371,7382,7391,7399,7411,7427,7439,7442,7442,7455,7466,7474,7491,7507,7514,7524,7548,7562,7569,7581,7592,7596,7603,7610,7630,7630,7647,7671,7674,7697,7706,7718,7742,7763,7775,7795,7810,7821,7847,7860,7871,7887,7902,7920,7941,7967,7986,7999,8011,8025,8061,8092,8125,8154,8167,8215,8230,8280,8307,8337,8430,8475,8529,8596,8659,8721,8785,8859,8919,9002,9091,9145,9243,9293,9357,9448,9549,9691,9780,9869,10037,10146,10253,10419,10550,10679,10794,11018,11195,11284,11428,11597,11760,11883,12085,12252,12403,12606,12811,12980,13159,13312,13515,13647,13928,14118,14258,14456,14684,14982,15159,15579,15763,15970,16164,16486,16692,16934,17092,17339,17547,17721,17882,18119,18307,18488,18764,18977,19205,19385,19518,19625
NJ-Ocean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,8,33,49,62,102,144,180,222,389,484,624,759,874,1022,1209,1371,1685,2003,2177,2374,2641,2856,3093,3269,3403,3554,3593,3833,4016,4272,4424,4548,4648,4868,4868,5234,5444,5612,5811,5962,6024,6151,6253,6375,6505,6692,6871,6974,7060,7125,7209,7277,7366,7462,7569,7633,7688,7742,7829,7878,7913,7994,8067,8165,8214,8285,8316,8372,8430,8462,8514,8577,8627,8700,8748,8770,8817,8853,8900,8954,8979,9022,9041,9059,9100,9166,9200,9222,9244,9258,9279,9306,9351,9382,9413,9425,9440,9466,9486,9508,9535,9545,9570,9575,9614,9627,9631,9666,9682,9706,9716,9738,9753,9773,9781,9804,9820,9828,9867,9890,9902,9917,9940,9947,9956,9988,10054,10074,10116,10171,10206,10238,10293,10330,10356,10414,10439,10459,10469,10501,10520,10551,10564,10585,10596,10603,10640,10652,10668,10708,10740,10752,10763,10805,10826,10836,10857,10908,10926,10946,10997,11036,11069,11092,11132,11145,11181,11213,11259,11305,11358,11427,11462,11495,11522,11543,11598,11655,11713,11743,11774,11821,11897,12005,12095,12182,12241,12317,12382,12436,12548,12663,12903,13158,13402,13481,13665,13718,13898,14100,14244,14363,14489,14538,14814,14923,15053,15170,15255,15375,15578,15684,15752,15832,15952,16107,16173,16238,16302,16358,16433,16477,16534,16605,16642,16715,16804,16938,16990,17034,17105,17180,17270,17348,17488,17566,17634,17783,17933,18080,18235,18414,18635,18747,18954,19163,19393,19648,19880,20087,20325,20506,20709,21006,21303,21457,21748,21993,22277,22545,22918,23240,23558,23969,24227,24547,24790,25148,25418,25927,26145,26505,26733,27191,27522,27864,28168,28637,28936,29274,29589,30077,30455,30707,30974,31233
NJ-Passaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,8,10,18,38,49,67,95,141,216,255,399,484,608,831,1091,1294,1494,1750,2216,2856,3227,3756,4104,4372,4690,5017,5295,5590,5950,6438,6750,7317,7604,7936,8288,8479,8479,9392,9874,10291,10738,11137,11349,11755,12185,12449,12814,13082,13364,13496,13797,13971,14133,14280,14428,14543,14645,14716,14757,14887,14930,15031,15205,15278,15371,15426,15497,15604,15610,15686,15774,15826,15873,15959,16045,16099,16170,16200,16234,16277,16311,16387,16436,16449,16461,16492,16524,16555,16581,16612,16627,16649,16664,16683,16706,16725,16735,16769,16772,16794,16794,16819,16843,16868,16868,16876,16879,16894,16920,16927,16941,16954,16963,16974,16978,17000,17030,17050,17064,17080,17105,17127,17150,17154,17167,17167,17172,17181,17196,17214,17237,17274,17312,17327,17348,17370,17384,17429,17465,17493,17507,17532,17550,17585,17599,17623,17642,17665,17705,17748,17801,17858,17915,17950,17963,18002,18039,18058,18085,18144,18173,18187,18206,18223,18249,18275,18306,18327,18351,18380,18416,18439,18469,18484,18499,18520,18533,18560,18579,18608,18640,18661,18673,18690,18719,18749,18774,18799,18822,18832,18846,18877,18909,18951,18982,19004,19023,19065,19113,19135,19161,19210,19237,19269,19315,19343,19418,19484,19561,19605,19627,19693,19768,19812,19859,19914,19976,20028,20089,20160,20211,20264,20362,20444,20554,20662,20775,20898,21060,21155,21282,21383,21546,21734,21928,22126,22403,22551,22757,23120,23388,23727,24085,24489,24876,25011,25342,25682,26032,26415,26806,27065,27438,27797,28213,28894,29148,29281,29849,30180,30576,31047,31340,31802,32315,32776,33174,33393,33780,34219,34480,34930,35368,35737,35996,36414,36690,36988,37236,37488,37685,37846,38270,38469,38839,39089,39199,39310
NJ-Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,7,16,21,28,34,51,67,102,117,179,222,258,295,349,413,472,549,641,765,833,902,1033,1160,1335,1523,1642,1732,1809,1911,2001,2103,2195,2283,2384,2488,2488,2688,2798,2921,3030,3144,3204,3278,3372,3464,3537,3605,3703,3753,3820,3860,3914,3968,3996,4054,4093,4115,4127,4159,4181,4212,4255,4278,4312,4349,4390,4416,4425,4450,4480,4489,4505,4522,4552,4567,4583,4595,4605,4619,4626,4651,4664,4664,4670,4679,4698,4721,4736,4756,4759,4764,4767,4780,4786,4796,4806,4813,4819,4819,4819,4828,4831,4841,4857,4858,4869,4881,4912,4919,4928,4937,4943,4945,4950,4952,4974,4998,5014,5018,5036,5057,5059,5061,5070,5070,5070,5072,5082,5094,5106,5120,5131,5139,5155,5163,5170,5177,5186,5190,5195,5199,5202,5217,5223,5231,5245,5253,5265,5275,5282,5291,5300,5307,5317,5323,5329,5331,5336,5341,5346,5351,5358,5364,5373,5379,5387,5400,5420,5425,5426,5437,5446,5451,5462,5478,5481,5489,5508,5529,5552,5558,5575,5596,5611,5629,5671,5685,5691,5703,5709,5725,5740,5777,5786,5798,5808,5819,5830,5850,5873,5892,5907,5911,5934,5935,5967,5980,6007,6018,6023,6045,6060,6089,6092,6110,6142,6169,6192,6216,6240,6255,6305,6329,6371,6411,6451,6485,6527,6549,6575,6614,6663,6726,6771,6813,6890,6948,7009,7140,7212,7290,7374,7504,7648,7716,7843,7963,8058,8146,8251,8333,8412,8537,8622,8726,8839,8908,9032,9104,9231,9360,9482,9606,9718,9829,9909,10052,10219,10336,10411,10571,10671,10798,10923,11102,11222,11292,11379,11494,11589,11659,11752,11887,12030,12149,12208,12282
NJ-Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,8,15,26,29,43,81,124,189,246,262,432,519,742,896,1213,1418,1661,2010,2487,2916,3216,3685,4368,4831,5203,5575,5865,6180,6636,7265,7438,7904,8429,8959,9609,9972,9972,10484,10935,11208,11523,11853,12011,12188,12380,12578,12779,12996,13225,13357,13503,13604,13781,13917,13984,14057,14164,14203,14306,14385,14492,14569,14702,14903,15031,15122,15176,15191,15191,15191,15218,15293,15324,15475,15610,15764,15821,15858,15868,15911,15953,16038,16116,16186,16241,16302,16317,16337,16351,16351,16351,16351,16351,16351,16351,16351,16351,16351,16351,16351,16351,16351,16356,16356,16368,16377,16386,16386,16394,16416,16441,16455,16455,16455,16455,16462,16462,16471,16501,16519,16537,16563,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16567,16575,16590,16590,16605,16622,16636,16663,16695,16725,16749,16780,16812,16827,16847,16869,16879,16898,16921,16927,16947,16967,16978,16992,17010,17023,17040,17052,17066,17077,17103,17124,17137,17161,17187,17196,17212,17218,17238,17248,17267,17286,17299,17315,17324,17337,17355,17367,17390,17415,17440,17466,17505,17517,17543,17565,17602,17641,17671,17689,17727,17761,17789,17832,17870,17903,17944,17978,18061,18109,18163,18206,18247,18316,18375,18440,18505,18599,18709,18815,18949,19044,19161,19252,19449,19559,19682,19918,20106,20195,20413,20552,20674,20820,21020,21265,21415,21604,21899,22054,22239,22584,22824,23151,23463,23804,24156,24350,24626,24912,25235,25437,25763,26043,26347,26752,27112,27457,27709,27803,28255,28437,28756,28969,29295,29579,29831,30205,30390,30879,31239,31557,31755,32101,32383,32669,32935,33375,33588,33750,33978,34251,34388,34668,34897,35105,35396,35560,35664,35807
NY-Bronx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,10,20,28,57,86,209,363,554,851,1218,1824,2279,2890,3728,4557,5403,6304,6962,7766,8861,9927,11086,12315,13368,14327,15348,16626,17792,19160,20477,21441,22205,23266,24653,25932,27035,28019,28823,29372,29989,30868,31659,32701,34183,34970,35556,35994,36600,37244,37785,38450,38916,39223,39476,39839,40181,40533,40804,41059,41296,41441,41677,41980,42519,42812,43022,43158,43270,43418,43603,43766,43921,44137,44247,44364,44503,44753,44974,45116,45253,45359,45466,45571,45688,45778,45882,45980,46052,46127,46223,46316,46396,46501,46567,46645,46710,46778,46830,46915,46979,47027,47092,47154,47230,47294,47383,47456,47514,47555,47598,47651,47758,47838,47902,47938,47994,48038,48076,48126,48208,48267,48327,48377,48433,48496,48575,48643,48715,48769,48837,48926,49017,49086,49200,49280,49336,49388,49422,49481,49527,49573,49626,49676,49714,49823,49906,49980,50057,50120,50188,50226,50278,50369,50485,50579,50651,50724,50786,50840,50907,50954,51010,51067,51137,51194,51239,51292,51357,51406,51468,51533,51610,51663,51711,51768,51820,51860,51912,51944,51984,52018,52076,52125,52186,52235,52281,52335,52371,52422,52468,52526,52578,52619,52666,52710,52756,52815,52872,52920,52956,53025,53091,53169,53232,53298,53353,53417,53501,53556,53617,53691,53762,53836,53894,53960,54006,54077,54198,54307,54409,54472,54523,54628,54706,54792,54892,55011,55086,55213,55354,55527,55661,55767,55912,55999,56165,56292,56460,56655,56817,57064,57234,57425,57657,57917,58205,58491,58712,58905,59265,59548,59856,60233,60635,60979,61316,61617,61964,62378,62770,63149,63548,63997,64494,65005,65530,66128,66682,67257,67754,68445,69004,69540,70085,70667,71263,71738,72409,73010,73685,74405,74916,75496,75969,76511,77148,77887,78663,79308,79759,80350
NY-Dutchess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,10,16,20,31,36,49,82,100,124,153,190,225,262,320,392,484,547,667,809,938,1077,1189,1249,1395,1493,1598,1744,1838,1881,1934,2048,2085,2142,2201,2240,2284,2331,2391,2460,2517,2660,2729,2793,2817,2881,2954,3002,3049,3086,3131,3151,3192,3233,3277,3319,3359,3378,3399,3429,3474,3498,3527,3543,3552,3710,3724,3745,3767,3793,3807,3825,3834,3847,3867,3887,3899,3909,3924,3936,3951,3962,3984,3995,4000,4006,4016,4022,4027,4035,4049,4056,4068,4075,4077,4088,4110,4127,4138,4145,4150,4158,4176,4179,4191,4198,4201,4207,4213,4225,4231,4238,4243,4246,4248,4250,4255,4262,4269,4276,4280,4318,4337,4357,4363,4373,4376,4376,4380,4387,4400,4408,4412,4425,4440,4447,4453,4468,4490,4504,4520,4543,4557,4568,4582,4589,4600,4607,4613,4619,4631,4640,4655,4668,4686,4700,4704,4710,4721,4734,4753,4767,4777,4790,4798,4815,4827,4846,4852,4865,4868,4878,4892,4902,4914,4928,4939,4944,4956,4962,4975,4984,4986,4994,5006,5014,5042,5050,5053,5059,5076,5084,5089,5105,5108,5115,5120,5124,5130,5137,5148,5165,5169,5179,5187,5205,5214,5222,5233,5245,5252,5259,5271,5281,5289,5305,5318,5328,5340,5355,5366,5382,5403,5421,5438,5450,5465,5472,5508,5525,5547,5565,5585,5612,5642,5669,5710,5739,5790,5839,5879,5944,6003,6074,6144,6185,6224,6308,6386,6439,6493,6569,6634,6728,6811,6867,6930,7021,7122,7197,7284,7354,7512,7635,7798,7955,8099,8192,8339,8456,8629,8794,8976,9146,9290,9482,9642,9800,9959,10090,10238,10405,10620,10772,10929,11120,11266,11427,11596
NY-Erie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,20,28,47,50,56,87,114,122,206,245,318,414,443,499,582,617,734,808,1059,1148,1234,1335,1432,1498,1506,1571,1661,1730,1812,1951,2023,2023,2192,2192,2284,2284,2450,2603,2773,2954,3021,3089,3196,3319,3481,3598,3710,3802,3891,4008,4136,4255,4337,4453,4483,4530,4606,4671,4782,4867,4954,4993,5037,5131,5270,5397,5552,5626,5700,5753,5810,5886,5935,6014,6070,6123,6173,6234,6308,6359,6429,6486,6531,6595,6616,6659,6717,6753,6785,6817,6852,6882,6920,6955,6980,7004,7035,7073,7108,7138,7181,7206,7228,7249,7292,7337,7370,7427,7462,7475,7500,7544,7596,7624,7660,7711,7742,7766,7833,7891,7927,7982,8016,8035,8046,8106,8135,8187,8234,8282,8301,8327,8364,8410,8434,8492,8548,8572,8626,8667,8702,8737,8791,8850,8904,8918,8987,9013,9033,9064,9114,9147,9157,9187,9241,9283,9364,9413,9465,9491,9546,9589,9668,9713,9741,9807,9872,9947,10017,10086,10156,10212,10266,10320,10346,10394,10444,10503,10567,10637,10668,10716,10752,10833,10873,10917,10999,11042,11082,11112,11201,11251,11308,11342,11359,11445,11500,11574,11637,11697,11767,11798,11864,11898,11953,11998,12055,12107,12154,12182,12216,12269,12324,12393,12451,12468,12513,12574,12650,12705,12782,12819,12855,12971,13021,13161,13262,13414,13531,13584,13748,13908,14123,14338,14717,14988,15216,15606,16028,16540,17021,17469,17746,18018,18410,18983,19473,20103,20554,21075,21572,21873,22558,23071,23933,24440,24942,25427,26042,26518,27110,27903,28681,29337,29720,30073,30719,31282,32015,32489,33009,33397,33793,34181,34757,35507,35953,36400,36788,37214,37755,38196,38852,39183,39486,39874
NY-Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,7,14,16,24,41,58,84,123,387,660,1334,1872,2765,3467,4167,4946,5701,6807,8045,9018,10029,11917,13115,14304,15700,17504,18558,19702,20879,22082,23394,24715,26243,27471,28404,29306,31969,33521,34705,35763,36482,37030,37694,38481,39354,40648,41660,42487,43014,43587,44236,44872,45519,46275,46839,47183,47579,47974,48550,48998,49461,49817,50072,50331,50667,51095,51581,51991,52298,52485,52681,52889,53385,53639,53902,54175,54360,54560,54779,55147,55446,55727,55900,56053,56242,56405,56587,56770,56966,57131,57260,57367,57484,57605,57733,57919,58059,58177,58274,58386,58502,58634,58761,58874,58949,59047,59111,59206,59311,59420,59507,59576,59650,59742,59855,59957,60078,60149,60211,60281,60386,60461,60560,60647,60748,60815,60904,61012,61124,61233,61351,61432,61488,61568,61662,61752,61824,61926,61988,62053,62110,62194,62295,62385,62494,62577,62641,62715,62790,62890,62999,63086,63155,63223,63308,63410,63542,63636,63779,63861,63913,64002,64082,64162,64236,64301,64375,64422,64495,64572,64664,64754,64857,64930,64998,65118,65201,65328,65440,65540,65626,65700,65757,65819,65929,66009,66124,66197,66274,66381,66468,66586,66737,66971,67136,67227,67391,67510,67717,67892,68095,68279,68462,68658,68844,69062,69319,69677,69933,70131,70354,70616,70899,71199,71435,71635,71756,71941,72159,72369,72598,72894,73123,73263,73433,73766,73935,74114,74339,74553,74703,74903,75169,75517,75779,76001,76238,76446,76663,76988,77341,77709,78058,78414,78745,79073,79558,80008,80491,80946,81371,81686,82090,82543,83083,83608,84130,84609,85108,85561,86052,86628,87387,87979,88481,89127,89751,90592,91647,92595,93508,94312,95047,96020,97093,98045,98914,100141,101002,101832,102995,103969,105006,106355,107392,108330,109339,110327,111673,113125,114302,115527,116383,117417
