series,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
S,5298.743373732142,5294.924465104554,5290.049846081994,5283.830593224809,5275.900550992199,5265.796844382962,5252.936206310577,5236.586696078471,5215.834689062748,5189.547623148815,5156.33406648326,5114.5044528787985,5062.038585859237,4996.569984794084,4915.402393472357,4815.579837500931,4694.037001082129,4547.858160488752,4374.664995508441,4173.129200758984,3943.559381755334,3688.4462564181526,3412.7865471193586,3123.9864135880543,2831.217751801946,2544.277762992264,2272.21991888293,2022.1550240419256,1798.5636574081652,1603.23963677943
I,8.0,10.218908627588116,13.049745924630331,16.659049596889158,21.257281910121115,27.109532137333616,34.548263782251766,43.98812125790774,55.94250402204905,71.0410691315729,90.0464119708127,113.86674318111187,143.55926156445065,180.3160103167132,225.42039957509706,280.15887563150386,345.6699369240053,422.7147901325807,511.36499708637547,610.6277924185575,718.0720529384956,829.5707676879781,939.3163234491765,1040.253192290645,1124.9712156186242,1186.9169613045815,1221.591413152999,1227.3380253634034,1205.461786924483,1159.6934501683218
R,0.0,1.6,3.6437817255176235,6.253730910443689,9.585540829821522,13.836997211845745,19.258903639312468,26.16855639576282,34.96618064734437,46.154681451754186,60.36289527806876,78.3721776722313,101.14552630845368,129.8573786213438,165.92058068468646,211.00466059970586,267.03643572600663,336.1704231108077,420.71338113732384,522.9863805545989,645.1119390383104,788.7263496260096,954.6405031636052,1142.5037678534404,1350.5544063115694,1575.5486494352942,1812.9320416962105,2057.25032432681,2302.717929399491,2543.8102867843877
G,8.0,11.818908627588115,16.693527650147953,22.912780507332847,30.842822739942637,40.946529349179364,53.80716742156423,70.15667765367056,90.90868466939341,117.19575058332707,150.40930724888145,192.23892085334316,244.70478787290432,310.173388938057,391.34098025978346,491.16353623120966,612.7063726500119,758.8852132433883,932.0783782236992,1133.6141729731564,1363.183991976806,1618.2971173139877,1893.9568266127817,2182.7569601440855,2475.5256219301937,2762.465610739876,3034.52345484921,3284.5883496902143,3508.179716323975,3703.5037369527104
