beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
3.1683314463865906,0.2015291325590856,0.35750437205255836,0.09147568875357827,0.19019512882765452,0.17950548203707195,0.4837978701493288,0.028865545446841567,0.08803121678428548,0.2735840773449536,0.03636931646257111,0.6057591691479063,0.8300000000000001,0.0007796182286937346,0.006751465399019506,0.02306115352543357,0.9992964146235956,0.9904045272484867,2021-03-25
