series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03
S,786179.2260721297,784659.7949289044,783252.2012650833,781931.1124510785,780678.3929230174,779480.9957952598,778329.4870630753,777217.0058701651,776138.528478197,775090.3453687862,774069.6887652957,773074.466763488,772103.0732610121,771154.2519105902,770226.9986493643,769320.4918143413,768434.0420078293,767567.0561158994,766719.0114766707,765889.4373319346,765077.9015076453,764284.0008496498,763507.3543569371,762747.5982527843,762004.3824479966,761277.368003912,760566.2253130705,759870.6327946575,759190.2759587899,758524.8467346672,757874.0429870978,757237.5681671192,756615.1310577173,756006.4455866414,755411.2306862436,754829.2101859711,754260.112727257,753703.6716935039,753159.6251499922,752627.7157900694,752107.690885077,751599.302236259,751102.3061274614,750616.4632778297,750141.5387939996,1114328.4743455478,1478265.5805795272,1841960.9862667904,2205420.284901264,2568643.683352401,2931624.7116266997,3294349.6144703818,3656796.9988672948,4018937.4877934065,4380733.225508979,4742137.135698683,5103091.8654088285,5463528.362621676,5823364.038617341,6182500.461785317,6540820.520060585,6898184.976781558,7254428.3312006565,7609353.881717149,7962727.878944724,8314272.649298945,8503125.042868156,8485662.933883248,8466134.592455564,8444253.240258446,8419744.723855559,8392339.40000428,8361769.474482828,8327769.785449552,8290080.868677046,8248453.583350646,8202654.791705629,8152473.676299031,8097728.306864366,8038272.073200082,7973999.606206566,7904851.831163565,7830819.843024203,7751947.363620549,7668331.630460201,7580122.667597517,7487520.990380452,7390773.887431547,7290170.496744717,7186035.94310911,7078724.829511206,6968614.377137455,6856097.4908344075,6741575.994423937,6625454.238527418,6508133.237557126,6390005.446473316,6271450.244908345,6152830.1583822835,6034487.814686143,5916743.608437677,5799894.028115396,5684210.586979913,5569939.291425006,5457300.576607692,5346489.638834039,5237677.096331314,5131009.914012707,5026612.533038695,4924588.1519052265,4825020.112050642,4727973.347268506,4633495.862319067,4541620.211891056,4452364.956375028,4365736.075710189,4281728.326832181,4200326.533979028,4121506.8043234684,4045237.6641221745,3971481.1128438595,3900193.594601366,3831326.887711968,3764828.9143893193,3700644.473472445,3638715.8997618677,3578983.6539973496,3521386.847809204,3465863.708135581,3412351.985647795,3360789.3116875687,3311113.50811364,3263262.8542972836,3217176.3153109644,3172793.7351332656,3132648.3270555013,3094044.1230956987,3056928.7771312143,3021250.656112586,2986959.070423468,2954004.439598174,2922338.4098969353,2891913.9356537405,2862685.3330868576,2834608.3129802207,2807639.997017637,2781738.9213833697,2756865.030395265,2732979.662315603,2710045.529024329,2688026.690893541,2666888.527938791,2646597.7081195274,2627122.1535018026,2608431.004869951,2590494.5852722153,2573284.3629024113,2556772.9136514436,2540933.8836057293,2525741.951721992,2511172.792867733,2497203.0413826527,2483810.255287286,2470972.881240405,2458670.220325587,2444290.0661297524,2430426.0513340887,2417058.4529357953,2404168.4288666425,2391737.9535072995,2379749.7638712022,2368187.3137567863,2357034.7339150556,2346276.7968176506,2335898.884997967,2325886.9622168685,2316227.546905523,2306907.687482833,2297914.939249391,2289237.342635355,2280863.4026340838,2272782.069292773,2264982.7191598606,2257455.137609645
E,4.2829248282673795,1522.7514253109637,2588.087013849407,3327.469801972192,3832.297460714602,4168.336174345918,4382.957445813712,4510.312271731263,4575.038652610231,4594.92265977854,4582.810973272931,4547.986943256462,4497.161565003679,4435.187695740512,4365.575165853339,4290.862526095049,4212.885489806043,4132.9708862514335,4052.076870611606,3970.8943366277354,3889.9203065743163,3809.5110706494065,3729.9206850797864,3651.328879381618,3573.861299009751,3497.604198445354,3422.61511415796,3348.930623905196,3276.571993189935,3205.5492887352907,3135.864379029825,3067.513126365158,3000.48699108852,2934.7742081809424,2870.3606523612725,2807.2304760921375,2745.36658178991,2684.750972804068,2625.3650155861974,2567.1896366519622,2510.205471535449,2454.392978281942,2399.732524642031,2346.2044556688006,2293.789146628544,2242.4670448303946,2452.5095666852535,2857.0428621686583,3406.7591207981022,4068.819724626617,4824.44382271905,5666.357063540024,6596.5578625097305,7624.579473220942,8766.291142938042,10043.215875971677,11482.315741437043,13116.191798788492,14983.654299910862,17130.633281293074,19611.41586427266,22490.212034181997,25843.063837763402,29760.122741527248,34348.32528961088,39734.496853058445,46068.905279599996,53176.43203310401,60752.68267595762,68979.08377908559,77983.65905503386,87861.1470376214,98683.14352917683,110502.51986943855,123354.56626655578,137256.31758527394,152204.97683424636,168176.0553603482,185121.68147545564,202969.42320749685,221621.88750489114,240957.27728453875,260831.00125948427,281078.34002544964,301518.0813189153,321956.9561292898,342194.6438618996,362029.0752917088,381261.7494938323,399702.7943980468,417175.53594005335,433520.3916362918,448597.96357003733,462291.2663337307,474507.0817035417,485176.4796660518,494254.5825717922,501719.67493127566,507571.7762043888,511830.7992062217,514534.4142624099,515735.73094498995,515500.8969807613,513906.699406321,511038.23761554033,506986.7226639432,501847.44282157335,495717.92240157543,488696.2896192304,480879.859768956,472363.93233185937,463240.79464302055,453598.9202987986,443522.3473821423,433090.2196282342,422376.47264562786,411449.6470622727,400372.8108112263,389203.5735572751,377994.1773640911,366791.64900389605,355638.0007295665,344570.46779240656,333621.772443077,322820.40555786307,312190.9183586584,301754.2179234975,291527.86130370124,281526.3440684196,271761.3799870126,262242.16933728463,252975.65399860838,243966.75806065733,235218.61315908222,226732.76814780387,218509.38304256374,210593.1059677821,202967.25654469058,195618.19045218287,188534.38667365225,181705.80453930722,175123.43342382318,168778.97988268564,162664.65264600658,156773.0170668988,151096.89863163425,145629.32089077227,140363.46730851955,135292.65950922435,130410.3465508596,125710.10140818612,121185.62196954736,116830.73466048493,112639.39939063483,108605.71493977107,104723.92419931928,100988.41889973739,97393.74360550048,93934.59886525566,90605.84347756949,87402.49588173813,84319.73471505103,81352.89859758117,78497.48521658388,75749.14978752732,73103.70296954212,70536.71513503316,68050.27461562134,65645.11942881891,63321.00526425889,61076.98009072227,58911.58907331813,56823.02741754311,54809.25425916236,52868.077382814205,50997.216074424425,49194.34756959342,47457.14118752679,45783.283216387834,44170.49485143226,42616.54491555128,41119.25866370605,39676.523651689495,38286.293408586695
I,4646.796588778462,3531.6616903121967,2718.2952932325206,2124.086244699413,1689.1091573529777,1369.8754138582922,1134.8121301758565,960.9888555795026,831.7461833740078,734.9768421994808,661.8791478786183,606.0526218738589,562.8415960398893,528.8586299757216,501.6383642554876,479.38602890740043,460.7946669684811,444.91225913590665,431.0450986948925,418.6875084725463,407.4707055427737,397.1255882546905,387.45564898108967,378.3172532688637,369.6052793660755,361.24265933000544,353.1727605791063,345.35383580738,337.7549793532368,330.3531809757316,323.1311791980054,316.07589730244166,309.17730396536865,302.4275834040368,295.82053113853993,289.3511142189557,283.0151513407477,276.80908034804855,270.7297894263899,264.7744947029025,258.9406516502963,253.22589110247264,247.62797317777915,242.14475422086062,236.7741631980937,231.51418494758312,226.36284838951528,227.16972044012613,236.8771057987293,256.61268548322647,286.49526430737865,326.19292860296235,375.28989199004735,433.5150824538869,500.87679879258985,577.7380987398856,664.8587568305232,763.4223259615176,875.0611986303014,1001.8884719769222,1146.5426359001842,1312.249351312654,1502.9036013132577,1723.175046035652,1978.6392887794616,2275.937788739462,2622.969168913275,3029.1144983905574,3497.5666149821377,4023.909097253758,4608.864048197392,5255.858319566258,5969.626100445424,6755.374893150576,7618.250980371407,8562.9588829997,9593.45699137356,10712.690804027477,11922.348379542262,13222.636456818502,14612.083841188532,16087.382967725516,17643.282012147105,19272.539085039327,20965.947354766806,22712.43586376972,24499.24587553778,26312.177417518524,28135.895867458454,29954.284486960183,31750.826111430215,33508.995951829835,35212.64765401346,36846.376236096214,38395.84400639636,39848.05871500671,41191.596661996045,42416.76695766558,43515.71634799946,44482.47679741605,45312.960251465316,46004.90664134905,46557.7922513221,46972.70609986895,47252.2020618562,47400.134170014004,47421.481971041925,47322.17206059994,47108.901059211465,46788.96438239547,46370.094254895914,45860.309559718255,45267.77932521181,44600.70095494513,43867.1937045256,43075.20740909784,42232.44606229656,41346.30553565594,40423.82449829477,39471.647440196706,38495.9986081578,37502.665621123655,36496.99153132861,35483.874130310374,34467.77135638771,33452.71173547906,32442.308874173053,31439.779117724574,30447.96158206992,29469.339864820926,28506.06483305609,27559.97797377951,26632.634874923297,25725.328479944914,24839.11182700868,23974.820044328568,23133.091426601575,22315.414795681216,21522.546670783267,20754.755273602223,20011.985452935358,19293.969573304403,18600.301667228327,17930.486757579118,17283.973509098123,16660.1757714565,16058.48678282885,15478.288569262028,14918.958230545031,14379.872228437656,13860.409404585438,13359.95319507432,12877.893335900748,12413.627240590104,11966.56115839607,11536.111175613767,11121.704094410255,10722.77820701023,10338.783973886886,9969.184610004457,9613.456581297965,9271.090013264109,8941.589014017994,8624.47191497817,8319.271433204003,8025.534760175046,7742.82358240138,7470.255588256244,7207.207167909979,6953.220968989323,6707.943911440077,6471.086252161205,6242.395080793679,6021.6376125504785,5808.591051083448,5603.036788789562,5404.757412005445,5213.535469144132,5029.153301831187,4851.393476006543,4680.039512822404,4514.8767300914715,4355.693079716805,4202.279916071971
A,41812.208838187835,39970.74941230629,38517.58751283641,37343.953239654606,36371.595588174496,35544.19957401153,34821.23489383626,34173.539503658605,33580.14443712612,33025.9884921049,32500.27189928183,31995.269403844304,31505.473997922112,31026.97883851668,30557.030872734795,30093.70832902936,29635.68761667341,29182.074797199486,28732.283714857243,28285.947858875705,27842.85662322633,27402.909220395253,26966.081374961137,26532.40127220296,26101.9322116031,25674.76011939992,25250.984583512785,24830.712442436725,24414.05322619169,24001.11594033066,23592.006823733704,23186.827812155057,22785.67551287974,22388.640549070653,21995.807171005865,21607.25305944088,21223.04926669236,20843.26025583756,20467.944009183502,20097.152184988896,19730.930307122566,19369.31797649592,19012.349096136946,18660.05210398484,18312.450209100905,17969.561628174546,17631.399820069662,17350.62595239635,17164.05344467476,17096.899549336493,17166.627727206655,17386.132931872235,17766.27046804639,18317.821579057683,19053.02087456175,19986.773951842704,21137.683361997926,22528.985941651626,24189.48928544064,26154.582297526464,28467.385412960306,31180.10042204195,34355.61754825233,38069.43791211462,42411.97195692118,47491.27783966917,53436.306996816296,60400.72554467491,68496.0053960024,77767.13319000418,88293.8127534028,100178.13294161201,113536.84830897464,128496.05154500908,145186.9743909037,163742.20485127982,184291.93470171108,206960.05343760966,231860.03812540666,259090.682219868,288731.77444124816,320839.8869755203,355444.46193550027,392544.3958996172,432105.31424455583,474057.70092439005,518296.00800220907,564678.8168733832,613030.065078721,663141.2945828484,714774.8246497761,767667.7091739511,821536.3072450297,876081.277981189,930992.8059538498,985955.8703968978,1040655.3876389593,1094781.0792427228,1148031.9455722342,1200120.2535468212,1250774.9761650518,1299744.64843312,1346799.6285117576,1391733.7735343464,1434365.5563413978,1474538.662308259,1512122.1147136707,1547009.9830516933,1579120.7317595703,1608396.2674886498,1634800.7417561526,1658319.1630305268,1678955.868430505,1696732.9006159957,1711688.3304222487,1723874.5605878928,1733356.6407520426,1740210.6188986022,1744521.9497188518,1746383.976022875,1745896.495403253,1743164.4208638528,1738296.5410765044,1731404.383308787,1722601.179856099,1712000.936982719,1699717.6038968908,1685864.3381190058,1670552.862713761,1653892.910211347,1635991.747605333,1616953.7765540543,1596880.2027987181,1575868.7688184688,1554013.5438465988,1531404.7655520414,1508128.7279280296,1484276.954215103,1459933.5608195574,1435176.1978134504,1410076.7633605632,1384701.9566044314,1359113.7151068754,1333369.5697253728,1307522.9403619082,1281623.3892380472,1255716.843492039,1229845.795412432,1204049.4861318104,1178364.0768262919,1152822.8102018558,1127456.1641538884,1102291.9988578225,1077355.6981116836,1052670.305451474,1028256.655358563,1004133.499746088,980317.629828392,956823.9934287741,933665.8077556584,910854.6676679488,888400.6494513422,866312.4101347836,844597.2823873163,823261.3650483844,802309.6093578914,781745.9009651297,761569.0126289077,741778.1936151563,722372.875556466,703352.4657091171,684716.2048677425,666463.0729916592,648591.729907135,631100.4816603332,613987.2654898841,597249.6481755261,580884.8338551959,564889.6784023725,549260.708203793,533994.1417383567,519085.9127783585,504531.6943494166,490326.92282182345
IH,0.0,185.8718635511385,320.72683465981254,418.3954389739958,488.9266834623499,539.6259273987879,575.8069930259383,601.3374913129261,619.0344051519993,630.9511716680299,638.5861055128971,643.0337708442669,645.0949565912007,645.3566024038571,644.2499043176168,642.0925702395197,639.1195582057346,635.505443290402,631.3806979724716,626.8435459218391,621.968595577072,616.8131305031907,611.4216942498908,605.829433568801,600.0645374752413,594.1500177576388,588.1050097140658,581.9457232830205,575.6861393623141,569.3385203637641,562.9137853077773,556.42178611309,549.8715117959293,543.271240050881,536.628650408979,529.950909322977,523.2447347267597,516.5164455724464,509.7720003588842,503.0170275788425,496.2568502199637,489.49650587673403,482.74076360933196,475.99413837787597,469.2609036564478,462.5451026678233,455.8505585606706,449.18088376410765,442.7735487761414,436.97552493394437,432.16692232553976,428.71949164777953,426.97888381736345,427.26219535274254,429.8647419091241,435.0719844238838,443.1740594043477,454.4814863199071,469.341415643058,488.15431887720297,511.3913774774089,539.613059479343,573.4895264729272,613.8236227011862,661.577285363042,717.9022945597641,784.176359056564,862.0456096119441,953.474637826289,1060.4879818468494,1184.8636881912867,1328.347355250017,1492.7614425080255,1680.0549127781294,1892.3178011023308,2131.7738997966826,2400.758474132613,2701.684571947199,3036.999824925628,3409.1349580617534,3820.445120053252,4273.145372900844,4769.2420692729,5310.46228138736,5898.183831955077,6533.368743564407,7216.503016326239,7947.5455367184,8725.888610493626,9550.332120425946,10419.072676806562,11329.70840978231,12279.25930845643,13264.20230078234,14280.519640900173,15323.75866410974,16389.10060670791,17471.435976270568,18565.44389250913,19665.672884347783,20766.620803282254,21862.811770701115,22948.868391153603,24019.577809376446,25069.950543985018,26095.271376631143,27091.14189784054,28053.514599511054,28978.718652817824,29863.47771596716,30704.920278491805,31500.58316929752,32248.40893766394,32946.73786406893,33594.29537578797,34190.1756356549,34733.82204601463,35225.005368334125,35663.8001063357,36050.55974056201,36385.89133813552,36670.629995771276,36905.813508970255,37092.657597423706,37232.531957237145,37326.937355512295,37377.48393266527,37385.87083291118,37353.8672436982,37283.29489045133,37176.012003585245,37033.89875007352,36858.844101562114,36652.734094696636,36417.44142658373,36154.81631871576,35866.678575850536,35554.81076187083,35220.993505463804,34866.97627476856,34494.45892033262,34105.080451713904,33700.412636769455,33281.95678782226,32851.14263158088,32409.328524100893,31957.802520053854,31497.78397325564,31030.425457960653,30556.814875317352,30077.97765869247,29594.87902364106,29108.42622884776,28619.470827297642,28128.810894899518,27637.193228562624,27145.31550850509,26653.828421128484,26163.337739633083,25674.40635999156,25187.556290143246,24703.270590431894,24221.995263453315,23744.141091636535,23270.085421066524,22800.1738902689,22334.722102912834,21874.017243639846,21418.30129842926,20967.782961760568,20522.64543527455,20083.051478020447,19649.14664508441,19221.061354335656,18798.912213595206,18382.802896539608,17972.8247564034,17569.057298720163,17171.568588482256,16780.415636501322,16395.644789685724,16017.29213709156,15645.38393562524,15279.937054558985
IN,929.3593177556925,1799.9551192293154,2392.4760498683545,2784.8585219192546,3033.588787095682,3179.5963862475114,3252.525156313256,3273.829973575091,3259.0230294195185,3219.303795919174,3162.7421467296895,3095.1373594605143,3020.641926900218,2942.2146455235306,2861.949738620767,2781.315939573096,2701.3301595555263,2622.6836189183314,2545.833428194294,2471.069053411973,2398.5605221889273,2328.3933546880703,2260.5938432905873,2195.147316381379,2132.0113031429437,2071.1249938429705,2012.4160101682644,1955.8052237799232,1901.2101601734976,1848.547378586371,1797.7341121785275,1748.6893751731504,1701.334687191601,1655.5945239155405,1611.3965732830184,1568.6718546376328,1527.3547423892987,1487.3829242020267,1448.6973153261488,1411.241944585874,1374.9638230959094,1339.812803559939,1305.741435668807,1272.7048214265396,1240.6604730124943,1209.568174909991,1179.3898514025714,1150.0894400905518,1122.8030721879422,1099.1835021171612,1081.0045166168989,1069.951506611441,1067.5369127936597,1075.0943867493693,1093.8190386899612,1124.8320716049539,1169.2564062128256,1228.295915708985,1303.3150628020742,1395.9185135372552,1508.0320901350365,1641.9875427942998,1800.614317013678,1987.3419486872115,2206.3170557138374,2462.5391854377117,2762.020054982211,3111.970984377463,3521.023534723514,3997.902059898216,4549.895987408224,5183.9782538642,5907.366266495522,6727.767912706142,7653.4452095924335,8693.16702232205,9856.08866370174,11151.578232929733,12589.000582722503,14177.466036599508,15925.550218862956,17840.992276988505,19930.380498117145,22198.83622623986,24649.708604186508,27284.293641702465,30101.591210148352,33098.11267185286,36267.74998166947,39601.714382527745,43088.54948398478,46714.21985180754,50462.27255637403,54314.06571821481,58249.05519006215,62245.12829554275,66278.97209584167,70326.46299245532,74363.0645473604,78364.22111404961,82305.7360957736,86164.1252390021,89916.93718899555,93543.03545008438,97022.83779379692,100338.51095360896,103474.1200694144,106415.73375382263,109151.48682209772,111671.60365085598,113968.38581381581,116036.16810218716,117871.24729570464,119471.78813489474,120837.71088470415,121970.56470285932,122873.39076066152,123550.5787344633,124007.71991509011,124251.45978911057,124289.35254606878,124129.71957243407,123781.51361606462,123254.18995179865,122557.58555446567,121701.80699330024,120697.12750297096,119553.89346143638,118282.440312818,116893.01781288473,115395.72434347402,113800.44993777966,112116.82757824987,110354.19227012672,108521.5473536904,106627.53749442147,104680.42778006708,102688.08835468948,100658.18949644035,98598.06779458188,96514.6495891766,94414.41223662063,92303.370002087,90187.07567444624,88070.63194354648,85958.70858840976,83855.5628872286,81765.06157755025,79690.70330778946,77635.64092630276,75602.70321876758,73594.41587468656,71613.0215710883,69660.49912742653,67738.58172483639,65848.77420502447,63992.36947561026,62170.464053921714,60383.97278279167,58633.64275151066,56920.06645380442,55243.69421312672,53604.845904017304,52003.72199692823,50440.41395282124,48914.91399298089,47427.1242688369,45976.86545609941,44563.79310685252,43187.459830703025,41847.35505533858,40542.929875992886,39273.61214660261,38038.81531590612,36837.94336340057,35670.393395771105,34535.55691920869,33432.82043231806,32361.565735163385,31321.170185000097,30311.007022057194,29330.445820899822,28378.85308154181,27455.592950668033
D,1906.0,1906.0,1906.185871863551,1906.5065986982108,1906.9249941371847,1907.413920820647,1907.9535467480457,1908.5293537410714,1909.1306912323846,1909.7497256375366,1910.3806768092043,1911.0192629147173,1911.6622966855616,1912.307391642153,1912.952748244557,1913.5969981488745,1914.239090719114,1914.8782102773198,1915.5137157206102,1916.1450964185826,1916.7719399645043,1917.3939085600816,1918.0107216905844,1918.6221433848345,1919.2279728184035,1919.8280373558787,1920.4221873736362,1921.0102923833504,1921.5922381066334,1922.1679242459957,1922.7372627663594,1923.3001765516672,1923.8565983377803,1924.4064698495763,1924.9497410896272,1925.4863697400363,1926.0163206493592,1926.539565384086,1927.0560818296585,1927.5658538300172,1928.068870857596,1928.5651277078161,1929.054624213693,1929.537364977302,1930.01335911568,1930.4826200193368,1930.9451651220045,1931.401015680565,1931.850196564329,1932.2929701131054,1932.7299456380395,1933.162112560365,1933.5908320520127,1934.01781093583,1934.4450731311829,1934.8749378730918,1935.3100098575158,1935.7531839169199,1936.2076654032398,1936.6770068188828,1937.1651611377597,1937.6765525152373,1938.216165574717,1938.7896551011897,1939.4034787238909,1940.0650560092542,1940.782958303814,1941.5671346628703,1942.4291802724827,1943.382654910309,1944.4431428921557,1945.6280065803471,1946.9563539355968,1948.4491153781048,1950.1291702908832,1952.0214880919855,1954.1532619917818,1956.5540204659146,1959.255705037862,1962.2927048627876,1965.701839820849,1969.5222849409024,1973.7954303138033,1978.5646723830762,1983.8751346644635,1989.7733184964184,1996.306687239983,2003.5231902563091,2011.4707357930279,2020.1966244035211,2029.7469565239473,2040.1660292007539,2051.4957376105363,2063.7749969189927,2077.039199219775,2091.319718860675,2106.643477524785,2123.0325781314928,2140.5040141077634,2159.0694580002723,2178.73513088462,2199.5017516879025,2221.364563458604,2244.3134318497573,2268.3330096591335,2293.4029602031183,2319.4982315797497,2346.5893734775905,2374.642888077101,2403.6216067299188,2433.485084445886,2464.1900047243776,2495.690587893675,2527.9389968313385,2560.885734695408,2594.480030071196,2628.670205706851,2663.404027752865,2698.6290331211994,2734.292833227535,2770.343392968097,2806.729284306233,2843.3999143020037,2880.305727810974,2917.398385408398,2954.630917365635,2991.9578547211468,3029.335338653812,3066.7212094867236,3104.075076730421,3141.358371620873,3178.5343836244583,3215.5682823745315,3252.4271264760937,3289.07986057079,3325.4973019973745,3361.65211831609,3397.518796891941,3433.0736076538115,3468.2946011592753,3503.161577434044,3537.6560363543763,3571.7611168060907,3605.46152944286,3638.7434862306827,3671.594628862263,3704.0039573863646,3735.9617599064177,3767.459543879673,3798.489969337634,3829.0467842129515,3859.124761871644,3888.719640895285,3917.828067124133,3946.44753795143,3974.5763488463294,4002.2135420748928,4029.358857583398,4056.0126860045257,4082.1760237441595,4107.850430104151,4133.037986394294,4157.7412569847265,4181.96325224818,4205.707393339816,4228.977478760882,4251.777652651152,4274.112374754064,4295.986391997703,4317.404693296133,4338.372476257893,4358.895121693167,4378.978173171187,4398.627319816273,4417.848381170608,4436.647293384203,4455.030096280743,4473.002921037147,4490.571978335867,4507.743546924349,4524.52396256085,4540.919607350535,4556.936899487628,4572.582283423252
R,0.0,1901.089302065608,3782.313900286459,5641.491444683694,7477.038147725392,9287.830549737619,11073.096512691716,12832.330421916602,14565.227864568666,16271.635685586045,17951.514026899364,19604.907615998134,21231.92414152536,22832.71802728742,24407.47829828913,25956.41953534555,27479.775151922524,28977.79241070795,30450.728738958274,31898.84901001723,33322.423540961114,34721.726618979774,36097.035416490005,37448.62919070743,38776.788690268084,40081.79571163637,41363.93276310405,42623.482805427244,43860.729046513115,45075.954773775156,46269.44321236834,47441.47740090059,48592.34007870408,49722.31358056713,50831.67973614932,51920.71977225641,52989.714216834764,54038.942804028164,55068.68437997731,56079.21680927233,57070.81688212154,58043.76022239651,58998.3211967703,59934.77282519438,60853.38669296856,61754.43286465406,62638.17980006603,63504.89427256331,64357.161247901255,65199.267553025325,66036.72726059574,66875.94880496399,67724.0278157474,68588.64543714652,69478.05280339361,70401.12558732694,71367.47668596808,72387.61938058509,73473.17733351122,74637.14142740546,75894.17672435468,77260.98580701256,78756.73757791962,80403.5733557215,82227.20492327378,84257.62213076117,86529.9307771482,89085.34477490695,91972.3599676467,95244.99544153067,98959.87193229161,103177.64254420265,107963.95797861266,113390.13076496312,119533.5819671133,126478.10738256662,134313.97383019005,143137.84173661695,153052.50350552058,164166.4256791867,176593.08529034542,190450.09613679795,205858.1282339392,222939.63265231135,241817.39351373105,262612.9382442456,285444.8454291632,310426.99604999,337666.8179502933,367263.5747586528,399306.7491331961,433874.5662726578,471032.69755704835,510833.176472107,553313.5502415881,598496.2814493809,646388.4049368385,696981.4368761105,750251.5255020924,806159.8267699765,864653.0833164316,925664.38156673,989114.0595956167,1054910.7373061243,1122952.4404890498,1193127.7911962785,1265317.2384265428,1339394.30520959,1415226.8306232765,1492678.1879441955,1571608.4628926734,1651875.5786849968,1733336.3572681313,1815847.5086230428,1899266.5423377529,1983452.597741584,2068267.1907418007,2153574.8771079136,2239243.8333105394,2325146.3571507395,2411159.291326638,2497164.373794556,2583048.519311432,2668704.036914449,2754028.788323071,2838926.2923580743,2923305.7804807085,3007082.20848034,3090176.229197142,3172514.1309719346,3254027.7462810543,3334654.334751417,3414336.4444692074,3493021.7552032163,3570662.9068674548,3647217.316252907,3722646.984769631,3796918.2996613346,3870002.2381963087,3941874.0286057945,4012512.8430220536,4081901.5164362933,4150026.2871927847,4216876.5556509495,4282444.658478494,4346725.656657331,4409717.1357432995,4471419.017260286,4531833.380359164,4590964.293054601,4648817.652485136,4705401.033736978,4760723.54683941,4814795.701586919,4867629.279875699,4919237.215264334,4969633.479483142,5018832.975626498,5066851.437768904,5113705.336750008,5159411.791877208,5203988.488297217,5247453.599790855,5289825.716748383,5331123.77908605,5371367.0138686085,5410574.877406926,5448767.001604905,5485962.962572172,5522182.289665206,5557444.465898627,5591768.922022264,5625175.02607807,5657682.069861422,5689309.253397614,5720075.668292318,5750000.280613437,5779101.913801203,5807399.231976014,5834910.723912965,5861654.687872861,5887649.217417706,5912912.188290639,5937461.2464032
