beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
13.057783274722317,0.2,0.1,0.04,0.04,0.04,0.4114155732262851,0.019077525773591446,0.15012914681935585,4.602392241518396,0.05,0.8,0.4665491177447407,0.7094475498720106,0.478067137998193,0.8938261020125834,0.8106099726534884,0.6664295912909678
