beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,h,Hiding_init,c1,I_initial,metric1,metric2,r1,r2,reopen
1.0649245935272431,0.20000000000000626,0.8089954753254648,0.04763647886737731,0.043015865616712064,0.07008181555983925,0.0763035119456144,0.0033505834602573802,0.013003533542024851,0.5819985781190993,0.03333333333333333,0.6659442099466796,0.9700000000000002,0.00011078799044842291,0.00585528711282376,0.012032635912536671,0.9996120442358781,0.995807269511918,2021-03-21
