series,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,45285.38594398874,45278.09814517935,45269.42043722548,45259.12193753696,45246.946836964176,45232.616761752084,45215.8352507738,45196.29469159797,45173.68586406747,45147.7099309896,45118.092314432695,45084.59746543034,45047.04317353035,45005.3128828724,44959.3645696103,44909.23511133573,44855.03967629933,44796.96634178154,44735.26675693613,44670.244068991604,44602.239477234965,44531.618687267124,44458.759281677776,44384.03969295346,44307.83013827289,44230.48560449319,44152.34077675568,44073.70668538321,43994.86879014577,43916.08621104825,43837.59183376127,43759.593052145836,43682.27295039559,43605.791767035225,43530.28851898812,43455.882694659274,43382.67595015225
I,26.0,31.20779880939055,37.38888285850496,44.696271918348465,53.29567073766742,63.362092290749814,75.07463588577517,88.60922419074389,104.12931378598604,121.77490176097902,141.65052617700738,163.8133330851961,188.2625583383719,214.93184432925392,243.68561004501305,274.32021951597824,306.5700369910925,340.11776854959805,374.60793191103994,409.6619853026806,444.89361823510546,479.9229187441365,514.3884908339511,547.9570002915525,580.3299949487977,611.2481291325969,640.4931065394996,667.8877493888083,693.2946246751407,716.613633798649,737.7789203817391,756.7553883666282,773.5350590475418,788.1334376841063,800.5860107164838,810.9449541880074,819.2761023599924
IH,1.04,1.4206588742569917,1.7682988829312678,2.1427847971541523,2.572149000445185,3.073280043863149,3.6593599625659774,4.342377592980499,5.1337579735362375,6.044221138856901,7.083290699744526,8.258633993041611,9.575343245226827,11.035251737719811,12.6363761804999,14.372567412912979,16.233429291775835,18.204531209968565,20.267899546563633,22.402736338892275,24.58628748426004,26.79477214855536,29.004289636343994,31.191636019506536,33.33498487071901,35.41440923474205,37.41224165739361,39.31328367767034,41.10488527179056,42.77691898125811,44.32167402847312,45.73369387379256,47.00957748236873,48.14776086549331,49.14829178530033,50.01260718120413,50.74332004084174
IN,1.04,1.9267381065301663,2.8911120488795428,3.960612260484424,5.164798777274438,6.535503645246747,8.106868429713742,9.915167321251722,11.998365791068728,14.395372708197714,17.144962933961537,20.284378709186964,23.84765983179752,27.863799183942216,32.35486274346411,37.334241446207045,42.805207404436906,48.75992509833738,55.17902194991894,62.03176097265083,69.27679313289593,76.86341046896783,84.73318123121112,92.82182875378263,101.061215274928,109.38130621768957,117.71201397806382,125.98484771423458,134.13432277710206,142.09910748707642,149.82290449878894,157.25507859421765,164.3510526835969,171.07249973006734,177.38736105546258,183.2697218370284,188.699573288748
D,0.01,0.1493411257430085,0.33968363231585885,0.5766035909675389,0.8636978658333694,1.2083191516995098,1.6200829026951,2.110370726428597,2.6921705170123644,3.3800009163630236,4.18981685648611,5.138849260397057,6.245356335098879,7.528278553527358,9.006802015057522,10.699847094195016,12.625510289514798,14.80049520507785,17.23957200548242,19.95510271631356,22.956662813606883,26.250779136585763,29.840792324284912,33.72684075630842,37.90595390700478,42.37223690557415,47.11712503085545,52.12968644346189,57.39695298605884,62.904261627701636,68.63559244180354,74.5738923975171,80.70137738670978,86.9998076243025,93.4507337791131,100.03571291921848,106.73649463649912
R,0.0,0.6732618934698339,1.6675293406245757,2.9777338848255264,4.632790643346527,6.679987105103507,9.179746034198079,12.204112559374092,15.836471853677091,20.171516474755666,25.315032888859456,31.383283510586587,38.50185270790468,46.80388731190828,56.42772339441645,67.51395718372399,80.20208371258974,94.62688214422089,110.91476163960753,129.18028966659907,149.5231050879073,172.02537622336965,196.7499082851695,223.73894521412805,253.01365671439805,284.5742580049479,318.4006800272486,354.45369138135464,392.6763681328747,432.99581104580125,475.32501887666376,519.5648386107412,565.6059269929233,613.3306710495389,662.6150276642545,713.3302532039982,765.344503510401
G,26.0,33.28779880939055,41.9655067632562,52.264006451780105,64.43910702456694,78.76918223666273,95.55069321494807,115.0912523907788,137.70007992128046,163.67601299915233,193.29362955605902,226.78847855840831,264.3427704583998,306.0730611163516,352.02137437845107,402.1508326530173,456.3462676894098,514.4196022072027,576.1191870526125,641.1418749971363,709.1464667537756,779.767256721615,852.6266623109606,927.3462510352781,1003.5558057158474,1080.9003394955505,1159.045167233061,1237.6792586055294,1316.5171538429665,1395.2997329404861,1473.7941102274683,1551.7928918428966,1629.1129935931403,1705.5941769535082,1781.097425000614,1855.5032493294564,1928.709993836482
H,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054,22642.75820474054
beta,5.712542990291526,5.71254299029159,5.667848640318123,5.615534045772465,5.554687880755962,5.484433642420858,5.403987884461332,5.312729731112217,5.210276882348152,5.09656011118158,4.9718855199201615,4.836972649211057,4.692957942799662,4.541357504536987,4.38398995681039,4.222867847155876,4.060072201649738,3.897627582980576,3.7373936572337736,3.580984542602085,3.4297208613974917,3.284613382693404,3.146372806755244,3.0154381095566287,2.892015688362693,2.776122677079594,2.667629526596312,2.566298722955896,2.471818023342185,2.3838277020674643,2.3019420215331796,2.2257655468731254,2.1549050965529504,2.0889781461353367,2.0276184424607817,1.970479485207031,1.9172364204846242
