beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
24.16197757366178,0.2,0.8696592320690817,0.04004655995712127,0.05281964798574926,0.040118424550944214,0.4798587133691144,0.01388699290728001,0.1675557331467982,0.00595482577759049,0.8400000000000001,0.0009089776200783565,0.003153585506887506,0.03333333333333333,6.573510564644176,2021-03-21,0.04761588210329533,1.986226213630248e-06,2021-08-13,0.009829939090020019,0.013857758782639519,0.9992606901464662,0.9984357820264997
