county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
WI-Milwaukee,7224,2050,1674,2020,2384,2256,3027,3731,1965,1591,1883,1912,1947,2445,2495,1536,1244,1073,897,974,920,571,647,928,716,624,734,823,637,506,801,693
WI-Milwaukee,7225,15252,16490,17242,16769,17935,19872,18958,14270,14977,15450,15823,15773,18451,13055,10019,10340,9037,8011,7785,7194,4591,5517,7462,5777,4145,6465,7284,5836,5103,6380,6596
WI-Milwaukee,7139,3331,3483,3489,3339,3524,3532,3678,2528,3124,3372,3198,3077,3094,2577,1830,2003,1721,1314,1324,1224,809,874,1347,1094,875,1024,1093,774,689,1106,956
WI-Milwaukee,7131,175,134,157,202,131,185,346,243,120,151,194,118,158,207,145,93,81,73,48,42,32,36,57,28,19,25,37,31,38,33,34
WI-Milwaukee,8131,2444,1650,1575,1867,1715,1750,1625,2349,1504,1584,1713,1577,1643,1255,1641,1129,1074,1056,1060,1035,852,980,1094,775,794,965,947,980,899,1025,835
WI-Milwaukee,8121,438,671,714,643,708,695,710,497,555,663,642,670,751,538,442,488,485,480,506,399,291,327,412,311,273,331,357,314,336,388,305
UT-Salt Lake,7211,2122,2479,2588,2817,2984,3225,2824,2039,2070,1974,2052,2164,2434,2141,1529,1506,1281,1443,1284,1200,984,1026,1239,878,879,1059,1119,885,851,984,865
UT-Salt Lake,7224,501,671,737,818,870,1167,1003,670,639,701,657,680,800,625,331,392,261,223,290,208,146,163,317,216,203,336,289,204,157,266,211
UT-Salt Lake,7225,13247,21556,22238,21770,23310,25930,24257,13097,19518,20281,19896,20177,21931,17740,9677,14221,11896,10806,11706,9946,7236,6678,11466,10057,7045,11144,12365,10369,6093,9974,10383
UT-Salt Lake,7139,4438,7140,6755,6283,6835,6955,7190,4747,7238,6264,6068,5918,5666,5013,2157,3431,2774,2102,2329,1922,1570,1687,2507,1937,1487,2173,2258,1786,1370,2026,2007
UT-Salt Lake,7131,96,191,233,219,244,304,433,103,187,219,211,181,184,190,51,104,91,53,82,58,31,45,71,80,36,56,82,28,41,74,80
UT-Salt Lake,8131,5080,1920,3522,9871,9909,10353,9688,12286,2900,3475,3745,3145,2440,1986,1349,1378,1359,1241,1157,1229,1143,1409,1453,1015,1027,1385,1321,1231,1186,1425,1172
UT-Salt Lake,8121,544,892,964,1046,1012,970,652,513,832,854,831,872,816,698,485,634,607,616,642,575,456,409,642,541,442,673,700,546,350,603,523
MN-Hennepin,7211,3391,3408,3325,3187,3468,5199,5543,3294,2949,3246,3400,3938,3937,3225,1961,1878,1602,1471,1395,1314,916,871,1214,882,816,978,933,650,632,940,857
MN-Hennepin,7224,2417,2300,2011,1775,2081,2743,2794,1993,1525,1667,1814,1703,2059,1650,978,930,800,624,569,572,355,365,699,483,536,661,590,341,314,563,495
MN-Hennepin,7225,24149,26113,26714,25663,27124,32093,31388,23003,22919,23396,23738,23242,27943,21749,15168,15420,13082,10644,10037,9341,5831,6880,10167,7989,6189,10170,10188,5723,5277,8154,8388
MN-Hennepin,7139,7687,8712,12578,9205,10031,13274,9676,7610,8517,9119,8437,9168,8503,6497,5430,5627,4209,3597,3222,3252,2269,2534,3635,2687,2177,3326,3139,1871,1848,3261,2905
MN-Hennepin,7131,588,324,306,261,328,476,696,512,332,379,326,317,414,453,350,163,120,99,133,130,71,66,133,100,81,101,89,61,99,106,124
MN-Hennepin,8131,3331,1815,2057,2122,1651,1700,1534,2953,1436,1560,2189,1509,1471,1122,1537,953,917,901,808,792,698,737,878,695,716,909,791,573,525,766,750
MN-Hennepin,8121,615,873,918,939,918,1031,852,621,852,894,893,897,987,687,489,682,636,537,536,428,282,265,512,390,416,426,416,225,243,426,334
