series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06
S,29441.92016301225,29439.28498941983,29436.31685492929,29432.973826923037,29429.208728915273,29424.968494751258,29420.193445961184,29414.816483854665,29408.762187223216,29401.945805798598,29394.272138916494,29385.634288188805,29375.9122724348,29364.97149271623,29352.661035134843,29338.811799174327,29323.23443991848,29305.7171136002,29286.02301781466,29263.887720590148,29239.016276627135,29211.08013472142,29179.713848074534,29144.511609322955,29105.023645212288,29060.752522487597,29011.14943739432,28955.610586827555,28893.47375023688,28824.015248383974,28746.447488233367,28659.917352528904,28563.5057472852,28456.22867897732,28337.04029295698,28204.83836135498,28058.47275635028,27896.75747487363,27718.486782820368,27522.456007555476,27307.487411910643,27072.46141524744,26816.353172947103,26538.27417448223,26237.518069690443,25913.609393374823,25566.353257707367,25195.883469063665,24802.705972126016,24387.73411975948,23952.312112841864,23498.223145182532,23027.679394116985,22543.292037748288,22048.02090761896,21545.105076569725,21037.97744202842,20530.167958050635,20025.201356756534,19526.495790376946,19037.26871822162,18560.455572549068,18098.64539046039,17654.035907198377,17228.40881977963,16823.124286475362,16439.132410464947,16076.998569525807,15736.939020367234,15418.863180434331,15122.419281557133,14847.040589995218,14591.989990782771,14356.401353173687,14139.316665411534,13939.718413123119,13756.557060000885,13588.773771758622,13435.318714556857,13295.165372477677,13167.321382100135,13050.836391913695,12944.80743419954,12848.382258419393,12760.76102669168,12681.196719800295,12608.994550561936,12543.510632898955,12484.150111091016,12430.364915057782,12381.651274257152,12337.54709462856,12297.629279534089,12261.511056325626,12228.839354443962,12199.292268302788,12172.576628135628,12148.425694048221,12126.596982340476,12106.870228413938,12089.045486986874,12072.941367669655,12058.393402018266,12045.252536827908,12033.383747525328,12022.664764965495,12012.984908653354,12004.244019329104,11996.35148392365,11989.22534606836,11982.791495597858,11976.982930791051,11971.73908743468,11967.005229150252,11962.731893788454,11958.874391056244
I,7.0,7.885173592422657,8.882014684859008,10.004539019898019,11.268502272685268,12.691610868530427,14.293756941471283,16.097279812622965,18.127256490915695,20.41182379280518,22.982534726706067,25.8747517727182,29.128079583540657,32.7868394062251,36.900587136057034,41.524676312557624,46.72086649026607,52.55797618597948,59.11257792502444,66.46973066827897,74.72374196422376,83.97894837888319,94.35049793104656,105.96511219986391,118.96179826056529,133.49247142011606,149.7224386583636,167.83067956053713,188.0098462610791,210.4658865487158,235.41717506214277,263.0930170010709,293.7313679945073,327.5755943037567,364.8700817481583,405.85449291311727,450.7564746895423,499.7826374938061,553.1076701736164,610.8615278951039,673.1147415661628,739.8620528378256,811.004781928704,886.3325849114011,965.5055434753386,1048.0378339221227,1133.284511109048,1220.4331719754875,1308.502375919266,1396.348634305986,1482.683482647105,1566.1015796446595,1645.1199357990397,1718.2273082179784,1783.9416112928122,1840.872039518845,1887.7816641804416,1923.645732113116,1947.7009003789392,1959.4812416637901,1958.8380034031668,1945.9416482249278,1921.2664182573742,1885.5592969550446,1839.7965601350306,1785.1319534055415,1722.8408410645734,1654.2644717375695,1580.7579029617514,1503.6442671542163,1424.1770992428603,1343.5115159940606,1262.6842362079924,1182.6018147650775,1104.0360488359609,1027.6252889153857,953.8803198087728,883.1935280988416,815.8502032758955,752.040994536102,691.874736279618,635.3910423961536,582.5722395112707,533.3543554136005,487.63699828791397,445.29205560732055,406.17121094384953,370.11232587086886,336.94476621109015,306.4937706915505,278.5839688192936,253.0421562430626,229.69943227676865,208.3927974160397,188.96629994369374,171.27181109894508,155.16949849136913,140.52805795593386,127.22475517469606,115.14532030756017,104.18373165773413,94.24191806051903,85.22940419677755,77.06291833794175,69.66597805603638,62.96846610185899,56.906205888535084,51.42054374065171,46.45794321094328,41.96959526349673,37.91104691812616,34.24184999540073,30.92523085292196,27.927781424118283,25.219171429887545,22.771881304625815
R,0.0,1.75,3.721293398105664,5.941797069320416,8.44293182429492,11.260057392466237,14.432960109598843,18.006399344966663,22.030719298122406,26.56253342085133,31.665489369052626,37.411123050729145,43.87981099390869,51.161830889793855,59.358540741350126,68.58368752536438,78.96485660350379,90.64507322607031,103.78456727256518,118.56271175382129,135.18014442089103,153.86107991194697,174.85581700666776,198.4434414894294,224.9347195393954,254.6751691045367,288.0482869595657,325.4788966241566,367.4365665142909,414.43902807956067,467.05549971673963,525.9097934822753,591.6830477325431,665.1158897311699,747.009788307109,838.2273087441486,939.6909319724278,1052.3800506448133,1177.3257100182648,1315.602627561669,1468.3180095354448,1636.5966949269855,1821.5622081364418,2024.3134036186177,2245.896549846468,2487.272935715303,2749.2823941958336,3032.6035219730957,3337.7118149669677,3664.8374089467843,4013.924567523281,4384.595438185057,4776.120833096222,5187.400817045982,5616.9576441004765,6062.9430469236795,6523.161056803391,6995.106472848502,7476.017905876781,7962.9431309715155,8452.813441387463,8942.522942238254,9429.008354294487,9909.32495885883,10380.71478309759,10840.663923131347,11286.946911482733,11717.657121748876,12131.223239683268,12526.412715423705,12902.32378221226,13258.368057022974,13594.245936021489,13909.916995073487,14205.567448764756,14481.576460973745,14738.482783202591,14976.952863154784,15197.751245179494,15401.713795998468,15589.724044632494,15762.6927287024,15921.540489301438,16067.183549179255,16200.522138032655,16322.431387604633,16433.754401506463,16535.297204242426,16627.825285710143,16712.061477262916,16788.684919935804,16858.330912140627,16921.59145120139,16979.016309270584,17031.114508624596,17078.35608361052,17121.17403638526,17159.9664110081,17195.098425497083,17226.904614290757,17255.69094436765,17281.73687728208,17305.29735679721,17326.604707846407,17345.87043743089,17363.2869319449,17379.029048470362,17393.255599942495,17406.110735877657,17417.725221680394,17428.217620496267,17437.6953822258,17446.255844724652,17453.987152437883,17460.969097793914,17467.273890651384
G,7.0,9.635173592422657,12.603308082964674,15.946336089218436,19.71143409698019,23.95166826099667,28.726717051070132,34.10367915758963,40.157975789038105,46.97435721365651,54.64802409575869,63.285874823447344,73.00789057744936,83.94867029601896,96.25912787740717,110.10836383792201,125.68572309376987,143.20304941204978,162.89714519758962,185.03244242210025,209.9038863851148,237.84002829083016,269.20631493771435,304.40855368929334,343.8965177999607,388.1676405246528,437.7707256179294,493.3095761846938,555.44641277537,624.9049146282765,702.4726747788825,789.0028104833464,885.4144157270505,992.6914840349267,1111.8798700552675,1244.081801657266,1390.4474066619703,1552.1626881386196,1730.4333801918815,1926.4641554567731,2141.432751101608,2376.4587477648115,2632.5669900651465,2910.6459885300196,3211.4020933218076,3535.3107696374263,3882.5669053048823,4253.036693948584,4646.214190886234,5061.186043252771,5496.608050170386,5950.697017829717,6421.240768895262,6905.62812526396,7400.8992553932885,7903.815086442524,8410.942720983832,8918.752204961616,9423.718806255718,9922.424372635303,10411.651444790628,10888.464590463182,11350.27477255186,11794.884255813875,12220.511343232622,12625.79587653689,13009.787752547307,13371.921593486446,13711.98114264502,14030.056982577922,14326.50088145512,14601.879573017035,14856.930172229482,15092.518809838566,15309.60349760072,15509.201749889135,15692.363103011368,15860.146391253631,16013.601448455396,16153.754790534576,16281.598780912118,16398.083771098558,16504.112728812714,16600.53790459286,16688.159136320573,16767.72344321196,16839.92561245032,16905.409530113302,16964.77005192124,17018.555247954475,17067.268888755105,17111.3730683837,17151.29088347817,17187.409106686635,17220.0808085683,17249.627894709472,17276.343534876632,17300.49446896404,17322.323180671785,17342.049934598323,17359.874676025385,17375.978795342602,17390.52676099399,17403.66762618435,17415.53641548693,17426.255398046764,17435.935254358905,17444.676143683155,17452.56867908861,17459.6948169439,17466.128667414403,17471.937232221208,17477.18107557758,17481.91493386201,17486.188269223807,17490.045771956018
