beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
12.212119791963886,0.20000116854891292,0.2010923424419606,0.17703028617881447,0.19571137714333925,0.04,0.36317367583862087,0.013656715841578378,0.03247793280912106,0.11706052553982035,0.9700000000000002,0.0020309873178291247,0.0007415639118760566,0.07142857142857142,0.7921516382137045,0.010035644064762818,0.020600204883218926,0.9960212568703373,0.9880114755973095,2021-04-25
