beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
2.9958912866721255,0.20000068653216663,0.8063637393111247,0.042672272867681445,0.19995205344472186,0.15833263257336183,0.49991189043432854,0.01565340310581773,0.10103441185629385,0.1086281110469882,0.8,2.854743839085171e-05,0.00015724927632990735,0.033517266400071265,0.8595138064919906,2021-03-22,0.03333333333333333,0.7310377252988374,2021-06-19,0.002395058875692959,0.030062241816987648,0.9999248557185125,0.9841126368158957
