beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
16.724734922862524,0.3,0.11162704339635561,0.09787295665877947,0.19999271288808346,0.04,0.18815499394530177,0.06332094182827218,0.09404993117380872,0.002567146027902607,0.05,0.9400000000000002,0.12791933922349893,15.335852183478284,0.38773899763454733,0.980803355210184,0.9959927431777893,0.9983589613510122
