beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
11.879741415903254,0.16280934033081074,0.16054817361558713,0.21395013417932898,0.04661743995953168,0.18745809578837905,0.023955385047076283,0.4999999996029834,1.884805077599818,0.4774067366274276,0.05,0.9,0.24952078522516005,49.14294281171517,0.9978709600669909,0.9938215197563265
