series,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06
S,28897.094225648467,28894.814098879902,28892.237710762776,28889.32667459464,28886.037659557864,28882.321762146657,28878.12379996035,28873.381518911487,28868.02470404628,28861.974183297603,28855.140712605586,28847.423729974267,28838.709965222235,28828.87189148014,28817.766003955814,28805.230911216266,28791.085224338964,28775.12522990969,28757.122334176296,28736.820267940944,28713.932045277492,28688.136674251695,28659.075624929726,28626.349069598757,28589.51192289207,28548.069726098045,28501.474441101804,28449.120245978993,28390.339457061007,28324.398742085123,28250.495836420807,28167.757029575667,28075.23575191653,27971.912660612124,27856.69769678709,27728.434658644655,27585.908901535244,27427.858826583324,27252.991842395575,27060.005464170852,26847.614132897885,26614.58217406676,26359.763050454316,26082.1446806881,25780.90008645694,25455.44200283627,25105.479365624004,24731.072830984627,24332.685769975444,23911.2266250589,23468.078246414934,23005.109970290967,22524.668858831632,22029.54773028206,21522.929322278324,21008.307999144457,20489.39259175731,19969.995939130557,19453.91817266418,18944.831496925104,18446.174045706754,17961.05935397574,17492.206260284278,17041.891924730597,16611.92844322496,16203.661562826683,15817.98847786131,15455.390726211215,15115.977815396935,14799.537309923291,14505.587575894253,14233.430061990877,13982.19876562697,13750.905286089806,13538.478533814197,13343.79871013423,13165.72558434206,13003.121381965571,12854.86877746922,12719.884577983066,12597.129714195435,12485.616139888538,12384.411198954862,12292.63996058129,12209.485958665195,12134.19070657715,12066.0522969782,12004.423340716294,11948.70844985691,11898.361427845623,11852.882294361834,11811.814243032677,11774.740606134881,11741.281880987428,11711.092857222342,11683.85987186636,11659.298209597526,11637.14965816075,11617.180223313044,11599.178003469577,11582.951221144132,11568.326406083284,11555.146723488719,11543.270439750504,11532.56951755058,11522.928331940804,11514.242498974732,11506.41780861511,11499.369253901232,11493.020148704463,11487.301326797344,11482.150415389706,11477.511176727567,11473.332911794776,11469.569920594495,11466.181013911113
I,6.0,6.780126768564951,7.661483193550833,8.657148563302279,9.781876459252235,11.052304755646709,12.487190753042558,14.10767411364439,15.937570450443319,18.003698586507806,20.336244631898804,22.969166105242593,25.940639330962554,29.29355324031921,33.076052454563,37.34213208046913,42.15228593765409,47.57420888251612,53.68355239527792,60.564730531810135,68.31177056230939,77.02919894753008,86.83294853261648,97.85126673043138,110.22559675450864,124.11139435990711,139.67883076617153,157.11331819743847,176.6157775660632,198.40254815043036,222.7048167771398,249.76741942799504,279.84684223013414,313.2082229770054,350.1211310577896,390.8538864357761,435.6661719362421,484.7997039041022,538.4667621158245,596.8364498115907,660.0186686316612,728.04596030487,800.8535938410962,878.2585651470373,959.9385180914402,1045.4119721892512,1134.021616354205,1224.9227469050304,1317.079121187956,1409.2684858075106,1500.0997429995969,1588.0430833736634,1671.473423989581,1748.726196541759,1818.1630554100545,1878.2436146914065,1927.5981184057023,1965.0952414310318,1989.8991975396493,2001.5110738938142,1999.7907566387114,1984.9577592100472,1957.571413098995,1918.4928953779272,1868.8331530390835,1809.8917451775883,1743.0918938485631,1669.9166720365174,1591.8504148416696,1510.3283166048964,1426.695971482711,1342.1794925154095,1257.8659157504642,1174.6929163500122,1093.446439538118,1014.7646533335569,939.1466157923369,866.9641642207421,798.4757276619071,733.8409952325853,673.1356102120698,616.36528196595,563.4789024081379,514.3804151796751,468.9393133008514,426.99973706368354,388.38821239671245,352.9201155594399,320.4049775289649,290.6507551580109,263.4671998522973,238.66845121838054,216.0749753115812,195.5149566311388,176.82524123844,159.85191628481186,144.45059948244244,130.48650104860735,117.83431063416093,106.37795281908795,96.01024693975995,86.63250026566732,78.15405779381575,70.4918270835767,63.569792512605204,57.31852999422965,51.67473046174444,46.580738205930366,41.98410836832559,37.83718647301184,34.09671176187751,30.723445229046355,27.681822583924422,24.93963187073327,22.467715103331976,20.239693010881552
R,0.0,1.5,3.195031692141238,5.110402490528946,7.274689631354516,9.720158746167574,12.48323493507925,15.605032623339891,19.13195115175099,23.11634376436182,27.61726841098877,32.70132956896347,38.443621095274125,44.92878092801476,52.25216923809456,60.521182351735305,69.85671537185259,80.39478685626611,92.28833907689514,105.70922717571462,120.85040980866715,137.9283524492445,157.18565218612702,178.89388931928113,203.35670600188897,230.91310519051612,261.9409537804929,296.8606614720358,336.13899102139544,380.2929354129112,429.89357245051883,485.56977664480377,548.0116315018025,617.9733420593361,696.2753978035875,783.8056805680349,881.5191521769789,990.4356951610393,1111.6356211370648,1246.252311666021,1395.4614241189186,1560.4660912768338,1742.4775813530514,1942.6909798133254,2162.2556211000847,2402.2402506229446,2663.5932436702574,2947.0986477588085,3253.3293344850663,3582.599114782055,3934.9162362339325,4309.941171983832,4706.951942827248,5124.820298824643,5562.001847960083,6016.542611812597,6486.103515485449,6968.003045086874,7459.276855444632,7956.751654829544,8457.129423302998,8957.077112462677,9453.316552265189,9942.709405539938,10422.332629384418,10889.54091764419,11342.013853938586,11777.786827400727,12195.265995409856,12593.228599120273,12970.810678271497,13327.484671142174,13663.029544271027,13977.496023208643,14271.169252296146,14544.530862180674,14798.222025514064,15033.008679462147,15249.749720517333,15449.36865243281,15632.828901240955,15801.112803793972,15955.20412428546,16096.073849887494,16224.668953682412,16341.903782007625,16448.653716273544,16545.750769372724,16633.980798262583,16714.082042644823,16786.744731434326,16852.6115313974,16912.278644201997,16966.297388029892,17015.17612718768,17059.38243749729,17099.345416568493,17135.458066439103,17168.079691701256,17197.538269359797,17224.13275756457,17248.13531929951,17269.793444365925,17289.33195881438,17306.954915585273,17322.847363713423,17337.17699621198,17350.095678827416,17361.7408633789,17372.23689047098,17381.696187089234,17390.2203650297,17397.901226336962,17404.821681982943,17411.056589950625,17416.673518726457
G,6.0,8.280126768564951,10.85651488569207,13.767551053831223,17.05656609060675,20.772463501814283,24.970425688121807,29.712706736984277,35.06952160219431,41.120042350869625,47.95351304288758,55.670495674206066,64.38426042623668,74.22233416833397,85.32822169265756,97.86331443220445,112.0090013095067,127.96899573878224,145.97189147217307,166.27395770752477,189.16218037097656,214.9575513967746,244.0186007187435,276.74515604971253,313.58230275639767,355.0244995504233,401.6197845466645,453.9739796694743,512.7547685874587,578.6954835633417,652.5983892276587,735.3371960727989,827.8584737319367,931.1815650363415,1046.396528861377,1174.6595670038107,1317.1853241132208,1475.2353990651413,1650.1023832528892,1843.0887614776116,2055.48009275058,2288.512051581704,2543.3311751941474,2820.9495449603623,3122.1941391915243,3447.6522228121953,3797.614860024462,4172.021394663839,4570.408455673021,4991.867600589565,5435.015979233529,5897.9842553574945,6378.425366816828,6873.5464953664,7380.164903370136,7894.786226504002,8413.701633891149,8933.098286517905,9449.17605298428,9958.262728723357,10456.920179941708,10942.034871672722,11410.887965364182,11861.202300917863,12291.1657824235,12699.432662821777,13085.105747787149,13447.703499437244,13787.116410251525,14103.556915725168,14397.506649754207,14669.664163657582,14920.89546002149,15152.188939558653,15364.615691834262,15559.29551551423,15737.368641306399,15899.972843682888,16048.225448179239,16183.209647665393,16305.964511453025,16417.47808575992,16518.683026693598,16610.45426506717,16693.608266983265,16768.90351907131,16837.04192867026,16898.670884932166,16954.38577579155,17004.732797802837,17050.211931286627,17091.279982615786,17128.353619513582,17161.812344661033,17192.001368426118,17219.2343537821,17243.796016050932,17265.944567487706,17285.914002335412,17303.91622217888,17320.143004504323,17334.76781956517,17347.947502159735,17359.823785897952,17370.524708097873,17380.16589370765,17388.85172667372,17396.676417033344,17403.724971747222,17410.07407694399,17415.79289885111,17420.94381025875,17425.58304892089,17429.76131385368,17433.52430505396,17436.913211737345
