beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
7.499266577681763,0.20000040857890442,0.3816888858592347,0.09410857507234584,0.09346587292659361,0.04,0.31629421526672885,0.01665693115868332,0.13095666068045747,0.10430806425454826,0.9200000000000002,5.955693825963064e-05,0.0036343935358243676,0.07142857142857142,0.7787483153270635,0.0065833372572118385,0.01611180325645396,0.9989612571726805,0.9923614788946526,2021-04-29
