beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h,Hiding_init,metric1,metric2,r1,r2,reopen
0.7248386206367975,0.20000000000053295,0.5620038919767,0.19745099144412218,0.11540551698283776,0.04029157156161762,0.17386023929190106,0.0020712297453897165,0.035935749154118825,0.9186964414310934,0.9500000000000002,3.637868806675196e-07,0.0,0.051502229215152975,0.0,0.027608356684140477,0.02589698037163713,0.991349650980138,0.985457910419664,2021-06-10
