series,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
G_high,7.0,9.348427901334581,12.225183812230865,15.824525454752752,20.297182204702047,25.849544200131717,32.735664554085695,41.2595283590643,51.70754094572786,64.68281266012242,80.65412862366381,100.25644667180633,124.2665306096213,153.64067671680206,189.2619227281081,232.1927926187696,283.56308324486446,344.5281998352629,416.21213433675473,499.63772910625846,595.6503298857639,709.6022543305183,839.906427275563,987.0355712546884,1127.4357705496773,1298.690971599566,1483.902931190026,1681.886131583925,1891.2619014251245,2110.484349734293,2326.857560628714,2551.465204224469,2802.897305734807,3053.143455312988,3297.425073605291,3527.244616062964,3754.922438596518,3983.5786314570946,4221.081815140383,4444.703527627348,4641.231651155071,4845.922926569115,5051.246428095262,5251.546560016951,5449.842539211347,5652.03714289672,5867.166324170948,6067.11641159949,6228.145985384535,6379.804852925199,6541.474418209652,6675.999085382233,6825.265495195237,6984.917542856546,7165.924217181168,7307.3569086487305,7478.252069878682,7639.322514003668,7748.649675000858,7891.360492484061,8015.235179622328,8146.033096632231,8285.619114606277,8410.192673173879,8527.603919948877,8640.38804826838,8759.451083341868,8876.882168929174,8961.572790102618,9063.881842169434,9166.235929569464,9267.675397507777,9361.884528648583,9442.495598355148,9544.871723094808,9655.830130574794,9746.307473702855,9830.06688323906,9924.913600068432,10019.136750326918,10125.543413841582,10238.48309559927,10352.530477660888,10464.492475642739,10571.83116810051,10680.8878344033,10790.550854732604,10880.527442967894,10979.691105341319,11100.773305525585,11199.832358397927,11307.518851506024,11422.685347066836,11538.123113672444,11671.026132710604,11810.436634247028,11951.485551681346,12098.669446597169,12238.87560190874,12376.683465448707,12514.196407498646,12654.506631518501,12804.740064780726,12960.026255900084,13116.174329631822,13273.196046483927,13431.10301529421,13587.78863131207,13746.499878696006,13882.165052957012,14031.18480893039,14181.486160671368,14346.19803964855,14520.975007356641,14696.607263319547,14863.166542894507,15037.227396477108,15217.99006388289,15399.02872858868,15573.562030497811,15758.23644192411,15937.639212219641,16132.689464275016,16319.563824636596,16504.99812885855,16691.532976225455,16879.189197365613,17067.98730568522,17257.947480254043,17449.08954864528,17641.43296974566,17822.30002678592,18004.474990434082,18203.134019342862,18380.601386691033,18559.70234667783,18743.460377373995,18936.2774615458,19112.678533340153,19298.136705676818,19484.15965453622,19670.74642492398,19849.555735941925,20012.046303039624,20214.060318453485,20411.76464913899,20581.58204502223,20755.789491837397,20899.51578600172,21063.73259565331,21234.885131089883,21408.07829833525,21569.22493462238,21727.07783199522,21893.328192798497,22060.45838576172,22229.935379830626,22392.918709097095,22563.231838424723,22700.838396046296,22820.11828500279,23026.71533413215,23185.495148829974,23345.656574126504,23457.20492535168,23562.87473859505,23671.494288901635
G_low,7.0,8.67524643604272,10.600313345514227,12.807840731798768,15.346076788385353,18.27949430024496,21.567557881977727,25.43493942777848,29.77621345107099,34.73605070470907,40.40082262079099,46.82487941702675,54.259492077966776,62.74259889807912,72.26975212338237,83.2086714184863,95.66479788020375,109.83774849627594,125.40556066035457,142.54516275192097,161.9822683773232,183.67069179419386,208.00864686430725,235.28576925491518,266.9202459870923,302.799284318407,343.02708627728316,387.9465311254711,437.9608031922654,493.10388628119097,553.5034424759154,621.6101928265482,696.4623684836615,777.9251858338677,866.6541538451828,962.5774459013797,1066.0770783748546,1177.2220414479177,1296.0005452216133,1422.3169743282238,1555.9915793533826,1699.627583057619,1852.0506810458405,2011.7549506551188,2173.8193307644906,2344.1419210641857,2525.39422438982,2708.940160291691,2897.055231414771,3089.0411349312603,3284.1847162585445,3482.041929946512,3681.0905454736926,3881.456959228628,4075.133905903185,4260.966844931642,4465.342574007251,4646.993148080804,4827.504967761441,5023.656013225349,5191.612408670911,5356.74062152216,5548.95173474372,5712.03798559409,5862.611858034294,5995.202747847414,6138.998196311122,6299.6984778737105,6439.250655555916,6578.141520194328,6716.6307643120035,6843.921510614139,6982.427392557108,7120.105758818491,7249.174644281618,7381.644774554551,7499.663001986829,7618.090639426035,7734.595603827316,7853.40194411474,7975.648591363818,8098.58114347978,8223.177127419414,8333.510867662093,8443.357356869032,8554.173057965492,8666.129326565113,8770.123075028023,8893.601756851253,9012.365942273862,9119.968300753902,9224.874113525068,9332.307051981503,9457.829451880289,9583.260127256814,9678.283625636835,9789.885163130175,9886.732350667546,9981.351827312687,10079.241161528242,10195.01652815095,10307.536910571269,10414.804889313493,10498.56182544897,10593.001932460618,10702.20296904515,10813.290186412018,10926.20870757238,11041.313364199334,11157.798644947281,11278.456235094081,11390.982976634119,11499.535973211989,11609.544973881506,11720.87062655813,11833.36826626971,11943.257002603694,12061.279215458677,12176.384147117202,12309.500661238495,12419.518902285965,12534.67752010097,12658.951821478508,12782.612526890949,12893.640026682948,13008.536213811525,13131.21014898752,13263.037398844412,13391.50022613998,13506.874705130052,13631.47195763061,13758.278654099538,13885.520507525442,14013.067816213195,14132.561822427246,14237.206288263516,14355.799442140762,14473.282219562552,14589.599668516095,14708.034216683453,14826.432956094088,14939.531357213897,15042.78462045176,15161.473108775324,15278.57389416773,15389.319195371918,15487.591555835299,15584.321946088105,15679.490354147145,15780.1273446755,15871.805353983831,15955.470902494406,16044.253377174928,16131.419141109136,16216.965309284022,16300.89135040889,16383.19894750572,16463.89186119735,16542.97579612685,16620.45827087366,16725.273952629417,16841.990067865492,16948.542749038606,17027.404141209136,17112.485126392257,17207.03847945305,17293.162508749938
D_high,0.01,0.11706449885100945,0.18347286167475357,0.2359640603239782,0.28297915563649834,0.33596384622332437,0.39389851674366244,0.45947557276431994,0.5440228664696354,0.6409260571562284,0.751126250153163,0.889992110115994,1.0780673030545214,1.3032225836681284,1.5933940861400806,1.9501636453471005,2.3759391715514644,2.8786824533616238,3.484313889097223,4.232139920510951,5.137326228960421,6.221281702425221,7.514069989972917,9.03764923921205,10.829232109402884,12.916172426740152,15.326919118429478,18.08743059432867,21.220045805140234,24.742497220040203,28.6671481893523,32.8449599730604,37.27287910586584,41.90805470008573,47.23003070025037,52.89081033663024,58.742070088077455,64.83720499614502,71.18964769659144,77.77559431647914,84.5705161131834,91.59532762227619,99.03286158106854,106.64008489971829,114.39202271248072,122.2642760457803,129.5723320009102,137.4460693820469,145.31651320213703,153.43395590446954,161.55310675814673,169.3982293591484,176.96896660746174,184.61742559080724,192.91809127346127,199.73903315731332,206.43402937684172,213.5427990589871,220.53144384968948,227.39326645469572,234.18908639765576,241.38522870693845,248.388718413045,254.88059035044245,261.4753176877067,267.9132468343802,274.6067738847899,281.86901039345855,287.4191506232963,292.7180880832598,297.87263153962056,302.88387032838176,306.9306068119022,310.5862165237205,313.4977950498894,315.9948716861419,318.36507789171407,320.6665785547982,322.9272216571469,325.16077026963677,327.37443420170956,329.68121811464886,332.39026811906376,335.04945131891594,337.66315802316376,340.3282308998825,343.0080714922905,345.6691434201611,348.3137759052005,350.901719286275,353.44340792386976,356.171546771334,358.7727169339475,361.36839907825765,363.8711097902193,366.23837707328346,368.60131499484845,371.30754733184057,373.6327985979151,375.67821892342914,378.30913579102037,380.7114722455951,383.8538928879715,386.4964329141223,389.402919607845,392.31553039851883,395.2355289540676,398.1641737691166,401.0323647654524,403.8168143645054,406.5887241149605,409.75867660625596,413.2405101133955,416.5725338616812,420.27392522083034,423.27849557334207,427.02783455676575,430.8943617516695,434.65107812885515,437.60078807263534,440.9492183475579,444.6807140181165,449.18781595222254,453.2819152334673,457.39584998424573,461.89841954162125,466.18488593511773,470.99315119821495,475.49171773729586,480.05598346192994,484.61112837483364,489.41841585958025,494.5949377570581,499.800257015421,505.0307450402397,510.15152540862823,515.2562280392167,520.2137533324518,525.6643960466312,530.7657306945408,535.7323933303757,540.6059469179131,545.8191497193004,550.6667012800432,555.6444066256104,560.5030778149475,565.3305051762953,570.3766719965239,575.6090266140693,580.3164308959665,585.5659795193592,590.939201846104,595.6041579943595,599.8556250052491,604.0517458071903,608.5959783980461,613.1527852300717,617.7941671090323,622.3635849077799,626.3326227153486,630.7888285860241,635.1783590353614,639.5000892247881,643.7530367358748,647.9363566007986,651.897212369414,655.759527870553
D_low,0.01,0.08995098298079034,0.14008734367246772,0.17744116059533438,0.21073854808484838,0.24541574815017708,0.2842436250898041,0.3283174964829042,0.38027814797406867,0.4415270344148772,0.5093829219332355,0.5890547429545273,0.6833866187337992,0.7891735314208129,0.9090263424623846,1.04641248493378,1.2067416924072447,1.3925815207567491,1.60113591348351,1.8431863630007053,2.1159237629693246,2.4394785925781903,2.7899468555242124,3.1866697411509253,3.6382179306321296,4.151587423959028,4.724400124855304,5.38958650654179,6.121913697097475,6.93479568504415,7.821070837860665,8.873381554282862,10.031652553780999,11.294902651463364,12.718831410115135,14.325571963948994,16.04530225430387,17.954844726929135,20.179882497604424,22.622033394977088,25.23866016759264,28.059985853078427,31.114275978978856,34.407037509923946,37.94202798345067,41.72114469404373,45.74435863489954,50.00969444573103,54.51325530388559,59.24928965625157,64.21029505398174,69.38715319303824,74.76928959475741,80.51192274762748,86.5497763123368,92.79495339412797,99.23137092280675,105.45198776368166,112.22848836208003,119.22681015621879,125.83209705605618,132.50474333404412,139.2296026570843,145.9009903063952,152.47141073867354,159.39935076275208,166.36575228733344,173.1429083816909,179.8367663268423,186.21589332026826,192.5621316649123,198.2123906607663,204.63683614769576,209.88372373391766,214.5163623152089,219.04876450486873,222.71404767903812,226.16794838233966,230.23154900788856,234.4976396244845,238.96921170653223,243.07042210319463,247.4453261754106,251.56053440521825,255.04281663570782,258.6885446161871,261.8957534277879,265.60612819155114,268.5918029910018,272.06502612036644,275.5759951207121,279.85429163354314,283.8742904001214,287.3256671335355,291.6476372042485,295.3273199052102,298.48548338105905,301.74560360858294,305.7337962120018,309.3872770545214,312.5440797725791,316.0194924543546,319.4884238265575,323.1918705896991,326.72988061482295,329.99512685500196,333.1598341286809,336.88711528902746,340.4824622597372,344.0181285053528,347.79705150560204,351.3545594506662,354.8366915622925,358.4612502462609,361.8770189021617,365.4368747536783,369.0704521178161,372.4885032683196,375.8486880291551,379.0521783426247,382.1813683568113,385.8918617738874,389.1701966122669,392.80163870037654,396.52389459099993,400.4681387775047,404.13210119674477,407.7978010046454,411.4992589471869,414.98825347990703,418.4650782317847,422.3029718769383,425.66424614414143,428.96904860147185,432.0533140504997,436.2270482092791,439.62485698391947,442.7724022066752,446.3618578362716,449.58984323695415,452.3355325654601,456.1468263358646,459.9285197430176,463.6786490684375,467.0345496298341,470.3954828355173,473.93119990107107,477.2102474440093,480.5368045865849,483.93750311125984,487.3081227294245,490.53800519794567,493.75315576529044,496.951483741874,500.1309817885387,503.0055527781118,505.87271169935985,508.63369642098905,511.4560991173072,515.6175108219737,518.7110972549565,521.7099354025224,524.6770598365416,527.5748526936491,530.0144764088558,532.2738624556926,534.9900098066685
