beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
26.804913846088894,0.2,0.8652260262543124,0.04127168855185519,0.055077877436985306,0.07225181629310481,0.4478994522702932,0.012980640106820682,0.18962729746273757,0.007191846844451074,0.8400000000000001,3.684739945506775e-05,0.0022811228916229725,0.03333333333333333,5.2809073920346945,2021-03-21,0.07142857142857142,0.16310101910170988,2021-07-24,0.008738919787900267,0.017141649286110047,0.9994157738527607,0.9977919367316592
