beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
1.0,0.2,0.9,0.2,0.2,0.2,0.5,0.01923838819649411,0.2,0.17949826614330988,0.9600000000000002,0.0,0.02934811038746339,0.03333333333333333,3.9864219263302902,2021-03-21,0.5933123126209507,0.050941475056782974,3.3508961954767207,2021-06-18,0.0477033903019959,0.08049358404165823,0.9857716777658129,0.9875048024450445
