state,state full,beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,eta,c1,E_initial,I_initial,h1,Hiding_init1,reopen1,antibody ratio,h2,Hiding_init2,reopen2,metric1,metric2,r1,r2
kl,Kerala,2.483145804260905,0.21048985076900215,0.7886136860169095,0.04,0.2,0.11291214627575635,0.014261095269114073,0.001,0.09969617562425476,0.18825182115814734,0.9800000000000002,0.019702006822235617,0.004164137494113875,0.034465139076623935,3.17856534317389,2021-03-22,0.4014699879287839,0.03417702800372572,3.609629120219025,2021-06-30,0.06022592153677924,0.061159993376109986,0.9632766311672384,0.9824697019269903
dl,Delhi,10.795500868989516,0.3,0.1,0.11026917640174974,0.2,0.2,0.13762784300446154,0.0071191139652337435,0.01,0.04104514013213343,0.81,0.00046368547195356795,0.0,0.03721343171382036,1.4214775170178875,2021-03-18,0.4157712684769815,0.03333333333333333,1.5883915627942469,2021-07-23,0.0044920728308783285,0.005126328467238579,0.9996421263730914,0.9996354504977579
tg,Telangana,50.0,0.3,0.1175215748840565,0.2,0.2,0.04,0.5,0.006339556636443749,0.090637074873628,0.009040987857256476,0.9600000000000002,0.0010603738641342092,0.0,0.034482880826449916,2.526645597711469,2021-03-21,0.4013394212482018,0.03333333333333333,2.13250730294794,2021-09-15,0.014856189769071056,0.01807515444244211,0.9968689169140772,0.996314112067444
rj,Rajesthan,43.54540886095491,0.3,0.1,0.2,0.19904528033164365,0.2,0.17386292892918676,0.00345477630384042,0.012366425496150548,0.009961979652573793,0.8200000000000001,0.00034710460857729044,0.0009634718664484807,0.03333333333333333,1.4782881922306337,2021-03-17,0.4000551864414478,0.033635329598568665,1.891714661059272,2021-08-18,0.0091850628967629,0.01144332292506159,0.9991639337532232,0.9990114019997076
hr,Haryana,23.978229657954106,0.3,0.1,0.2,0.2,0.2,0.11853412647347887,0.0030168105752129,0.011975068568940449,0.020117695859127458,0.8400000000000001,0.00032312091686575214,0.0013517459152198046,0.03333333333333333,1.5262660703994917,2021-03-22,0.4001696289041276,0.034274728885173494,1.6727749137549113,2021-08-06,0.010558766158673984,0.05133240062257628,0.9993591838701756,0.9794865453873214
jk,Jammu and Kashmir,14.321162558679195,0.3,0.13040217049004132,0.19999999922455194,0.19939385012649505,0.2,0.4406941934873774,0.011908692574838248,0.12048980837028415,0.03466317563012876,0.81,0.00023808443669170567,0.0,0.03333333333333333,0.6438805562688495,2021-03-22,0.3996254395218013,0.0349017242945362,1.0411276595567347,2021-07-28,0.02166462185789142,0.01905983567514455,0.9940692337020209,0.9953581097396809
ka,Karnataka,11.06723675656368,0.2109592086266116,0.10054522281816246,0.0452636654109288,0.12061762804547548,0.19942226136688587,0.13769360427912056,0.006870573767711236,0.02134524426560507,0.02628346236847393,0.8200000000000001,0.0004654061408054232,0.0004335110283407027,0.03333333333333333,1.3898218777424562,2021-03-22,0.3998614573241875,0.03333333333333333,1.059687777773754,2021-07-06,0.008214319064939822,0.010864727467147506,0.9991279300979364,0.9988521014505334
la,Lakshdweep,1.0,0.2,0.369918688246556,0.2,0.2,0.04,0.11959713742958407,0.0019733210464770944,0.1996690079576108,0.1413764818631163,0.9400000000000002,0.0027835239875103287,0.00858182103542222,0.07142857142857142,4.000233697642774,2021-03-15,0.40308529821195416,0.03333333333333333,4.223348612963879,2021-09-26,0.06740170879908361,0.09200330205438426,0.9223024135842306,0.7205669144884852
mh,Maharastra,4.339276928355973,0.24792542734272116,0.15660050848686766,0.09566975623523284,0.14235162041475624,0.16711235176801634,0.027021944279811444,0.0014294402705760075,0.2,0.09591865769413167,0.81,0.0008391055606252508,0.0,0.03333333333333333,0.2960816933086892,2021-03-15,0.3989756987008281,0.04239408951859201,0.5188654839223277,2021-06-18,0.02299704982182214,0.025378268505739682,0.9918721965240694,0.984755395071755
pb,Punjab,17.465670078103305,0.3,0.1,0.2,0.2,0.2,0.13951354728692816,0.007408522001904381,0.05231008661074248,0.02988723484622562,0.81,0.00047055433558343624,0.0014289671373399243,0.03333333333333333,0.7501292354104914,2021-03-22,0.395031120791276,0.03333333333333333,0.9344697107900438,2021-08-07,0.020427493259113562,0.010698509927884759,0.9989257055622922,0.9991927886277904
