series,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,4762.262453953444,4760.383665172205,4758.175536176369,4755.580842841858,4752.532611887663,4748.952533958593,4744.749146841772,4739.815766709932,4734.028147949632,4727.24185746951,4719.2893585196725,4709.976813456697,4699.080636425561,4686.343857898024,4671.472406122275,4654.13146882623,4633.942175042001,4610.478934261773,4583.267889483226,4551.787080421653,4515.46906671677,4473.706914116803,4425.864574141424,4371.292750062414,4309.351283302544,4239.438843635753,4161.030185752249,4073.720376257713,3977.2741722657925,3871.6772010809063,3757.183932234589,3634.3559843326925,3504.0835412718334,3367.5830799044293,3226.3666174126356,3082.1813045525214,2936.922932190012,2792.5317700891765,2650.882824126619,2513.6839524472593,2382.3938274672178,2258.167850351225,2141.8349433630397,2033.9030830869262,1934.5876742831979,1843.85498462811,1761.4728014843938,1687.0617215006193,1620.1423762972172,1560.1758538386844,1506.596223244973,1458.835253227298,1416.3401317149155,1378.5853332544543,1345.079855300533,1315.370959775116,1289.0453931575078,1265.728871135666,1245.084434339267,1226.810125535551,1210.6363111849555
I,5.0,5.878788781238496,6.911160020827228,8.123621351172908,9.547128035133165,11.217780357175615,13.177611402562137,15.475469253889822,18.16799416341212,21.320685810851476,25.009047598519075,29.319783141790978,34.352003544567964,40.21838136319186,47.0461568663024,54.97786278908737,64.17158401549904,74.80050799262641,87.05145117264804,101.12196999969159,117.21558970463649,135.53462436367613,156.2700394663203,179.58785565206654,205.6117512815224,234.40184069200905,265.9301304371112,300.0539138442251,336.4893350673003,374.7884392387263,414.32402023729844,454.28716409173546,493.7021743342476,531.462200834802,566.386223159635,597.2942913878225,623.0938054727674,642.8662064790495,655.9419111457969,661.9524005959972,660.8520454568393,652.9076134814645,638.6589977733568,618.8590584947988,594.4026555995674,566.2548141347419,535.3860344515097,502.7199075449821,469.09527123938784,435.242739450043,401.77382215374575,369.1800277406717,337.8391437049198,308.02611342439695,279.92636869343886,253.64999048016807,229.2455590017428,206.71296922323603,186.0148121749876,167.08615854370615,149.84274118556024
R,0.0,1.0,2.175757756247699,3.557989760413145,5.182714030647727,7.09213963767436,9.335695709109483,11.97121798962191,15.066311840399875,18.6999106730823,22.964047835252597,27.965857354956412,33.82981398331461,40.7002146922282,48.74389096486657,58.153122338127055,69.14869489594453,81.98301169904434,96.94311329756962,114.35340353209924,134.57779753203755,158.02091547296484,185.12784034570006,216.38184823896412,252.29941936937743,293.4217696256819,340.30213776408374,393.488163851506,453.49894662035103,520.7968136338111,595.7545014815564,678.6193055290162,769.4767383473633,868.2171732142128,974.5096133811733,1087.7868580131003,1207.2457162906649,1331.8644773852184,1460.4377186810284,1591.6261009101877,1724.0165810293872,1856.1869901207551,1986.768512817048,2114.5003123717192,2238.272124070679,2357.1526551905927,2470.4036180175412,2577.4808249078433,2678.0248064168395,2771.843860664717,2858.8924085547255,2939.2471729854747,3013.083178533609,3080.651007274593,3142.2562299594724,3198.24150369816,3248.971501794194,3294.8206135945425,3336.1632074391896,3373.366169874187,3406.7834015829285
G,5.0,6.878788781238496,9.086917777074927,11.681611111586053,14.729842065780892,18.309919994849974,22.51330711167162,27.446687243511732,33.234306003811994,40.02059648393377,47.97309543377167,57.28564049674739,68.18181752788257,80.91859605542007,95.79004783116898,113.13098512721443,133.32027891144355,156.78351969167073,183.99456447021765,215.4753735317908,251.79338723667402,293.55553983664095,341.39787981202034,395.96970389103063,457.9111706508998,527.823610317691,606.232268201195,693.5420776957311,789.9882816876514,895.5852528725375,1010.0785217188549,1132.9064696207515,1263.1789126816107,1399.6793740490145,1540.895836540808,1685.0811494009224,1830.3395217634318,1974.7306838642673,2116.379629826825,2253.5785015061847,2384.8686264862263,2509.0946036022196,2625.427510590405,2733.3593708665185,2832.674779670247,2923.407469325335,3005.7896524690514,3080.200732452826,3147.120077656228,3207.086600114761,3260.6662307084725,3308.4272007261475,3350.92232223853,3388.677120698991,3422.1825986529125,3451.8914941783296,3478.217060795938,3501.5335828177795,3522.178019614178,3540.452328417894,3556.6261427684894
