series,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22
S,52477.21747344984,52474.699230400416,52471.65564776354,52467.978234699585,52463.53660178723,52458.174272887045,52451.703802442215,52443.90113278439,52434.49914535276,52423.18039538779,52409.569078596265,52393.2223692008,52373.62140182161,52350.16235537355,52322.14834445159,52288.78313571607,52249.16807481808,52202.30400390099,52147.10030979962,52082.393466954025,52006.97738122911,51919.64732480059,51819.25810921188,51704.7952827129,51575.45563969932,51430.73053182622,51270.4829872494,51095.00826755115,50905.06794555621,50701.89020982829,50487.13359831384,50262.816791582925,50031.22214352062,49794.7840789685,49555.97465235225,49317.1974560574,49080.69830381132,48848.49758881315,48622.3457789439,48403.70074857658,48193.723817917125,47993.29046391523,47803.01150380574,47623.26089429279,47454.206909096254,47295.8441769092,47148.024761280074
I,5.0,6.045967728515711,7.309284549848072,8.834441762547153,10.674728558700739,12.893829576007793,15.5676466054788,18.78634388292195,22.656597220759764,27.30399739694511,32.87551388251929,39.541861727690545,47.49952767396381,56.97209765217058,68.2103859033608,81.49070107982023,97.11041236110094,115.37983057364502,136.60934925811978,161.0908774000279,189.07293848095495,220.72951067394658,256.12380403026134,295.1696793749263,337.59511550352545,382.9136319734403,430.4103184712906,479.1485402193986,528.0011480512328,575.7062718414606,620.9432561307424,662.4201765241796,698.9618489924792,729.5870574386169,753.5658802302835,770.4517868964156,780.0875087826316,782.5875063144864,778.3024617837252,767.7723908133598,751.6748528585539,730.7737398178418,705.8726714666147,677.7754981984094,647.2550555718161,615.0302588282225,581.7509001200995
IH,0.47289637548028984,0.6799864985824513,0.8696019868318654,1.0721217269295975,1.3050571534573754,1.581116902652521,1.911889569690742,2.3096287524276056,2.7882281974575003,3.363861555976471,4.0554898555614285,4.885316749072443,5.879211734988471,7.067087121684715,8.483188660906071,10.166235033734011,12.159314943178341,14.509422695576404,17.266486945224692,20.481729175048695,24.20518876586125,28.48228406445179,33.3493593395731,38.8283087836809,44.920573290361276,51.601056285405164,58.812756544325026,66.46309647096561,74.42294837486202,82.52915988628567,90.59093678465865,98.39982009424344,105.74233247753668,112.41384018218281,118.23192757276152,123.04767598903081,126.75363865013445,129.28788825589737,130.63413127322417,130.81839973770315,129.90316784832186,127.97987730152309,125.16082045986195,121.571178014395,117.34179650676971,112.60307029943837,107.48009599265507
IN,0.9993789454306573,1.843951239544867,2.766760499613861,3.799130417722244,4.976425290044215,6.339182601649566,7.934389482671622,9.81692555303529,12.051191070667928,14.712932421901497,17.891265217456745,21.690876444574382,26.234358582717853,31.66458712885185,38.14699517198492,45.87152143776292,55.053910010967044,65.93592250122975,78.78389457605402,93.88494590167502,111.54006602728036,132.0532941887196,155.7163471009681,182.7883878860366,213.4712174230013,247.88100660585977,286.018695463183,327.7421851474203,372.7441777128457,420.5396867136121,470.46663420167476,521.7015329409576,573.2902318109794,624.1914895882143,673.3292349451663,719.6481894123231,762.1672895370759,800.0260071996213,832.5199904101173,859.1240862122619,879.502425390471,893.5065935601274,901.1638496444274,902.6578542182867,898.3044885410336,888.5251740803685,873.8197466668804
D,0.01,0.03935806463798353,0.08157257211452003,0.13555867279630224,0.20211748058377604,0.2831372435890464,0.3812951797354945,0.4999879430510526,0.6433729079593765,0.8164699919944758,1.0253031954490057,1.2770736455763432,1.580360903277624,1.945350543895787,2.3840851404761922,2.9107332899574514,3.5418672988450615,4.296734480250024,5.197499619174865,6.269427140915689,7.540961371661374,9.04365315195049,10.811872956452747,12.882247562585322,15.292762969680886,18.081494629749763,21.284959964574035,24.93613768064906,29.06225913855495,33.68253927227227,38.8060642897759,44.43007562849325,50.53887330273796,57.10350435683251,64.08231188717279,71.4223143738258,79.06128521933228,86.93032738065321,94.95669928183355,103.06664782172459,111.1880360041492,119.2526053180851,127.19777408019146,134.96793187315774,142.51523967106064,149.7999815832482,156.79053678242653
R,0.0,0.39125483905659253,1.0168813988051877,1.8802614911686901,3.004818500736104,4.428209559810014,6.200725490960876,8.385729854926689,11.061214021150299,14.32209201615149,18.28309802350456,23.08225100304825,28.884888054197848,35.88827095061014,44.326749442439166,54.477422213417974,66.666169338592,81.27383461907313,98.74220857256852,119.57930219906947,144.3632128958963,173.74368189110217,208.4402561316303,249.23584245063853,296.9644398848781,352.4920274500911,416.69003107799836,490.4015217011859,574.4012699370636,669.3518812288517,775.7592590500788,893.9313519999693,1023.944318666414,1165.6197782364206,1318.5157417831324,1481.9323260417696,1654.9317227702732,1836.370430806958,2024.9406870779665,2219.217475609135,2417.7074487521436,2618.8964688579536,2821.2931293139295,3023.4663921737265,3224.07625938383,3421.8970870702847,3615.8337079286307
G,5.0,7.518243049426658,10.561825686302559,14.239238750253039,18.68087166261126,24.04320056279799,30.51367100762658,38.316340665451634,47.71832809708391,59.037078062058086,72.64839485358007,88.995104249051,108.59607162823464,132.0551180763021,160.0691289982562,193.43433773378163,233.04939863177242,279.91346954886336,335.1171636502309,399.8240064958258,475.2400922207433,562.5701486492596,662.9593642379746,777.4221907369566,906.761833750536,1051.4869416236352,1211.7344862004602,1387.2092058987087,1577.1495278936482,1780.3272636215715,1995.0838751360195,2219.4006818669322,2450.9953299292365,2687.4333944813566,2926.242821097606,3165.020017392454,3401.519169638537,3633.7198846367055,3859.871694505956,4078.5167248732732,4288.493655532729,4488.92700953462,4679.205969644115,4858.956579157065,5028.0105643536,5186.373296540652,5334.192712169782
H,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805,26238.612693480805
beta,45.23600332637314,45.23600332637309,45.21647495361856,45.192895189991795,45.164437694909154,45.130114067079774,45.088745020711265,45.03892779579457,44.978999967189516,44.90700021695995,44.820627232848835,44.7171987522695,44.593613944992164,44.44632386260759,44.27131657970146,44.06412582474069,43.8198741144424,43.533363209299544,43.19922535921069,42.81214726559406,42.36717371463864,41.860088317066484,41.28785429198948,40.649079784742284,39.94445300340484,39.17707797892613,38.35263873651317,37.47933367461935,36.56755419214789,35.629326642427365,34.67758289504927,33.72535825289733,32.78502585565246,31.867661774382967,30.98260128041353,30.137206010215642,29.336825623618548,28.584913524102923,27.883246200906715,27.23219736007783,26.631026818283576,26.078155763846887,25.57141125793235,25.10823202152907,24.685834079550396,24.301338896240374,23.951868756124938
