series,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15
S,58089.893890283,58072.060747318494,58056.46918559917,58029.91228825705,57986.501420190754,57917.60641645032,57812.66700222972,57660.74036037937,57452.70992976585,57182.96569589824,56849.812497361374,56454.88317085737,56002.202336425726,55497.309518245376,54946.57385616401,54356.700232400864,53734.38881242325,53086.10842326411,52417.95195099326,51735.550135363985,51044.026660677584,50347.98221803734,49651.49862875286,48958.1565566905,48271.06209208191,47592.87876614468,46925.862495067966,46271.897649031365,45632.53296273671,45009.01639445345,44402.32833358951,43813.21277609583,43242.206250168536,42689.664394907646,42155.786181839765,41640.63583119745,41144.16251751288,40666.21798704575,40206.57222642437,39764.927330443425,39340.92971941941,38934.18085455668,38544.24659473916,38170.6653310462,37812.95502686752,37470.61928234295,37143.15253240951,36830.04447831765,36530.783843303434,36244.86153432887,35971.773283527706,35711.02183527844,35462.11873769774,35224.585790811965,34997.9561977118,34781.775459602635,34575.602050803034,34379.00790538073,34191.57874321406,34012.91425978954,33842.62820095641,33680.34834112048,33525.71638093929,33378.38777844521,33238.03152564424,33104.329880987316,32976.97806666387,32855.68393840046,32740.167634340472,32630.161208615253
E,0.0,17.833142964501572,29.610450045410303,49.83409493414621,82.58616168133051,133.81716469630553,210.13499818046387,317.11676446403976,457.32044730881046,629.2503676331702,827.815897678322,1045.687224156095,1274.7104928399478,1506.9609383530437,1735.3791738051846,1954.07997198856,2158.4415885111475,2345.062142546261,2511.6433079633057,2656.8404840894477,2780.103716588043,2881.5236717002163,2961.6904932464013,3021.5692591538514,3062.393204596344,3085.5743523675796,3092.6303287765445,3085.1257075446943,3064.626057892964,3032.6628725732658,2990.707648767798,2940.1535448801446,2882.303210379284,2818.3615657095597,2749.432483610902,2676.5184855005637,2600.5227134801426,2522.2525687242833,2442.424520456726,2361.6696871984327,2280.539874708756,2199.5138244865525,2119.0034843805206,2039.36016028136,1960.8804464556956,1883.8118631415423,1808.3581547351778,1734.6842213023815,1662.9206711538634,1593.167993621716,1525.5003596330525,1459.9690637680203,1396.6056256903585,1335.4245715480872,1276.4259174892804,1219.5973780934646,1164.9163225029984,1112.351500528377,1061.864560138801,1013.4113766470323,966.943212643678,922.4077263986907,879.7498450789685,838.9125177691733,799.8373619565133,762.4652158690817,726.7366078547029,692.5921528612763,659.9728850345714,628.8205344866054
I,5.0,4.505755795475951,7.874621696111954,13.429476922265874,22.76079001365592,38.17491302819067,63.0229478601518,101.73807808054404,159.5081347551526,241.55525406297266,352.26546567609256,494.50243272944704,669.2790061773254,875.7639248420274,1111.5131025943724,1372.8141463321792,1655.0628626445482,1953.1216521715635,2261.6331475621255,2575.277971876846,2888.974971536933,3198.0276317255766,3498.2230748862426,3785.8910848621877,4057.9306584978026,4311.811094599204,4545.55386036532,4757.700597266276,4947.271743800771,5113.719419887902,5256.877467188975,5376.910884160061,5474.26633604054,5549.624953849328,5603.858254871449,5637.987710535209,5653.148246018228,5650.555769659259,5631.478690249395,5597.213278377341,5549.062657026422,5488.319160356127,5416.249772762814,5334.0843484663965,5243.006311336348,5144.14554244287,5038.5731764665525,4927.298045683429,4811.264530237821,4691.351594644099,4568.372812026426,4443.077198850862,4316.150703352234,4188.218210183432,4059.845941809353,3931.5441537143843,3803.7700355437037,3676.930743858688,3551.386504297246,3427.4537316587603,3305.4081258659107,3185.487709987642,3067.8957836397612,2952.803771214088,2840.3539496238545,2730.6620446884976,2623.8196890061067,2519.8967372614648,2418.943437470054,2320.9924587350297
R,0.0,0.4942442045240494,0.9396329423069767,1.7180301695315112,3.0455183972553863,5.295396108183046,9.06894201266162,15.298687359041892,25.355378453186717,41.12257268862177,65.00002956721349,99.82106254008832,148.7020548400029,214.8595088425546,301.42775771943604,411.2995395613988,547.0006267040608,710.601672301071,903.6654837643173,1127.22529895273,1381.788541480446,1667.3603688198777,1983.4816933975053,2329.2769895764704,2703.5079351069508,3104.6296771715506,3530.8472060731815,3980.1699364406772,4450.463125852571,4939.495203368394,5444.98044073673,5964.616685146973,6496.118093694652,7037.24297581648,7585.816969960895,8139.751863049789,8697.060413271756,9255.867564853717,9814.41845315252,10371.08359426381,10924.361639128421,11472.880050883648,12015.39403840051,12550.784050489056,13078.052105623447,13596.317202355647,14104.81002667177,14602.867144979555,15089.924845587897,15565.51276768833,16029.247435095831,16480.82579238569,16920.018823542687,17346.665317739535,17760.665833272586,18161.976898872537,18550.605481433286,18926.603740515227,19290.064082632918,19641.114522187687,19979.91435081702,20306.650112776206,20621.531880625,20924.789822854542,21216.671053058406,21497.436748738124,21767.35952675834,22026.721061759814,22275.809933437922,22514.919688446134
G,5.0,5.0,8.81425463841893,15.147507091797383,25.806308410911306,43.470309136373714,72.09188987281341,117.03676543958593,184.86351320833933,282.67782675159447,417.2654952433061,594.3234952695354,817.9810610173284,1090.6234336845823,1412.9408603138088,1784.1136858935783,2202.0634893486094,2663.723324472635,3165.2986313264432,3702.5032708295766,4270.763513017379,4865.388000545455,5481.704768283748,6115.168074438659,6761.438593604754,7416.4407717707545,8076.401066438502,8737.870533706955,9397.734869653343,10053.214623256297,10701.857907925707,11341.527569307036,11970.384429735193,12586.867929665808,13189.675224832345,13777.739573584997,14350.208659289983,14906.423334512974,15445.897143401913,15968.29687264115,16473.42429615484,16961.19921123977,17431.64381116332,17884.86839895545,18321.05841695979,18740.46274479851,19143.383203138317,19530.165190662978,19901.18937582571,20256.86436233242,20597.620247122246,20923.90299123654,21236.169526894908,21534.883527922953,21820.511775081923,22093.521052586904,22354.375516976972,22603.5344843739,22841.45058693015,23068.56825384643,23285.322476682915,23492.13782276383,23689.427664264746,23877.593594068618,24057.025002682247,24228.098793426605,24391.17921576443,24546.61779902126,24694.753370907958,24835.912147181145
