beta,gammaE,alpha,gamma,gamma2,gamma3,a1,a2,a3,h,eta,c1,metric1,metric2,metric3,r1,r2,r3
9.1970988079636,0.2,0.1,0.04,0.04,0.04,0.48654888646190797,0.02841692334235471,0.1393084796943997,5.0,0.05,0.8,0.3881707980761984,1.185386020853851,0.3921702083723389,0.9443174464928573,0.8405609420601007,0.9424159181393539
