beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
8.28185648396478,0.04,0.04,0.12387601480195015,0.16747333857505103,0.16515211375588482,0.06986918642262209,0.500080289816742,0.6867879275725776,0.1466515159701369,0.04472197392362398,0.9600000000000001,0.25976524671557644,8.433847092934426,0.9964820161598894,0.9961246234101212
