county,NAICS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
WI-Milwaukee,7225,11934,12024,12464,7552,8957,10241,10075,10344,11119,13017,11528,9806,10560,10905,10440,11435,13215,11302,9689,10436,10919,11461,11917,13241,12118,10032,10582,11102,11748,12259,14179
WI-Milwaukee,7139,2737,2614,2863,2323,1894,2355,2535,2426,2677,2942,2897,2222,2416,2601,2290,2572,3042,2784,2261,2373,2682,2737,2943,3120,3014,2093,2398,2800,3059,3104,3138
WI-Milwaukee,7131,113,111,157,76,115,106,108,109,116,141,143,127,87,136,123,121,143,123,123,122,149,138,155,161,149,122,117,117,124,129,154
WI-Milwaukee,8131,1151,1167,1114,1150,1210,1015,965,1012,1072,1131,1149,1283,1133,1191,1115,1222,1155,1073,1233,1116,1129,1192,1188,1160,1170,1272,1093,1169,1200,1214,1295
WI-Milwaukee,8121,585,572,504,354,377,463,488,481,550,577,563,381,538,560,543,596,581,542,382,487,552,536,561,527,498,368,447,543,534,636,593
UT-Salt Lake,7211,1695,1601,1687,1487,1467,1627,1693,1662,1850,1992,1764,1497,1678,1650,1720,1897,2192,1917,1485,1632,1631,1706,1711,1771,1858,1429,1604,1610,1607,1812,2116
UT-Salt Lake,7224,367,408,376,260,227,332,345,409,407,461,372,268,349,349,364,378,477,364,228,315,326,333,359,367,436,229,292,347,359,385,558
UT-Salt Lake,7225,15458,16080,16140,10554,8729,14043,14438,14460,15676,17280,15639,9353,14562,14604,15532,15459,17104,15742,9693,14137,14993,15211,15783,15013,15104,9832,14115,15027,15721,16565,18115
UT-Salt Lake,7139,4055,3888,3684,2855,2216,3800,3885,3727,3950,3847,3485,2331,3882,3905,4168,3931,3936,3609,2297,3956,4037,3956,4132,3643,3479,2521,3787,4110,4106,4228,3950
UT-Salt Lake,7131,100,102,168,110,70,109,107,123,143,171,159,112,99,102,144,171,150,179,126,93,116,133,167,156,173,115,129,110,126,150,202
UT-Salt Lake,8131,1217,1156,1251,1377,1568,1297,1318,1385,2073,2258,2263,2819,1997,1463,1448,1364,1129,1234,1797,1310,1406,1419,1406,1218,1311,1792,1255,1395,1496,1433,1436
UT-Salt Lake,8121,769,748,629,403,316,623,673,665,720,713,507,391,676,677,642,716,702,595,387,628,671,687,668,574,538,382,637,732,744,767,681
MN-Hennepin,7211,1615,1611,1784,1461,1423,1585,1578,1500,1665,2040,2058,1520,1665,1700,1777,1694,2502,2820,1734,1652,1777,2038,2277,3276,3509,1895,1662,1720,1868,2101,3225
MN-Hennepin,7224,969,859,863,601,644,772,845,869,969,1120,986,763,851,905,986,1013,1051,1036,805,791,849,1048,1071,1136,990,748,787,922,1100,1214,1185
MN-Hennepin,7225,15476,14225,13601,8888,10125,13116,14287,13644,15537,17397,14579,12421,14541,14640,16155,15812,17070,14768,12853,14266,15236,16374,16344,17417,15826,12872,14498,15632,16852,17215,18431
MN-Hennepin,7139,5341,4419,3911,2768,2990,4730,5428,4985,5665,5415,4167,4003,5590,5439,5992,5769,5886,4585,4051,5251,5886,6091,6080,5526,4817,3854,5371,5780,5859,6001,5714
MN-Hennepin,7131,522,355,470,392,448,438,399,365,428,444,621,505,415,546,477,377,419,604,597,383,416,430,356,558,800,611,372,373,403,374,544
MN-Hennepin,8131,749,594,614,578,895,617,726,702,847,798,714,1091,740,773,910,843,805,791,1178,750,785,940,871,800,805,1087,719,750,881,906,889
MN-Hennepin,8121,605,569,393,238,255,528,535,540,639,551,366,272,569,605,637,627,584,360,319,600,637,628,662,570,385,272,612,653,674,707,569
