beta,gamma,gamma2,a1,a2,a3,h,Hiding_init,k,k2,eta,c1,metric1,metric2,r1,r2
5.49329784890554,0.04,0.04,0.5,0.09706778060004738,0.11864454742149906,0.060862729624344115,0.5003607894871517,0.8614134000484415,1.162633928379871,0.05,0.9600000000000001,0.2762984409109116,24.27187914376292,0.9903067483935426,0.9774896297625463
